時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,180,120,100,0,30,5,0,0
15,180,130,120,0,55,20,0,0
30,170,150,120,0,55,40,0,0
45,160,140,120,0,55,45,0,0
60,160,120,120,0,45,45,5,5
75,145,110,110,0,40,45,25,5
90,140,110,100,0,40,45,20,20
105,120,100,90,0,40,45,20,20
120,110,90,90,0,45,40,25,20
135,105,70,90,0,45,40,10,20
150,100,70,90,0,40,40,15,25
165,100,70,90,0,35,35,15,30
180,100,70,80,0,35,30,20,20
195,120,80,55,0,35,30,25,15
210,110,80,60,0,40,40,25,15
225,100,70,60,0,40,40,15,15
240,110,80,70,0,40,35,15,15
255,110,80,70,0,40,35,20,20
270,110,80,70,0,35,35,20,35
285,110,80,70,0,35,35,25,20
300,100,75,70,0,35,35,25,20
315,100,75,70,0,45,40,30,35
330,100,65,75,0,45,35,15,35
345,100,75,75,0,40,35,15,35
360,110,75,75,0,30,35,20,30
375,110,75,75,0,30,35,25,30
390,110,75,75,0,30,35,25,30
405,115,75,75,0,35,35,15,20
420,110,65,75,0,35,35,15,30
435,110,55,65,0,35,40,20,35
450,110,75,75,0,35,40,25,35
465,115,75,80,0,35,30,45,30
480,115,75,75,0,30,35,35,30
495,115,75,75,0,20,30,20,30
510,90,70,80,0,25,30,20,20
525,100,70,80,0,25,30,15,35
540,120,65,80,0,30,35,15,35
555,115,70,80,0,30,35,15,20
570,100,70,80,0,25,35,20,20
585,100,60,90,0,20,30,25,20
600,100,60,80,40,20,25,25,20
615,90,70,75,75,15,25,15,20
630,80,70,75,75,10,15,20,15
645,70,65,65,80,10,15,20,15
660,0,60,60,0,10,15,0,15
675,0,0,0,0,5,15,0,20
690,0,0,0,0,10,15,0,15
705,0,0,0,0,5,10,0,20
