時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,150,100,5,60,25,5,0,0
15,140,110,110,60,25,10,0,0
30,120,110,120,65,50,40,0,0
45,120,120,100,70,55,45,0,0
60,120,100,90,70,55,45,5,0
75,110,100,90,65,50,50,15,0
90,100,100,80,65,45,45,20,0
105,100,100,80,65,45,45,25,0
120,90,90,80,60,45,40,25,0
135,90,70,75,55,45,40,20,0
150,90,70,70,55,40,35,20,0
165,90,70,65,50,40,35,15,0
180,95,75,75,50,40,40,25,0
195,100,75,70,50,35,40,25,0
210,100,65,65,50,40,45,25,0
225,100,65,60,50,40,35,15,0
240,100,80,70,50,40,35,15,0
255,100,80,80,55,35,40,15,0
270,95,75,70,50,35,35,20,0
285,85,75,65,45,40,35,25,0
300,85,75,55,50,35,40,25,0
315,90,75,65,55,50,40,15,0
330,90,85,60,55,45,40,15,0
345,90,75,65,55,45,40,15,0
360,100,75,70,50,40,40,20,0
375,100,70,70,45,40,40,25,0
390,90,70,65,50,40,35,30,0
405,90,75,55,45,35,35,15,0
420,95,80,55,45,35,30,15,0
435,95,80,65,45,35,40,25,0
450,95,80,65,45,35,40,25,0
465,95,70,65,45,35,40,20,0
480,95,70,65,40,35,35,25,0
495,100,75,60,40,30,35,20,0
510,110,75,65,40,25,35,25,0
525,95,75,65,35,35,30,25,0
540,110,80,70,50,35,35,30,0
555,110,80,70,45,35,40,15,0
570,100,85,70,40,35,40,20,0
585,90,70,70,40,30,35,25,0
600,95,60,75,40,25,25,25,0
615,90,75,75,35,20,25,15,0
630,0,75,75,35,20,25,15,0
645,0,0,0,45,20,25,25,0
660,0,0,0,50,25,25,0,0
675,0,0,0,45,25,25,0,0
690,0,0,0,0,20,25,0,0
705,0,0,0,0,15,0,0,0
