時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,80,90,45,5,5,0,0
15,90,80,90,50,30,5,0,0
30,90,70,80,50,30,20,0,0
45,80,80,80,50,30,30,0,0
60,70,80,80,50,30,30,5,15
75,70,70,70,50,30,25,15,20
90,60,60,60,45,30,25,20,20
105,60,60,50,0,30,25,25,20
120,55,40,45,0,35,25,25,20
135,60,40,45,0,35,25,15,20
150,60,45,45,0,35,25,20,15
165,55,50,45,0,30,25,20,15
180,55,60,45,10,20,25,20,15
195,50,65,50,25,20,25,25,10
210,45,50,50,45,20,25,25,20
225,55,40,45,45,20,25,15,15
240,55,50,45,45,20,25,15,15
255,55,50,45,45,25,20,15,15
270,45,55,40,40,20,15,20,15
285,55,55,40,35,20,20,25,15
300,60,50,45,35,15,15,15,20
315,55,45,45,40,25,15,20,20
330,50,55,45,45,30,20,15,20
345,55,50,45,40,30,20,15,25
360,50,45,45,40,20,20,20,15
375,45,45,45,40,20,10,20,15
390,55,50,50,40,20,15,30,15
405,55,50,50,35,15,10,15,20
420,50,45,50,35,15,15,20,30
435,50,60,50,35,20,15,20,25
450,50,55,50,35,20,15,25,25
465,55,55,50,40,20,15,15,20
480,60,50,50,30,15,20,30,20
495,55,45,50,30,10,15,20,20
510,60,40,35,30,5,20,25,20
525,60,55,35,30,10,20,25,20
540,65,60,45,35,20,15,30,15
555,65,60,45,35,15,20,15,15
570,65,55,50,30,15,20,20,15
585,65,55,45,30,15,20,25,30
600,65,45,45,30,15,15,15,20
615,60,45,45,30,10,10,15,15
630,65,55,60,30,10,15,15,15
645,70,55,60,30,5,15,20,15
660,0,45,0,30,5,5,0,15
675,0,50,0,25,5,10,0,15
690,0,0,0,20,5,10,0,15
705,0,0,0,20,5,0,0,20
