時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,100,120,55,35,5,0,0
15,120,90,110,60,40,5,0,0
30,130,110,100,70,45,40,0,0
45,140,120,90,70,50,40,0,0
60,130,120,90,70,55,45,5,0
75,130,110,90,70,55,50,15,0
90,110,90,90,70,50,45,20,0
105,100,80,100,65,55,45,25,0
120,105,65,100,65,50,45,25,0
135,105,65,90,65,50,45,30,0
150,105,70,80,65,45,40,15,0
165,115,75,80,70,45,35,15,0
180,115,75,80,65,45,40,20,0
195,110,75,70,60,45,40,25,0
210,90,70,70,55,45,40,25,0
225,95,75,70,55,45,40,25,0
240,95,85,70,55,45,35,15,0
255,110,90,60,60,45,35,20,0
270,110,90,80,65,45,40,20,0
285,100,80,80,60,45,40,20,0
300,95,75,80,60,45,40,25,0
315,90,75,80,60,55,45,25,0
330,90,80,80,60,55,45,30,0
345,100,80,80,55,50,45,20,0
360,120,75,80,55,45,40,20,0
375,115,75,70,55,45,35,25,0
390,115,75,80,55,45,35,30,0
405,105,75,75,60,45,40,15,0
420,95,90,70,60,45,35,15,0
435,90,90,75,55,40,35,15,0
450,105,95,90,55,40,40,25,0
465,120,95,90,55,40,40,45,0
480,120,95,90,50,40,40,30,0
495,130,95,90,45,35,40,15,0
510,120,90,90,50,35,30,25,0
525,120,90,90,55,40,35,25,0
540,130,75,100,55,45,40,15,0
555,130,90,90,55,45,45,15,0
570,130,90,100,55,40,45,20,0
585,130,90,100,50,40,45,25,0
600,0,90,100,50,35,40,15,0
615,0,90,100,50,35,35,15,0
630,0,90,0,50,35,30,15,0
645,0,0,0,50,45,30,20,0
660,0,0,0,55,40,35,0,0
675,0,0,0,0,30,35,0,0
690,0,0,0,0,25,0,0,0
705,0,0,0,0,0,0,0,0
