時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,140,120,90,40,25,5,0,0
15,150,120,90,45,25,5,0,0
30,140,120,90,50,40,25,0,0
45,140,110,100,55,45,35,0,0
60,110,100,90,60,50,40,5,5
75,110,95,80,60,45,45,20,5
90,110,95,70,60,45,40,20,30
105,90,90,70,55,45,40,25,20
120,100,80,70,55,45,35,10,20
135,100,75,60,45,45,35,15,20
150,100,75,60,45,40,40,15,20
165,95,70,70,45,35,35,15,25
180,90,65,80,45,35,35,20,20
195,80,70,80,45,40,35,25,20
210,90,85,55,0,40,35,15,25
225,100,80,55,0,40,35,15,20
240,110,80,60,0,40,40,15,25
255,100,80,70,0,40,40,25,30
270,90,80,65,0,40,40,20,30
285,90,80,75,0,40,35,20,30
300,95,80,75,10,40,40,25,35
315,95,85,75,50,50,35,15,35
330,90,85,75,55,45,35,15,35
345,95,85,70,55,45,40,25,35
360,100,85,65,55,35,40,20,25
375,95,80,60,50,35,35,25,30
390,95,65,60,50,40,35,20,35
405,95,65,60,50,40,25,15,25
420,90,80,60,50,40,30,20,35
435,90,80,60,50,35,30,20,35
450,100,80,70,60,35,40,25,45
465,100,80,75,65,35,40,45,35
480,105,70,75,60,30,35,35,30
495,105,70,65,55,30,35,20,35
510,105,70,55,55,30,35,25,15
525,100,75,70,45,30,25,25,20
540,105,90,90,55,30,25,15,30
555,110,90,80,55,30,30,25,20
570,120,80,75,55,25,35,20,30
585,120,65,75,55,25,30,15,30
600,110,65,90,55,30,30,15,15
615,100,70,90,50,25,30,15,15
630,90,80,70,45,20,30,15,30
645,80,0,65,45,20,25,25,30
660,0,0,0,45,15,20,0,15
675,0,0,0,45,15,20,0,20
690,0,0,0,45,15,25,0,15
705,0,0,0,0,10,0,0,30
