時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,90,85,70,45,20,15,0,0
15,90,95,60,45,25,15,0,0
30,85,90,65,40,30,25,0,0
45,85,80,65,35,35,15,0,0
60,70,70,65,35,35,15,5,5
75,65,60,60,45,30,30,15,20
90,65,60,55,45,30,30,15,15
105,65,50,55,45,30,0,20,15
120,0,45,55,40,30,0,25,20
135,0,45,55,0,30,0,15,20
150,0,50,55,0,30,0,15,20
165,35,60,60,0,30,5,20,15
180,70,60,50,0,25,20,20,15
195,70,60,50,0,25,30,25,15
210,60,60,45,0,25,40,25,15
225,60,55,45,0,30,40,15,30
240,60,60,45,0,30,35,15,20
255,60,60,45,0,30,30,15,15
270,70,60,45,0,25,35,20,15
285,70,55,60,0,25,35,25,15
300,70,50,55,0,25,40,25,20
315,55,55,50,0,40,40,15,15
330,55,65,50,5,40,30,15,20
345,60,70,50,0,35,25,15,20
360,80,70,55,0,30,30,20,20
375,70,60,55,0,30,30,25,20
390,70,60,60,0,30,35,15,20
405,60,55,55,0,25,30,15,25
420,75,65,55,0,25,25,15,25
435,70,60,55,0,25,25,20,35
450,70,60,70,0,20,15,15,30
465,70,65,70,20,15,10,15,20
480,55,55,60,50,10,15,35,35
495,60,55,45,60,5,20,25,20
510,65,55,45,60,10,15,20,20
525,65,55,55,60,15,15,25,20
540,70,60,60,65,20,15,25,25
555,0,0,55,70,15,0,25,25
570,0,0,40,70,10,0,20,15
585,0,0,40,60,5,0,15,20
600,0,20,55,55,5,0,25,15
615,35,40,45,55,5,5,15,15
630,65,50,45,45,5,5,15,15
645,60,60,50,45,5,5,20,20
660,50,50,55,40,10,10,0,20
675,45,45,45,35,10,10,0,15
690,0,0,0,30,10,5,0,15
705,0,0,0,0,0,5,0,15
