時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
09:00,65,70,5,5,5,5,0,5,6,Sunday,False
09:15,95,80,30,80,20,5,0,20,6,Sunday,False
09:30,100,70,50,70,50,45,0,15,6,Sunday,False
09:45,100,60,80,65,50,55,0,35,6,Sunday,False
10:00,85,70,65,65,60,55,5,20,6,Sunday,False
10:15,75,70,50,60,60,50,15,20,6,Sunday,False
10:30,65,50,40,50,50,40,15,20,6,Sunday,False
10:45,60,50,30,50,50,45,15,20,6,Sunday,False
11:00,60,50,25,40,45,35,15,20,6,Sunday,False
11:15,60,50,30,35,40,35,15,20,6,Sunday,False
11:30,60,40,35,45,40,30,15,15,6,Sunday,False
11:45,60,40,35,40,30,15,15,15,6,Sunday,False
12:00,55,50,35,30,30,25,15,20,6,Sunday,False
12:15,45,50,35,35,40,35,15,15,6,Sunday,False
12:30,45,40,30,40,45,35,15,15,6,Sunday,False
12:45,50,40,25,40,40,35,15,15,6,Sunday,False
13:00,60,50,25,40,35,40,15,15,6,Sunday,False
13:15,65,50,35,40,40,30,15,15,6,Sunday,False
13:30,0,0,35,40,0,30,15,0,6,Sunday,False
13:45,0,60,35,40,0,30,15,0,6,Sunday,False
14:00,40,60,30,50,45,15,15,0,6,Sunday,False
14:15,60,50,30,50,45,55,15,20,6,Sunday,False
14:30,75,50,30,40,45,55,15,20,6,Sunday,False
14:45,70,50,35,35,50,45,15,20,6,Sunday,False
15:00,65,60,35,40,45,35,15,20,6,Sunday,False
15:15,70,50,30,40,40,35,15,20,6,Sunday,False
15:30,60,45,35,50,30,35,15,20,6,Sunday,False
15:45,60,55,35,50,35,45,15,20,6,Sunday,False
16:00,60,65,25,45,45,40,15,20,6,Sunday,False
16:15,65,60,30,40,45,45,15,15,6,Sunday,False
16:30,60,60,30,40,45,30,15,20,6,Sunday,False
16:45,60,55,35,35,35,40,15,15,6,Sunday,False
17:00,80,60,35,35,35,35,15,15,6,Sunday,False
17:15,75,60,30,45,45,35,15,15,6,Sunday,False
17:30,70,60,35,40,45,40,15,15,6,Sunday,False
17:45,65,55,35,45,40,25,15,15,6,Sunday,False
18:00,55,55,30,45,40,15,15,15,6,Sunday,False
18:15,50,55,30,35,30,10,15,15,6,Sunday,False
18:30,55,55,25,35,25,10,15,15,6,Sunday,False
18:45,60,55,25,35,25,10,15,15,6,Sunday,False
19:00,55,55,20,35,35,5,15,15,6,Sunday,False
19:15,60,40,25,30,25,5,15,15,6,Sunday,False
19:30,55,40,25,25,25,5,15,15,6,Sunday,False
19:45,55,40,25,25,15,5,15,20,6,Sunday,False
20:00,50,45,25,25,10,5,15,15,6,Sunday,False
20:15,50,45,25,25,15,5,15,20,6,Sunday,False
20:30,50,50,25,20,10,10,0,15,6,Sunday,False
20:45,0,45,25,20,5,10,0,20,6,Sunday,False
09:00,70,50,5,35,5,5,0,5,0,Monday,False
09:15,110,75,35,65,10,5,0,15,0,Monday,False
09:30,100,80,50,55,45,35,0,15,0,Monday,False
09:45,95,70,65,65,70,55,0,15,0,Monday,False
10:00,95,60,50,70,70,60,15,20,0,Monday,False
