時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
09:00,25,15,5,0,5,5,0,5,4,Friday,False
09:15,40,25,5,0,5,5,0,20,4,Friday,False
09:30,70,65,30,0,5,5,0,15,4,Friday,False
09:45,70,70,45,0,20,5,0,15,4,Friday,False
10:00,115,75,55,0,50,30,5,20,4,Friday,False
10:15,125,85,75,0,75,55,15,30,4,Friday,False
10:30,130,95,85,0,85,60,15,30,4,Friday,False
10:45,125,105,85,0,80,55,15,30,4,Friday,False
11:00,100,80,80,0,70,55,15,30,4,Friday,False
11:15,95,70,65,0,70,55,15,30,4,Friday,False
11:30,95,45,60,0,75,50,15,20,4,Friday,False
11:45,80,45,55,0,75,45,15,20,4,Friday,False
12:00,85,50,50,0,75,45,15,20,4,Friday,False
12:15,80,55,45,0,60,50,15,20,4,Friday,False
12:30,80,50,45,0,60,45,15,20,4,Friday,False
12:45,85,50,50,0,60,45,15,15,4,Friday,False
13:00,90,55,50,0,65,50,15,20,4,Friday,False
13:15,100,70,50,0,60,55,15,30,4,Friday,False
13:30,100,75,50,0,70,55,15,15,4,Friday,False
13:45,90,85,55,0,70,55,15,20,4,Friday,False
14:00,90,85,60,0,65,55,15,15,4,Friday,False
14:15,95,85,65,0,70,55,15,30,4,Friday,False
14:30,95,80,65,0,75,50,15,30,4,Friday,False
14:45,95,95,60,0,75,60,15,30,4,Friday,False
15:00,90,110,60,0,85,60,15,15,4,Friday,False
15:15,100,100,60,0,85,55,15,15,4,Friday,False
15:30,110,90,70,0,80,55,15,45,4,Friday,False
15:45,105,90,65,0,60,55,15,20,4,Friday,False
16:00,105,90,65,0,60,55,15,20,4,Friday,False
16:15,100,80,65,0,60,50,15,20,4,Friday,False
16:30,85,70,65,0,60,50,15,15,4,Friday,False
16:45,100,60,60,0,70,45,15,20,4,Friday,False
17:00,90,60,55,0,80,40,15,25,4,Friday,False
17:15,85,65,60,0,75,30,15,15,4,Friday,False
17:30,75,65,0,0,55,35,15,15,4,Friday,False
17:45,0,0,0,0,40,35,0,15,4,Friday,False
18:00,0,0,0,0,0,25,0,15,4,Friday,False
18:15,0,0,0,0,0,0,0,0,4,Friday,False
18:30,0,0,0,0,0,0,0,0,4,Friday,False
18:45,0,0,0,0,0,0,0,0,4,Friday,False
19:00,0,0,0,0,0,0,0,0,4,Friday,False
19:15,0,0,0,0,0,0,0,0,4,Friday,False
