時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
09:00,165,115,40,60,10,5,0,15,0,Monday,True
09:15,0,0,0,0,0,0,0,0,0,Monday,True
09:30,0,0,0,0,0,0,0,0,0,Monday,True
09:45,150,140,50,90,85,70,0,30,0,Monday,True
10:00,140,110,55,85,90,65,0,40,0,Monday,True
10:15,130,100,55,85,90,65,0,35,0,Monday,True
10:30,120,90,40,90,80,60,0,45,0,Monday,True
10:45,130,95,50,90,80,55,0,45,0,Monday,True
11:00,130,100,60,95,60,50,0,45,0,Monday,True
11:15,135,110,55,95,50,45,0,35,0,Monday,True
11:30,125,110,55,95,50,45,0,45,0,Monday,True
11:45,125,110,45,80,55,50,0,35,0,Monday,True
12:00,125,110,45,75,55,55,0,45,0,Monday,True
12:15,115,100,35,70,65,65,0,50,0,Monday,True
12:30,110,90,50,75,65,65,0,35,0,Monday,True
12:45,120,90,45,70,70,60,0,50,0,Monday,True
13:00,120,95,45,75,80,55,0,35,0,Monday,True
13:15,110,85,40,75,95,55,0,30,0,Monday,True
13:30,120,95,40,75,90,35,0,35,0,Monday,True
13:45,110,105,40,90,85,35,0,45,0,Monday,True
14:00,110,110,55,90,85,60,0,45,0,Monday,True
14:15,115,105,55,75,100,60,0,50,0,Monday,True
14:30,120,105,40,80,100,65,0,35,0,Monday,True
14:45,130,105,45,80,70,60,0,35,0,Monday,True
15:00,135,105,45,80,70,65,0,35,0,Monday,True
15:15,135,105,45,80,80,65,0,35,0,Monday,True
15:30,125,105,45,80,95,65,0,35,0,Monday,True
15:45,125,100,60,80,110,65,0,30,0,Monday,True
16:00,125,125,60,80,105,65,0,45,0,Monday,True
16:15,125,125,55,80,105,65,0,50,0,Monday,True
16:30,130,125,55,90,120,65,0,50,0,Monday,True
16:45,135,125,35,95,110,65,0,50,0,Monday,True
17:00,140,110,50,75,110,100,0,35,0,Monday,True
17:15,130,100,45,75,105,80,0,55,0,Monday,True
17:30,115,100,50,80,105,70,0,60,0,Monday,True
17:45,105,100,50,90,105,70,0,45,0,Monday,True
18:00,105,105,45,90,85,70,0,45,0,Monday,True
18:15,100,85,40,70,75,70,0,45,0,Monday,True
18:30,95,85,40,65,65,45,0,30,0,Monday,True
18:45,95,75,25,55,65,25,0,20,0,Monday,True
19:00,85,70,15,55,50,25,0,20,0,Monday,True
19:15,85,65,15,45,50,25,0,20,0,Monday,True
19:30,75,60,10,45,40,30,0,20,0,Monday,True
19:45,70,50,15,40,20,25,0,15,0,Monday,True
20:00,0,0,35,50,50,25,0,15,0,Monday,True
20:15,0,0,30,45,40,45,0,15,0,Monday,True
20:30,0,0,20,35,0,40,0,20,0,Monday,True
20:45,0,0,20,30,0,0,0,15,0,Monday,True
09:00,145,140,45,65,5,5,0,15,1,Tuesday,False
09:15,160,150,70,70,15,15,0,20,1,Tuesday,False
09:30,170,170,90,85,70,60,0,30,1,Tuesday,False
09:45,190,160,90,105,100,70,0,50,1,Tuesday,False
10:00,190,140,95,105,130,80,0,50,1,Tuesday,False
10:15,190,130,110,115,145,80,0,50,1,Tuesday,False
10:30,190,120,110,110,145,75,0,55,1,Tuesday,False
10:45,180,120,115,110,140,75,0,45,1,Tuesday,False
11:00,170,125,95,115,130,80,0,45,1,Tuesday,False
11:15,165,130,90,115,110,70,0,45,1,Tuesday,False
11:30,165,125,95,105,100,75,0,45,1,Tuesday,False
11:45,155,125,95,100,100,65,0,45,1,Tuesday,False
12:00,155,125,90,100,100,65,0,50,1,Tuesday,False
12:15,155,130,95,100,110,75,0,60,1,Tuesday,False
12:30,145,125,95,100,130,80,0,65,1,Tuesday,False
12:45,145,110,95,100,140,80,0,60,1,Tuesday,False
13:00,145,115,100,105,140,75,0,65,1,Tuesday,False
13:15,145,120,105,105,140,75,0,60,1,Tuesday,False
13:30,155,120,95,105,120,70,0,45,1,Tuesday,False
13:45,155,120,90,115,120,60,0,50,1,Tuesday,False
14:00,155,120,90,115,110,65,0,65,1,Tuesday,False
14:15,155,145,90,105,120,70,0,50,1,Tuesday,False
14:30,145,130,85,105,120,80,0,65,1,Tuesday,False
14:45,145,130,90,105,110,85,0,65,1,Tuesday,False
15:00,140,125,100,105,105,85,0,75,1,Tuesday,False
15:15,140,125,90,105,110,85,0,70,1,Tuesday,False
15:30,145,130,90,105,120,85,0,50,1,Tuesday,False
15:45,145,120,95,105,120,80,0,35,1,Tuesday,False
16:00,145,125,105,100,120,85,0,65,1,Tuesday,False
16:15,140,125,105,95,120,80,0,60,1,Tuesday,False
16:30,145,115,105,90,120,75,0,50,1,Tuesday,False
16:45,145,110,100,100,110,65,0,35,1,Tuesday,False
17:00,145,115,95,100,100,65,0,45,1,Tuesday,False
17:15,150,120,90,95,95,65,0,60,1,Tuesday,False
17:30,150,120,105,95,95,55,0,70,1,Tuesday,False
17:45,145,125,105,105,95,55,0,50,1,Tuesday,False
18:00,145,120,95,100,90,65,0,65,1,Tuesday,False
18:15,130,115,90,90,90,70,0,45,1,Tuesday,False
18:30,120,105,80,80,80,50,0,30,1,Tuesday,False
18:45,115,100,75,70,75,40,0,30,1,Tuesday,False
19:00,110,85,65,60,65,35,0,30,1,Tuesday,False
19:15,110,85,65,50,65,30,0,15,1,Tuesday,False
19:30,100,75,65,50,65,30,0,15,1,Tuesday,False
19:45,0,65,65,50,55,20,0,20,1,Tuesday,False
20:00,0,0,0,0,0,40,0,35,1,Tuesday,False
20:15,0,0,0,0,0,0,0,35,1,Tuesday,False
20:30,0,0,0,0,0,0,0,30,1,Tuesday,False
20:45,0,0,0,0,0,0,0,30,1,Tuesday,False
