時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
09:00,100,90,30,0,5,5,0,15,4,Friday,False
09:15,120,130,65,0,5,5,0,20,4,Friday,False
09:30,165,145,70,0,40,20,0,20,4,Friday,False
09:45,160,145,75,0,60,55,0,35,4,Friday,False
10:00,170,155,80,0,100,15,0,35,4,Friday,False
10:15,160,150,90,0,110,70,0,45,4,Friday,False
10:30,150,150,100,0,110,80,0,60,4,Friday,False
10:45,140,140,100,0,105,85,0,65,4,Friday,False
11:00,140,130,100,0,95,80,0,45,4,Friday,False
11:15,135,130,100,0,95,70,0,35,4,Friday,False
11:30,150,115,100,0,100,70,0,45,4,Friday,False
11:45,150,100,95,0,95,65,0,50,4,Friday,False
12:00,160,95,90,0,95,65,0,45,4,Friday,False
12:15,150,110,90,0,95,65,0,50,4,Friday,False
12:30,160,115,95,0,95,70,0,50,4,Friday,False
12:45,160,115,95,0,100,70,0,50,4,Friday,False
13:00,155,115,95,0,105,70,0,50,4,Friday,False
13:15,140,125,85,0,110,75,0,45,4,Friday,False
13:30,140,120,80,0,110,75,0,45,4,Friday,False
13:45,155,120,85,0,110,75,0,45,4,Friday,False
14:00,160,125,85,0,120,80,0,45,4,Friday,False
14:15,160,125,85,0,115,85,0,60,4,Friday,False
14:30,160,125,85,0,120,80,0,45,4,Friday,False
14:45,160,115,95,0,120,75,0,45,4,Friday,False
15:00,155,105,100,0,110,75,0,60,4,Friday,False
15:15,150,105,100,0,105,70,0,50,4,Friday,False
15:30,160,120,100,0,115,75,0,60,4,Friday,False
15:45,160,130,95,0,105,80,0,60,4,Friday,False
16:00,160,145,95,0,100,80,0,60,4,Friday,False
16:15,150,145,95,0,100,80,0,50,4,Friday,False
16:30,145,145,90,0,100,75,0,45,4,Friday,False
16:45,145,130,90,0,100,75,0,50,4,Friday,False
17:00,145,115,90,0,100,65,0,50,4,Friday,False
17:15,145,115,95,0,95,65,0,60,4,Friday,False
17:30,140,115,105,0,90,65,0,65,4,Friday,False
17:45,135,95,110,0,90,65,0,60,4,Friday,False
18:00,130,95,110,0,80,60,0,45,4,Friday,False
18:15,120,85,90,0,80,55,0,45,4,Friday,False
18:30,120,85,80,0,70,55,0,30,4,Friday,False
18:45,110,85,70,0,60,40,0,30,4,Friday,False
19:00,105,85,65,0,65,30,0,20,4,Friday,False
19:15,90,65,55,0,65,30,0,20,4,Friday,False
19:30,85,65,55,0,50,30,0,15,4,Friday,False
19:45,0,70,60,0,60,35,0,20,4,Friday,False
20:00,0,0,0,0,0,45,0,45,4,Friday,False
20:15,0,0,0,0,0,0,0,45,4,Friday,False
20:30,0,0,0,0,0,0,0,15,4,Friday,False
20:45,0,0,0,0,0,0,0,15,4,Friday,False
09:00,165,140,5,0,20,15,0,15,5,Saturday,False
09:15,180,160,65,0,35,30,0,20,5,Saturday,False
09:30,170,180,80,0,90,60,0,30,5,Saturday,False
09:45,175,185,95,0,125,65,0,50,5,Saturday,False
10:00,175,180,95,0,120,80,0,50,5,Saturday,False
10:15,200,130,95,0,115,80,0,50,5,Saturday,False
10:30,200,125,90,0,115,80,0,50,5,Saturday,False
10:45,200,130,90,0,120,0,0,45,5,Saturday,False
11:00,190,130,85,0,120,0,0,50,5,Saturday,False
11:15,190,135,60,0,130,0,0,45,5,Saturday,False
11:30,185,130,60,0,140,0,0,45,5,Saturday,False
11:45,180,140,80,0,145,0,0,55,5,Saturday,False
12:00,170,130,80,0,155,0,0,50,5,Saturday,False
12:15,160,135,80,0,155,25,0,50,5,Saturday,False
12:30,160,125,80,0,145,100,0,60,5,Saturday,False
12:45,155,130,75,0,145,100,0,60,5,Saturday,False
13:00,165,135,75,0,135,100,0,60,5,Saturday,False
13:15,165,135,70,0,135,110,0,60,5,Saturday,False
13:30,165,140,65,0,135,120,0,60,5,Saturday,False
13:45,170,140,65,0,120,120,0,60,5,Saturday,False
14:00,165,145,70,0,110,110,0,60,5,Saturday,False
14:15,170,145,70,0,105,90,0,60,5,Saturday,False
14:30,180,135,75,0,120,85,0,60,5,Saturday,False
14:45,185,140,80,0,130,80,0,60,5,Saturday,False
15:00,180,145,70,0,130,85,0,60,5,Saturday,False
15:15,170,135,70,0,130,95,0,70,5,Saturday,False
15:30,170,140,80,0,130,95,0,70,5,Saturday,False
15:45,180,140,70,0,130,100,0,70,5,Saturday,False
16:00,180,150,70,0,140,100,0,75,5,Saturday,False
16:15,180,145,75,0,140,100,0,75,5,Saturday,False
16:30,190,145,75,0,130,110,0,65,5,Saturday,False
16:45,190,145,80,0,130,110,0,60,5,Saturday,False
17:00,185,120,75,0,125,100,0,60,5,Saturday,False
17:15,185,110,75,0,125,100,0,75,5,Saturday,False
17:30,150,130,85,0,115,80,0,75,5,Saturday,False
17:45,140,120,85,0,100,80,0,60,5,Saturday,False
18:00,140,115,85,0,90,80,0,65,5,Saturday,False
18:15,140,115,80,0,90,80,0,65,5,Saturday,False
18:30,135,105,75,0,70,80,0,65,5,Saturday,False
18:45,125,95,65,0,60,65,0,35,5,Saturday,False
19:00,115,100,50,0,60,50,0,20,5,Saturday,False
19:15,115,85,45,0,60,40,0,15,5,Saturday,False
19:30,0,80,30,0,75,45,0,15,5,Saturday,False
19:45,0,0,40,0,70,55,0,15,5,Saturday,False
20:00,0,0,60,0,0,0,0,50,5,Saturday,False
20:15,0,0,0,0,0,0,0,50,5,Saturday,False
20:30,0,0,0,0,0,0,0,20,5,Saturday,False
20:45,0,0,0,0,0,0,0,0,5,Saturday,False
09:00,150,150,40,0,5,10,0,15,6,Sunday,False
09:15,170,180,60,0,15,15,0,20,6,Sunday,False
09:30,175,180,70,0,60,45,0,30,6,Sunday,False
09:45,180,170,75,0,100,80,0,50,6,Sunday,False
10:00,190,165,80,0,120,65,0,65,6,Sunday,False
10:15,190,150,80,0,125,65,0,80,6,Sunday,False
10:30,185,145,80,0,120,70,0,75,6,Sunday,False
10:45,170,120,75,0,130,70,0,75,6,Sunday,False
11:00,165,115,70,0,120,75,0,65,6,Sunday,False
11:15,180,115,75,0,120,70,0,45,6,Sunday,False
11:30,175,110,70,0,110,70,0,35,6,Sunday,False
11:45,165,120,70,0,110,70,0,35,6,Sunday,False
12:00,165,125,70,0,110,70,0,35,6,Sunday,False
12:15,165,115,60,0,95,75,0,65,6,Sunday,False
12:30,165,115,60,0,90,85,0,50,6,Sunday,False
12:45,160,100,60,0,105,85,0,60,6,Sunday,False
13:00,145,100,65,0,110,85,0,60,6,Sunday,False
13:15,150,110,60,0,110,85,0,60,6,Sunday,False
13:30,160,120,65,0,110,75,0,50,6,Sunday,False
13:45,160,125,65,0,100,65,0,45,6,Sunday,False
14:00,160,145,60,0,90,65,0,50,6,Sunday,False
14:15,155,145,60,0,100,75,0,50,6,Sunday,False
14:30,155,150,55,0,120,75,0,50,6,Sunday,False
14:45,140,140,55,0,130,75,0,60,6,Sunday,False
15:00,140,130,65,0,120,80,0,65,6,Sunday,False
15:15,155,130,65,0,120,80,0,60,6,Sunday,False
15:30,155,130,65,0,110,85,0,60,6,Sunday,False
15:45,160,125,60,0,105,90,0,60,6,Sunday,False
16:00,180,125,60,0,90,90,0,60,6,Sunday,False
16:15,175,130,65,0,100,80,0,60,6,Sunday,False
16:30,160,130,60,0,100,70,0,65,6,Sunday,False
16:45,155,130,70,0,105,75,0,65,6,Sunday,False
17:00,155,130,65,0,105,80,0,50,6,Sunday,False
17:15,155,115,65,0,100,75,0,60,6,Sunday,False
17:30,160,100,65,0,100,70,0,60,6,Sunday,False
17:45,160,100,60,0,90,65,0,60,6,Sunday,False
18:00,160,105,60,0,80,65,0,50,6,Sunday,False
18:15,135,90,60,0,70,60,0,50,6,Sunday,False
18:30,125,85,45,0,65,50,0,50,6,Sunday,False
18:45,125,95,40,0,60,55,0,45,6,Sunday,False
19:00,100,85,35,0,50,55,0,45,6,Sunday,False
19:15,90,80,35,0,35,50,0,15,6,Sunday,False
19:30,90,70,25,0,40,35,0,15,6,Sunday,False
19:45,0,0,35,0,70,20,0,15,6,Sunday,False
20:00,0,0,50,0,0,55,0,50,6,Sunday,False
20:15,0,0,45,0,0,0,0,35,6,Sunday,False
20:30,0,0,35,0,0,0,0,20,6,Sunday,False
20:45,0,0,0,0,0,0,0,20,6,Sunday,False
09:00,90,80,5,0,5,5,0,5,0,Monday,False
09:15,150,140,55,0,5,5,0,15,0,Monday,False
09:30,180,120,65,0,25,15,0,30,0,Monday,False
09:45,155,130,65,0,60,40,0,30,0,Monday,False
10:00,160,140,75,0,110,55,0,50,0,Monday,False
10:15,145,130,75,0,110,60,0,35,0,Monday,False
10:30,130,115,80,0,110,70,0,45,0,Monday,False
10:45,110,110,80,0,95,65,0,45,0,Monday,False
11:00,110,110,80,0,80,65,0,30,0,Monday,False
11:15,115,95,80,0,80,65,0,30,0,Monday,False
11:30,115,90,85,0,70,65,0,45,0,Monday,False
11:45,115,90,85,0,70,60,0,35,0,Monday,False
12:00,110,95,85,0,70,55,0,35,0,Monday,False
12:15,125,105,75,0,65,50,0,50,0,Monday,False
12:30,135,115,70,0,70,50,0,50,0,Monday,False
12:45,135,115,60,0,75,60,0,35,0,Monday,False
13:00,125,115,60,0,80,60,0,45,0,Monday,False
13:15,120,100,75,0,80,60,0,45,0,Monday,False
13:30,105,110,70,0,80,55,0,35,0,Monday,False
13:45,110,105,75,0,80,60,0,35,0,Monday,False
14:00,115,105,75,0,75,65,0,35,0,Monday,False
14:15,115,105,75,0,75,65,0,40,0,Monday,False
14:30,120,105,80,0,80,60,0,40,0,Monday,False
14:45,120,100,80,0,80,60,0,40,0,Monday,False
15:00,115,100,65,0,75,70,0,55,0,Monday,False
15:15,110,95,70,0,75,70,0,40,0,Monday,False
15:30,115,105,70,0,80,70,0,35,0,Monday,False
15:45,120,120,70,0,85,70,0,30,0,Monday,False
16:00,120,120,70,0,80,70,0,35,0,Monday,False
16:15,115,110,70,0,75,65,0,50,0,Monday,False
16:30,115,115,70,0,75,65,0,40,0,Monday,False
16:45,115,100,70,0,80,60,0,40,0,Monday,False
17:00,115,75,70,0,80,55,0,40,0,Monday,False
17:15,115,80,65,0,80,50,0,55,0,Monday,False
17:30,120,90,75,0,70,55,0,55,0,Monday,False
17:45,120,90,80,0,60,55,0,35,0,Monday,False
18:00,110,90,80,0,60,45,0,45,0,Monday,False
18:15,100,85,70,0,60,45,0,40,0,Monday,False
18:30,90,85,50,0,45,45,0,20,0,Monday,False
18:45,90,75,50,0,35,35,0,25,0,Monday,False
19:00,80,70,50,0,30,25,0,20,0,Monday,False
19:15,75,60,35,0,30,15,0,20,0,Monday,False
19:30,70,55,40,0,30,30,0,20,0,Monday,False
19:45,70,50,40,0,20,30,0,15,0,Monday,False
20:00,0,0,50,0,35,30,0,20,0,Monday,False
20:15,0,0,50,0,50,40,0,15,0,Monday,False
20:30,0,0,0,0,30,30,0,15,0,Monday,False
20:45,0,0,0,0,0,0,0,15,0,Monday,False
09:00,80,90,5,0,5,5,0,15,1,Tuesday,False
09:15,130,90,65,0,5,5,0,15,1,Tuesday,False
09:30,140,90,75,0,30,15,0,20,1,Tuesday,False
09:45,120,95,70,0,0,50,0,20,1,Tuesday,False
10:00,110,85,60,0,0,70,0,20,1,Tuesday,False
10:15,115,90,60,0,0,70,0,20,1,Tuesday,False
10:30,115,90,65,0,0,70,0,35,1,Tuesday,False
10:45,100,95,70,0,0,60,0,30,1,Tuesday,False
11:00,100,75,75,0,0,50,0,30,1,Tuesday,False
11:15,100,75,70,0,0,45,0,30,1,Tuesday,False
11:30,95,75,65,0,0,45,0,30,1,Tuesday,False
11:45,95,75,65,0,15,45,0,15,1,Tuesday,False
12:00,105,75,55,0,45,40,0,15,1,Tuesday,False
12:15,105,75,55,0,75,30,0,30,1,Tuesday,False
12:30,115,75,60,0,90,45,0,35,1,Tuesday,False
12:45,105,75,65,0,100,50,0,30,1,Tuesday,False
13:00,105,75,70,0,100,50,0,35,1,Tuesday,False
13:15,100,75,60,0,100,55,0,30,1,Tuesday,False
13:30,100,65,55,0,115,55,0,20,1,Tuesday,False
13:45,100,65,55,0,115,50,0,30,1,Tuesday,False
14:00,95,65,55,0,115,45,0,25,1,Tuesday,False
14:15,95,65,55,0,115,45,0,30,1,Tuesday,False
14:30,95,85,60,0,140,45,0,35,1,Tuesday,False
14:45,105,85,65,0,140,55,0,35,1,Tuesday,False
15:00,115,85,60,0,120,65,0,35,1,Tuesday,False
15:15,110,80,60,0,100,60,0,40,1,Tuesday,False
15:30,105,75,60,0,95,55,0,30,1,Tuesday,False
15:45,105,70,55,0,95,55,0,30,1,Tuesday,False
16:00,95,70,55,0,100,55,0,30,1,Tuesday,False
16:15,90,70,55,0,95,60,0,30,1,Tuesday,False
16:30,90,65,55,0,90,50,0,15,1,Tuesday,False
16:45,90,65,50,0,90,50,0,20,1,Tuesday,False
17:00,100,70,50,0,90,35,0,20,1,Tuesday,False
17:15,100,75,60,0,70,40,0,20,1,Tuesday,False
17:30,100,70,65,0,60,45,0,20,1,Tuesday,False
17:45,105,70,65,0,50,45,0,30,1,Tuesday,False
18:00,95,60,65,0,55,45,0,15,1,Tuesday,False
18:15,90,55,65,0,60,35,0,20,1,Tuesday,False
18:30,75,50,55,0,60,30,0,15,1,Tuesday,False
18:45,65,50,50,0,60,40,0,20,1,Tuesday,False
19:00,65,40,35,0,50,25,0,20,1,Tuesday,False
19:15,70,35,30,0,30,25,0,15,1,Tuesday,False
19:30,60,30,30,0,20,15,0,20,1,Tuesday,False
19:45,50,35,35,0,10,5,0,20,1,Tuesday,False
20:00,60,55,50,0,35,20,0,20,1,Tuesday,False
20:15,55,55,45,0,45,40,0,20,1,Tuesday,False
20:30,0,0,40,0,0,30,0,15,1,Tuesday,False
20:45,0,0,0,0,0,10,0,20,1,Tuesday,False
09:00,110,60,30,0,5,5,0,15,2,Wednesday,False
09:15,110,80,70,0,5,5,0,20,2,Wednesday,False
09:30,140,110,70,0,45,10,0,20,2,Wednesday,False
