時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
09:00,50,20,5,20,5,5,0,5,3,Thursday,False
09:15,85,60,30,60,5,5,0,15,3,Thursday,False
09:30,95,70,50,70,30,10,0,15,3,Thursday,False
09:45,85,70,65,70,60,45,0,20,3,Thursday,False
10:00,85,80,60,70,60,55,5,20,3,Thursday,False
10:15,85,75,65,70,60,50,15,20,3,Thursday,False
10:30,65,70,60,65,55,40,15,20,3,Thursday,False
10:45,55,70,60,60,50,30,15,25,3,Thursday,False
11:00,65,60,50,60,45,45,15,25,3,Thursday,False
11:15,70,45,40,60,45,45,15,10,3,Thursday,False
11:30,60,35,25,45,50,40,15,20,3,Thursday,False
11:45,60,40,25,55,45,40,15,15,3,Thursday,False
12:00,70,50,30,60,45,35,15,10,3,Thursday,False
12:15,60,55,40,50,40,35,15,20,3,Thursday,False
12:30,60,45,45,50,35,40,15,10,3,Thursday,False
12:45,55,40,45,50,40,45,15,15,3,Thursday,False
13:00,50,40,45,50,40,45,15,20,3,Thursday,False
13:15,55,40,30,40,40,40,15,20,3,Thursday,False
13:30,55,50,25,45,40,30,15,15,3,Thursday,False
13:45,50,40,20,55,40,30,15,15,3,Thursday,False
14:00,60,40,25,60,50,40,15,20,3,Thursday,False
14:15,65,45,35,55,70,40,15,20,3,Thursday,False
14:30,65,40,45,50,60,40,15,20,3,Thursday,False
14:45,65,55,45,55,60,40,15,20,3,Thursday,False
15:00,60,70,45,55,55,40,15,20,3,Thursday,False
15:15,60,70,40,60,60,45,15,10,3,Thursday,False
15:30,60,60,40,60,55,45,15,15,3,Thursday,False
15:45,60,60,35,60,50,45,15,10,3,Thursday,False
16:00,65,55,45,50,50,45,15,10,3,Thursday,False
16:15,65,50,30,45,45,45,15,10,3,Thursday,False
16:30,55,55,30,45,45,35,15,10,3,Thursday,False
16:45,60,55,35,55,45,30,15,10,3,Thursday,False
17:00,60,50,30,55,30,45,15,10,3,Thursday,False
17:15,65,40,35,55,35,45,15,10,3,Thursday,False
17:30,70,45,45,45,35,40,15,20,3,Thursday,False
17:45,60,45,45,45,45,40,15,15,3,Thursday,False
18:00,55,55,45,45,45,35,15,10,3,Thursday,False
18:15,60,55,40,45,35,40,15,15,3,Thursday,False
18:30,55,50,30,40,30,40,15,15,3,Thursday,False
18:45,55,40,25,35,30,40,15,15,3,Thursday,False
19:00,55,45,25,40,30,30,15,15,3,Thursday,False
19:15,50,45,25,40,30,25,15,20,3,Thursday,False
19:30,50,40,25,35,30,30,15,20,3,Thursday,False
19:45,45,40,30,25,25,30,15,20,3,Thursday,False
20:00,35,30,25,25,15,35,15,15,3,Thursday,False
20:15,35,30,20,20,10,20,15,15,3,Thursday,False
20:30,0,50,30,35,15,5,0,15,3,Thursday,False
20:45,0,0,0,0,5,10,0,15,3,Thursday,False
09:00,60,45,5,20,5,5,0,5,4,Friday,False
09:15,100,75,25,55,5,5,0,20,4,Friday,False
09:30,95,80,55,0,30,10,0,15,4,Friday,False
09:45,95,80,75,0,60,60,0,25,4,Friday,False
10:00,90,65,75,0,75,65,15,30,4,Friday,False
10:15,80,65,65,0,75,65,15,35,4,Friday,False
10:30,70,60,50,0,65,60,15,30,4,Friday,False
10:45,65,55,50,0,55,55,15,20,4,Friday,False
11:00,60,45,40,0,50,50,15,20,4,Friday,False
11:15,60,40,40,0,45,45,15,20,4,Friday,False
11:30,60,35,35,5,40,40,15,20,4,Friday,False
11:45,65,50,40,25,40,40,15,15,4,Friday,False
12:00,55,50,40,50,40,40,15,15,4,Friday,False
12:15,50,40,40,55,35,45,15,15,4,Friday,False
12:30,50,35,35,60,30,45,15,15,4,Friday,False
12:45,40,30,25,60,35,40,15,10,4,Friday,False
13:00,40,35,25,65,35,35,15,15,4,Friday,False
13:15,50,40,40,65,35,40,15,15,4,Friday,False
13:30,55,40,40,45,35,30,15,10,4,Friday,False
13:45,50,45,25,45,40,25,15,10,4,Friday,False
14:00,60,55,25,45,45,25,15,15,4,Friday,False
14:15,65,55,25,50,40,25,15,15,4,Friday,False
14:30,65,45,40,55,35,40,15,15,4,Friday,False
14:45,60,50,45,55,30,40,15,15,4,Friday,False
15:00,55,55,35,55,40,35,15,15,4,Friday,False
15:15,60,55,30,60,40,40,15,20,4,Friday,False
15:30,55,60,25,60,45,30,15,15,4,Friday,False
15:45,50,55,35,55,45,30,15,20,4,Friday,False
16:00,50,55,30,65,45,25,15,20,4,Friday,False
16:15,55,50,30,60,40,35,15,20,4,Friday,False
16:30,60,45,25,55,35,35,15,20,4,Friday,False
16:45,60,50,30,50,35,35,15,20,4,Friday,False
17:00,60,45,30,45,35,35,15,20,4,Friday,False
17:15,65,50,30,40,35,35,15,20,4,Friday,False
17:30,65,50,35,45,40,35,15,10,4,Friday,False
17:45,65,50,20,45,45,35,15,15,4,Friday,False
18:00,65,50,30,45,45,30,15,15,4,Friday,False
18:15,60,50,30,55,30,30,15,15,4,Friday,False
18:30,45,50,30,50,30,30,15,20,4,Friday,False
18:45,40,45,25,45,30,30,15,10,4,Friday,False
19:00,55,40,25,55,20,25,15,10,4,Friday,False
19:15,55,40,30,45,20,25,15,15,4,Friday,False
19:30,55,40,30,30,15,25,15,10,4,Friday,False
19:45,50,35,25,30,15,25,15,15,4,Friday,False
20:00,40,30,25,30,5,15,15,15,4,Friday,False
20:15,35,30,25,20,5,5,15,20,4,Friday,False
20:30,30,25,15,15,5,5,0,15,4,Friday,False
20:45,0,20,15,15,5,5,0,25,4,Friday,False
09:00,65,40,5,5,5,5,0,5,5,Saturday,False
09:15,90,70,25,65,5,5,0,20,5,Saturday,False
09:30,85,70,60,55,25,10,0,15,5,Saturday,False
09:45,75,80,55,55,45,30,0,15,5,Saturday,False
10:00,80,75,40,40,50,45,15,15,5,Saturday,False
10:15,60,60,25,40,40,45,15,15,5,Saturday,False
10:30,50,45,20,50,25,40,15,20,5,Saturday,False
10:45,40,35,20,45,30,30,15,20,5,Saturday,False
11:00,45,30,20,35,30,30,15,15,5,Saturday,False
11:15,40,30,10,35,20,20,15,15,5,Saturday,False
11:30,40,30,10,30,15,15,15,20,5,Saturday,False
11:45,40,35,25,25,15,10,15,15,5,Saturday,False
12:00,35,35,20,25,15,25,15,20,5,Saturday,False
12:15,25,30,20,20,15,30,15,20,5,Saturday,False
12:30,30,30,20,20,25,25,15,20,5,Saturday,False
12:45,40,20,15,20,20,15,15,20,5,Saturday,False
13:00,35,30,15,20,20,15,15,20,5,Saturday,False
13:15,40,30,15,20,20,15,15,20,5,Saturday,False
13:30,35,30,20,15,15,15,15,20,5,Saturday,False
13:45,35,35,20,25,20,15,15,20,5,Saturday,False
14:00,40,35,20,30,25,15,15,20,5,Saturday,False
14:15,45,35,20,20,25,15,15,20,5,Saturday,False
14:30,45,45,25,20,10,15,15,15,5,Saturday,False
14:45,40,45,25,15,15,15,15,20,5,Saturday,False
15:00,35,45,20,15,25,20,15,20,5,Saturday,False
15:15,50,40,20,20,25,20,15,20,5,Saturday,False
15:30,55,40,35,30,10,5,15,20,5,Saturday,False
15:45,40,45,35,30,10,5,15,15,5,Saturday,False
16:00,40,45,30,30,25,20,15,15,5,Saturday,False
16:15,40,50,25,25,25,25,15,15,5,Saturday,False
16:30,50,45,30,25,25,15,15,15,5,Saturday,False
16:45,50,45,35,30,25,15,15,15,5,Saturday,False
17:00,55,35,35,25,20,20,15,15,5,Saturday,False
17:15,50,30,30,20,15,20,15,15,5,Saturday,False
17:30,40,40,15,20,10,15,15,15,5,Saturday,False
17:45,35,40,20,20,25,10,15,20,5,Saturday,False
18:00,35,45,30,20,25,10,15,20,5,Saturday,False
18:15,40,45,30,15,15,20,15,20,5,Saturday,False
18:30,40,35,25,15,10,15,15,15,5,Saturday,False
18:45,40,35,25,20,10,10,15,15,5,Saturday,False
19:00,40,40,20,20,5,5,15,15,5,Saturday,False
19:15,40,35,20,10,5,5,15,20,5,Saturday,False
19:30,40,35,25,10,5,5,15,20,5,Saturday,False
19:45,30,35,20,10,5,5,15,15,5,Saturday,False
20:00,25,30,20,10,5,5,15,15,5,Saturday,False
20:15,25,25,15,10,5,5,15,15,5,Saturday,False
20:30,20,25,20,5,5,5,0,15,5,Saturday,False
20:45,15,30,15,5,5,5,0,15,5,Saturday,False
09:00,60,40,5,5,5,5,0,5,6,Sunday,False
09:15,90,70,40,60,5,5,0,15,6,Sunday,False
