時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
09:00,0,0,0,0,0,0,0,0,1,Tuesday,False
09:15,140,110,50,55,10,10,0,15,1,Tuesday,False
09:30,140,120,70,70,30,40,0,20,1,Tuesday,False
09:45,140,110,65,65,70,45,0,35,1,Tuesday,False
10:00,130,110,60,0,80,50,0,35,1,Tuesday,False
10:15,115,115,50,0,85,60,20,30,1,Tuesday,False
10:30,115,110,55,0,80,60,20,35,1,Tuesday,False
10:45,115,110,110,0,70,50,25,35,1,Tuesday,False
11:00,100,100,140,10,60,50,30,40,1,Tuesday,False
11:15,100,0,140,55,60,45,30,40,1,Tuesday,False
11:30,100,0,120,90,45,45,30,35,1,Tuesday,False
11:45,100,0,110,90,40,45,35,35,1,Tuesday,False
12:00,100,0,50,90,40,40,35,35,1,Tuesday,False
12:15,95,0,50,90,50,45,25,40,1,Tuesday,False
12:30,0,0,40,90,55,45,25,40,1,Tuesday,False
12:45,0,30,40,80,55,40,30,40,1,Tuesday,False
13:00,0,80,70,80,55,45,30,15,1,Tuesday,False
13:15,45,0,0,90,60,55,35,20,1,Tuesday,False
13:30,0,0,0,100,55,0,0,20,1,Tuesday,False
13:45,0,0,0,0,45,0,0,0,1,Tuesday,False
14:00,70,0,30,100,50,10,25,0,1,Tuesday,False
14:15,120,0,65,100,55,5,30,15,1,Tuesday,False
14:30,130,0,70,100,55,60,30,30,1,Tuesday,False
14:45,130,60,70,80,45,60,40,35,1,Tuesday,False
15:00,110,100,60,80,45,55,35,40,1,Tuesday,False
15:15,110,115,90,80,45,55,35,40,1,Tuesday,False
15:30,95,100,55,110,50,45,35,40,1,Tuesday,False
15:45,95,100,50,110,50,50,45,40,1,Tuesday,False
16:00,95,80,50,80,50,50,30,15,1,Tuesday,False
16:15,90,80,50,65,50,45,15,20,1,Tuesday,False
16:30,80,90,60,55,45,50,20,20,1,Tuesday,False
16:45,80,90,60,60,40,55,20,40,1,Tuesday,False
17:00,80,90,50,65,30,50,20,20,1,Tuesday,False
17:15,85,90,50,70,30,40,20,20,1,Tuesday,False
17:30,100,95,45,60,35,40,15,20,1,Tuesday,False
17:45,100,90,50,55,50,40,20,20,1,Tuesday,False
18:00,100,90,50,55,45,40,20,20,1,Tuesday,False
18:15,0,0,0,0,0,0,0,0,1,Tuesday,False
18:30,90,70,55,50,40,50,25,20,1,Tuesday,False
18:45,90,85,45,50,35,45,15,15,1,Tuesday,False
19:00,90,85,45,50,35,45,15,15,1,Tuesday,False
19:15,90,80,45,45,30,35,15,15,1,Tuesday,False
19:30,90,80,45,40,35,20,20,20,1,Tuesday,False
19:45,85,80,40,35,20,30,25,15,1,Tuesday,False
20:00,80,70,30,35,15,20,25,15,1,Tuesday,False
20:15,70,60,30,20,10,5,25,20,1,Tuesday,False
20:30,45,35,30,20,5,10,15,20,1,Tuesday,False
20:45,0,0,0,25,10,15,0,20,1,Tuesday,False
09:00,0,0,0,0,0,0,0,0,2,Wednesday,False
09:15,140,120,55,65,5,5,0,15,2,Wednesday,False
09:30,140,120,65,80,30,10,0,15,2,Wednesday,False
09:45,150,130,65,80,50,50,0,30,2,Wednesday,False
10:00,120,110,60,70,70,55,0,35,2,Wednesday,False
10:15,100,100,60,65,70,50,15,35,2,Wednesday,False
10:30,100,100,55,70,60,45,20,35,2,Wednesday,False
10:45,100,90,65,80,55,45,25,35,2,Wednesday,False
11:00,85,80,65,80,60,45,25,45,2,Wednesday,False
11:15,85,70,65,85,60,40,25,35,2,Wednesday,False
11:30,90,60,70,70,55,35,30,35,2,Wednesday,False
11:45,100,70,50,60,45,40,35,20,2,Wednesday,False
12:00,100,75,45,60,40,40,20,25,2,Wednesday,False
12:15,80,70,50,60,40,40,25,50,2,Wednesday,False
12:30,80,80,45,65,45,40,30,40,2,Wednesday,False
12:45,80,85,55,70,45,40,30,40,2,Wednesday,False
13:00,90,70,60,70,45,30,30,20,2,Wednesday,False
13:15,90,65,60,65,50,30,25,20,2,Wednesday,False
13:30,90,65,60,60,50,35,20,20,2,Wednesday,False
13:45,90,65,60,70,45,40,25,20,2,Wednesday,False
14:00,75,100,60,70,45,45,35,35,2,Wednesday,False
14:15,105,100,60,60,45,45,30,35,2,Wednesday,False
14:30,105,80,55,60,45,45,30,15,2,Wednesday,False
14:45,105,80,55,70,40,45,15,20,2,Wednesday,False
15:00,110,75,50,65,40,45,25,35,2,Wednesday,False
15:15,90,75,55,65,55,50,20,40,2,Wednesday,False
15:30,80,85,60,75,50,55,30,40,2,Wednesday,False
15:45,70,85,60,80,50,45,35,35,2,Wednesday,False
16:00,95,80,50,65,60,45,15,35,2,Wednesday,False
16:15,100,80,45,55,55,35,35,35,2,Wednesday,False
16:30,100,85,40,55,45,30,25,20,2,Wednesday,False
16:45,95,75,40,45,45,40,25,20,2,Wednesday,False
17:00,85,75,45,50,40,40,15,20,2,Wednesday,False
17:15,100,80,50,50,25,40,15,30,2,Wednesday,False
17:30,100,80,60,55,45,40,25,20,2,Wednesday,False
17:45,100,75,60,55,50,35,20,20,2,Wednesday,False
18:00,0,65,55,50,35,40,25,20,2,Wednesday,False
18:15,0,65,55,50,35,40,25,35,2,Wednesday,False
18:30,70,85,55,55,50,35,25,50,2,Wednesday,False
18:45,80,85,50,45,50,45,25,15,2,Wednesday,False
19:00,90,75,40,45,40,40,15,20,2,Wednesday,False
19:15,90,65,30,45,35,40,20,20,2,Wednesday,False
19:30,90,55,35,40,30,25,20,20,2,Wednesday,False
19:45,90,45,40,35,30,20,20,15,2,Wednesday,False
20:00,70,35,30,35,15,15,20,15,2,Wednesday,False
20:15,60,35,30,25,5,15,20,15,2,Wednesday,False
20:30,0,35,25,20,5,5,20,15,2,Wednesday,False
20:45,0,0,0,0,5,5,0,20,2,Wednesday,False
09:00,130,110,50,45,10,5,0,5,3,Thursday,False
09:15,140,110,65,60,20,0,0,20,3,Thursday,False
09:30,140,120,65,90,50,0,0,20,3,Thursday,False
09:45,140,120,65,90,80,0,0,20,3,Thursday,False
10:00,120,110,70,90,90,0,5,20,3,Thursday,False
10:15,120,110,70,90,95,0,20,45,3,Thursday,False
10:30,80,110,65,90,95,0,20,45,3,Thursday,False
10:45,80,110,65,90,85,0,30,45,3,Thursday,False
11:00,100,100,65,90,80,0,35,45,3,Thursday,False
11:15,100,100,65,85,80,0,30,35,3,Thursday,False
11:30,100,100,65,75,75,0,35,35,3,Thursday,False
11:45,90,80,70,75,55,15,35,45,3,Thursday,False
12:00,85,70,60,85,30,35,40,35,3,Thursday,False
12:15,85,75,60,85,45,35,40,35,3,Thursday,False
12:30,100,80,55,80,70,40,30,35,3,Thursday,False
12:45,100,85,55,80,65,40,30,35,3,Thursday,False
13:00,85,90,65,80,65,40,35,40,3,Thursday,False
13:15,80,80,65,80,65,30,20,20,3,Thursday,False
13:30,80,80,65,65,65,40,20,30,3,Thursday,False
13:45,90,80,65,65,60,40,25,35,3,Thursday,False
14:00,100,80,65,65,60,50,25,35,3,Thursday,False
14:15,100,80,50,75,60,50,30,15,3,Thursday,False
14:30,95,70,55,75,60,50,30,20,3,Thursday,False
14:45,80,75,60,75,50,55,40,35,3,Thursday,False
15:00,80,100,60,75,55,55,35,35,3,Thursday,False
15:15,100,95,60,75,55,55,25,20,3,Thursday,False
15:30,110,80,55,55,60,65,35,40,3,Thursday,False
15:45,90,80,55,60,65,65,35,20,3,Thursday,False
16:00,80,75,40,70,60,70,30,35,3,Thursday,False
16:15,80,75,40,65,45,70,40,35,3,Thursday,False
16:30,80,80,60,60,45,70,25,20,3,Thursday,False
16:45,95,0,60,60,35,60,25,40,3,Thursday,False
17:00,105,0,65,50,45,60,25,35,3,Thursday,False
17:15,105,0,65,60,50,45,15,35,3,Thursday,False
17:30,120,0,60,70,55,45,25,35,3,Thursday,False
17:45,130,100,60,70,55,50,25,35,3,Thursday,False
18:00,150,100,50,70,55,55,20,15,3,Thursday,False
18:15,105,85,45,60,50,55,15,35,3,Thursday,False
18:30,105,85,50,55,45,50,20,35,3,Thursday,False
18:45,105,100,60,55,40,45,15,20,3,Thursday,False
19:00,100,90,55,45,50,50,20,20,3,Thursday,False
19:15,100,80,45,45,40,50,25,20,3,Thursday,False
19:30,80,70,40,35,35,35,20,20,3,Thursday,False
19:45,75,60,40,35,25,30,25,15,3,Thursday,False
20:00,65,50,40,35,20,20,25,15,3,Thursday,False
20:15,65,40,25,30,10,5,25,15,3,Thursday,False
20:30,0,0,20,25,5,10,25,15,3,Thursday,False
20:45,0,0,0,0,5,15,0,25,3,Thursday,False
09:00,120,130,45,40,5,5,0,15,4,Friday,False
09:15,140,130,60,55,5,5,0,20,4,Friday,False
09:30,150,130,70,55,45,20,0,20,4,Friday,False
09:45,150,130,70,55,60,40,0,35,4,Friday,False
10:00,140,120,70,80,70,60,5,20,4,Friday,False
10:15,120,110,60,85,65,60,25,25,4,Friday,False
10:30,100,100,90,80,50,55,25,45,4,Friday,False
10:45,90,90,90,75,40,45,25,50,4,Friday,False
11:00,90,75,100,75,45,40,30,30,4,Friday,False
11:15,90,70,100,70,50,40,30,30,4,Friday,False
11:30,100,70,90,70,50,40,30,30,4,Friday,False
11:45,100,85,60,70,50,40,40,35,4,Friday,False
12:00,90,90,50,65,45,40,35,35,4,Friday,False
12:15,90,90,40,65,50,40,25,35,4,Friday,False
12:30,90,105,45,65,50,45,25,35,4,Friday,False
12:45,90,105,50,60,40,35,30,30,4,Friday,False
13:00,90,100,60,60,40,35,30,35,4,Friday,False
13:15,90,110,60,60,45,35,35,30,4,Friday,False
13:30,90,100,60,65,45,35,35,30,4,Friday,False
