日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
median,5649.0,670.5,"[7, 6, 4, 3, 4, 3, 5, 4, 5, 3, 7, 3, 3, 3, 1]","[7, 6, 4, 3, 4, 3, 5, 4, 5, 3, 7, 3]","[0, 45, 90, 150, 210, 270, 345, 390, 450, 495, 555, 615]"
median,4676.0,578.0,"[3, 6, 3, 5, 2, 6, 3, 3, 6, 4, 3]","[3, 6, 3, 5, 2, 6, 3, 6, 4, 3]","[0, 60, 105, 180, 225, 300, 360, 420, 480, 525]"
median,4236.0,516.5,"[5, 7, 4, 7, 7, 2, 1, 5, 7, 7, 4]","[5, 7, 4, 7, 2, 1, 5, 7, 4]","[0, 30, 75, 135, 195, 270, 360, 420, 480]"
median,5253.0,613.5,"[4, 7, 4, 2, 4, 4, 3, 3, 4, 3, 4, 7, 4, 4]","[4, 7, 4, 2, 4, 3, 4, 3, 4, 7, 4]","[0, 30, 75, 150, 210, 270, 345, 405, 465, 510, 570]"
median,3309.0,443.5,"[6, 3, 3, 7, 2, 3, 3, 2, 2, 4]","[6, 3, 7, 2, 3, 2, 4]","[0, 45, 120, 180, 255, 330, 405]"
median,5224.0,620.0,"[4, 7, 2, 2, 2, 6, 4, 2, 4, 7, 4, 6, 6, 4]","[4, 7, 2, 6, 4, 2, 4, 7, 4, 6, 4]","[0, 30, 75, 165, 225, 270, 345, 405, 480, 525, 585]"
median,4733.0,633.0,"[4, 4, 1, 4, 2, 4, 4, 7, 3, 5, 2, 4]","[4, 1, 4, 2, 4, 7, 3, 5, 2, 4]","[0, 30, 165, 225, 300, 345, 420, 480, 525, 600]"
median,5663.0,662.5,"[7, 3, 4, 3, 4, 7, 5, 6, 7, 4, 4, 4, 5, 4]","[7, 3, 4, 3, 4, 7, 5, 6, 7, 4, 5, 4]","[0, 45, 135, 180, 255, 300, 375, 420, 480, 540, 600, 630]"
median,4759.0,601.0,"[4, 7, 2, 3, 4, 2, 7, 3, 3, 2, 4, 4]","[4, 7, 2, 3, 4, 2, 7, 3, 2, 4]","[0, 30, 75, 165, 225, 285, 360, 435, 495, 555]"
median,4210.0,498.5,"[5, 7, 5, 5, 3, 4, 7, 2, 5, 2]","[5, 7, 5, 3, 4, 7, 2, 5, 2]","[0, 30, 75, 135, 195, 255, 315, 390, 435]"
