,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720
ソアリン,534,0,0,3,0,0,114,0,0,79,0,0,51,0,0,89,0,0,127,0,0,168,0,0,120,0,0,151,0,0,155,0,0,148,0,0,145,0,0,158,0,0,158,0,0,185,0,0,207,0,0,171,0,0,154,0,0,175,0,0,164,0,0,170,0,0,146,0,0,169,0,0,153,0,0,161,0,0,163,0,0,226,0,0,235,0,0,126,0,0,132,0,0,123,0,0,107,0,0,116,0,0,141,0,0,126,0,0,131,0,0,97,0,0,120,0,0,108,0,0,76,0,0,92,0,0,121,0,0,302,0,0,768,0,0,0,0,0,0,0,0,0,0,0,0
トイストーリーマニア,503,0,0,4,0,0,207,0,0,80,0,0,129,0,0,126,0,0,152,0,0,112,0,0,146,0,0,145,0,0,156,0,0,163,0,0,165,0,0,192,0,0,179,0,0,147,0,0,159,0,0,174,0,0,176,0,0,160,0,0,189,0,0,142,0,0,137,0,0,130,0,0,186,0,0,135,0,0,132,0,0,145,0,0,116,0,0,122,0,0,102,0,0,129,0,0,119,0,0,141,0,0,233,0,0,170,0,0,131,0,0,211,0,0,156,0,0,123,0,0,141,0,0,112,0,0,40,0,0,74,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0
タワーオブテラー,1550,0,0,5,0,0,552,0,0,279,0,0,375,0,0,370,0,0,322,0,0,321,0,0,266,0,0,413,0,0,400,0,0,346,0,0,351,0,0,393,0,0,369,0,0,379,0,0,381,0,0,450,0,0,387,0,0,303,0,0,366,0,0,484,0,0,337,0,0,448,0,0,363,0,0,370,0,0,366,0,0,356,0,0,390,0,0,394,0,0,377,0,0,401,0,0,416,0,0,389,0,0,395,0,0,391,0,0,382,0,0,326,0,0,352,0,0,407,0,0,346,0,0,362,0,0,278,0,0,266,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0
センターオブジアース,1117,0,0,9,0,0,734,0,0,423,0,0,378,0,0,458,0,0,387,0,0,318,0,0,339,0,0,392,0,0,365,0,0,298,0,0,359,0,0,432,0,0,389,0,0,359,0,0,350,0,0,369,0,0,378,0,0,394,0,0,455,0,0,471,0,0,430,0,0,426,0,0,444,0,0,422,0,0,410,0,0,440,0,0,442,0,0,461,0,0,485,0,0,478,0,0,482,0,0,424,0,0,503,0,0,507,0,0,427,0,0,503,0,0,432,0,0,417,0,0,503,0,0,445,0,0,427,0,0,337,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0
インディージョーンズ,2746,0,0,7,0,0,1216,0,0,644,0,0,457,0,0,485,0,0,586,0,0,448,0,0,419,0,0,565,0,0,538,0,0,519,0,0,549,0,0,662,0,0,541,0,0,568,0,0,580,0,0,546,0,0,608,0,0,568,0,0,617,0,0,535,0,0,526,0,0,522,0,0,598,0,0,645,0,0,595,0,0,531,0,0,561,0,0,599,0,0,570,0,0,624,0,0,687,0,0,769,0,0,687,0,0,563,0,0,584,0,0,649,0,0,697,0,0,573,0,0,623,0,0,767,0,0,745,0,0,871,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0
レイジングスピリッツ,2131,0,0,4,0,0,1231,0,0,474,0,0,391,0,0,487,0,0,517,0,0,389,0,0,384,0,0,446,0,0,431,0,0,381,0,0,414,0,0,510,0,0,479,0,0,421,0,0,390,0,0,465,0,0,481,0,0,527,0,0,440,0,0,439,0,0,468,0,0,410,0,0,401,0,0,440,0,0,464,0,0,452,0,0,449,0,0,489,0,0,518,0,0,486,0,0,556,0,0,586,0,0,521,0,0,516,0,0,482,0,0,476,0,0,482,0,0,482,0,0,502,0,0,606,0,0,592,0,0,585,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0
マジックランプシアター,918,0,0,1,0,0,1691,0,0,630,0,0,479,0,0,342,0,0,360,0,0,279,0,0,332,0,0,377,0,0,341,0,0,360,0,0,244,0,0,278,0,0,282,0,0,340,0,0,322,0,0,291,0,0,307,0,0,282,0,0,313,0,0,357,0,0,348,0,0,277,0,0,259,0,0,285,0,0,215,0,0,305,0,0,284,0,0,292,0,0,286,0,0,290,0,0,203,0,0,288,0,0,305,0,0,298,0,0,290,0,0,247,0,0,221,0,0,275,0,0,243,0,0,183,0,0,65,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タートルトーク,927,0,0,1,0,0,1102,0,0,523,0,0,472,0,0,316,0,0,257,0,0,235,0,0,281,0,0,340,0,0,335,0,0,319,0,0,289,0,0,343,0,0,309,0,0,283,0,0,292,0,0,301,0,0,312,0,0,279,0,0,303,0,0,317,0,0,312,0,0,317,0,0,240,0,0,313,0,0,270,0,0,254,0,0,268,0,0,296,0,0,249,0,0,265,0,0,278,0,0,293,0,0,266,0,0,291,0,0,301,0,0,322,0,0,300,0,0,348,0,0,332,0,0,370,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
