,0,15,30,45,60,75,90,105,120,135,150,165,180,195,210,225,240,255,270,285,300,315,330,345,360,375,390,405,420,435,450,465,480,495,510,525,540,555,570,585,600,615,630,645,660,675,690,705
ソアリン,92.96610169491525,127.62711864406779,126.10169491525424,124.36440677966101,117.62711864406779,110.76271186440678,99.91525423728814,94.49152542372882,91.90677966101696,90.63559322033899,89.44915254237289,87.62711864406779,89.23728813559322,89.02542372881356,86.99152542372882,85.21186440677967,86.5677966101695,84.87288135593221,84.61864406779661,85.08474576271186,85.08474576271186,86.77966101694915,88.09322033898304,87.71186440677967,87.83898305084746,86.1864406779661,87.16101694915254,86.73728813559322,87.54237288135593,85.97457627118644,86.05932203389831,86.77966101694915,89.23728813559322,93.34745762711864,94.87288135593221,95.12711864406779,94.61864406779661,89.7457627118644,88.60169491525424,85.21186440677967,80.55084745762711,76.69491525423729,65.38135593220339,53.601694915254235,31.652542372881356,19.02542372881356,6.440677966101695,0.7203389830508474
トイストーリーマニア,72.7542372881356,101.10169491525424,102.33050847457628,101.5677966101695,96.14406779661017,89.91525423728814,82.79661016949153,77.96610169491525,75.12711864406779,70.55084745762711,68.47457627118644,67.20338983050847,66.65254237288136,71.05932203389831,71.65254237288136,69.44915254237289,73.09322033898304,70.16949152542372,69.19491525423729,69.7457627118644,69.15254237288136,73.09322033898304,75.2542372881356,73.6864406779661,72.79661016949153,72.33050847457628,71.5677966101695,70.9322033898305,70.84745762711864,71.61016949152543,72.45762711864407,69.7457627118644,70.2542372881356,72.33050847457628,71.77966101694915,74.02542372881356,74.23728813559322,70.72033898305085,68.17796610169492,65.59322033898304,63.389830508474574,61.652542372881356,56.69491525423729,51.610169491525426,34.66101694915254,23.64406779661017,13.305084745762711,0.3813559322033898
タワーオブテラー,46.86440677966102,74.0677966101695,74.61864406779661,73.94067796610169,72.45762711864407,70.16949152542372,66.90677966101696,65.67796610169492,63.898305084745765,61.99152542372882,60.38135593220339,59.279661016949156,57.54237288135593,56.186440677966104,55.29661016949152,55.29661016949152,56.94915254237288,55.889830508474574,57.45762711864407,58.13559322033898,56.016949152542374,56.440677966101696,57.71186440677966,56.86440677966102,57.3728813559322,58.644067796610166,57.58474576271186,56.94915254237288,55.76271186440678,54.83050847457627,56.86440677966102,56.483050847457626,56.69491525423729,56.186440677966104,56.144067796610166,57.79661016949152,59.32203389830509,57.16101694915254,56.90677966101695,55.21186440677966,53.940677966101696,52.07627118644068,50.21186440677966,43.644067796610166,34.23728813559322,21.440677966101696,13.516949152542374,0.847457627118644
センターオブジアース,31.483050847457626,49.8728813559322,53.983050847457626,55.29661016949152,55.04237288135593,55.42372881355932,53.813559322033896,52.88135593220339,52.28813559322034,51.52542372881356,50.42372881355932,50.720338983050844,51.101694915254235,52.5,52.11864406779661,51.355932203389834,51.779661016949156,50.21186440677966,49.23728813559322,48.559322033898304,47.92372881355932,48.09322033898305,48.644067796610166,48.771186440677965,48.728813559322035,48.983050847457626,49.83050847457627,48.940677966101696,47.54237288135593,45.42372881355932,44.70338983050848,43.601694915254235,43.47457627118644,46.186440677966104,47.3728813559322,46.398305084745765,45.720338983050844,43.220338983050844,42.96610169491525,42.07627118644068,39.44915254237288,37.5,34.53389830508475,32.88135593220339,28.43220338983051,23.347457627118644,18.940677966101696,7.330508474576271
インディージョーンズ,12.584745762711865,19.491525423728813,33.813559322033896,44.61864406779661,48.47457627118644,47.88135593220339,44.57627118644068,43.220338983050844,41.440677966101696,41.779661016949156,40.33898305084746,38.30508474576271,37.58474576271186,37.16101694915254,37.54237288135593,37.20338983050848,38.389830508474574,37.83898305084746,37.28813559322034,37.07627118644068,37.07627118644068,40.59322033898305,41.610169491525426,40.50847457627118,38.26271186440678,37.20338983050848,37.75423728813559,36.86440677966102,37.07627118644068,36.313559322033896,35.25423728813559,33.17796610169491,30.466101694915253,28.940677966101696,31.39830508474576,34.40677966101695,35.16949152542373,33.47457627118644,30.423728813559322,28.64406779661017,26.822033898305083,23.771186440677965,20.847457627118644,18.347457627118644,14.788135593220339,10.889830508474576,8.135593220338983,5.466101694915254
レイジングスピリッツ,5.169491525423729,9.61864406779661,22.88135593220339,33.47457627118644,38.432203389830505,38.347457627118644,36.228813559322035,34.32203389830509,33.601694915254235,33.432203389830505,32.79661016949152,32.79661016949152,31.52542372881356,31.016949152542374,32.03389830508475,32.07627118644068,33.09322033898305,31.228813559322035,30.805084745762713,31.10169491525424,31.822033898305083,33.17796610169491,34.19491525423729,33.686440677966104,33.983050847457626,33.47457627118644,32.3728813559322,32.28813559322034,30.93220338983051,30.593220338983052,29.661016949152543,28.47457627118644,27.66949152542373,27.203389830508474,27.71186440677966,29.02542372881356,29.83050847457627,28.940677966101696,29.491525423728813,29.02542372881356,26.779661016949152,23.940677966101696,20.635593220338983,18.050847457627118,15.296610169491526,13.559322033898304,9.279661016949152,5.127118644067797
マジックランプシアター,0.0,0.0,0.0,0.0,9.110169491525424,19.152542372881356,22.5,22.5,24.06779661016949,24.23728813559322,20.76271186440678,22.627118644067796,25.16949152542373,23.771186440677965,24.449152542372882,22.415254237288135,21.864406779661017,24.152542372881356,23.516949152542374,24.364406779661017,25.296610169491526,23.008474576271187,23.516949152542374,25.423728813559322,25.93220338983051,26.652542372881356,27.966101694915253,23.516949152542374,23.093220338983052,25.296610169491526,23.135593220338983,24.576271186440678,26.906779661016948,20.93220338983051,21.56779661016949,23.26271186440678,20.550847457627118,22.838983050847457,23.516949152542374,20.21186440677966,20.847457627118644,18.85593220338983,19.364406779661017,17.11864406779661,9.491525423728813,8.559322033898304,8.983050847457626,0.0
タートルトーク,3.1779661016949152,9.279661016949152,10.0,12.203389830508474,19.364406779661017,23.516949152542374,26.56779661016949,25.635593220338983,25.466101694915253,24.06779661016949,22.966101694915253,21.39830508474576,21.56779661016949,23.008474576271187,23.050847457627118,22.076271186440678,23.771186440677965,23.516949152542374,23.983050847457626,24.491525423728813,23.983050847457626,24.449152542372882,26.440677966101696,26.1864406779661,29.02542372881356,27.796610169491526,27.75423728813559,26.73728813559322,24.95762711864407,24.279661016949152,27.5,25.466101694915253,25.16949152542373,25.550847457627118,24.364406779661017,23.60169491525424,22.372881355932204,24.279661016949152,24.194915254237287,20.720338983050848,18.983050847457626,17.66949152542373,18.6864406779661,17.584745762711865,17.33050847457627,16.949152542372882,16.779661016949152,16.73728813559322
