,0,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150,155,160,165,170,175,180,185,190,195,200,205,210,215,220,225,230,235,240,245,250,255,260,265,270,275,280,285,290,295,300,305,310,315,320,325,330,335,340,345,350,355,360,365,370,375,380,385,390,395,400,405,410,415,420,425,430,435,440,445,450,455,460,465,470,475,480,485,490,495,500,505,510,515,520,525,530,535,540,545,550,555,560,565,570,575,580,585,590,595,600,605,610,615,620,625,630,635,640,645,650,655,660,665,670,675,680,685,690,695,700,705,710,715,720
ソアリン,616,0,0,3,0,0,169,0,0,117,0,0,75,0,0,117,0,0,175,0,0,194,0,0,173,0,0,205,0,0,192,0,0,196,0,0,193,0,0,193,0,0,208,0,0,237,0,0,246,0,0,213,0,0,199,0,0,218,0,0,196,0,0,223,0,0,196,0,0,210,0,0,183,0,0,203,0,0,200,0,0,264,0,0,267,0,0,165,0,0,155,0,0,158,0,0,141,0,0,140,0,0,172,0,0,155,0,0,150,0,0,110,0,0,133,0,0,120,0,0,87,0,0,95,0,0,123,0,0,302,0,0,770,0,0,0,0,0,0,0,0,0,0,0,0
トイストーリーマニア,606,0,0,4,0,0,265,0,0,118,0,0,151,0,0,168,0,0,192,0,0,141,0,0,182,0,0,181,0,0,198,0,0,199,0,0,204,0,0,239,0,0,223,0,0,190,0,0,198,0,0,208,0,0,217,0,0,193,0,0,232,0,0,181,0,0,171,0,0,175,0,0,216,0,0,176,0,0,179,0,0,168,0,0,152,0,0,155,0,0,138,0,0,161,0,0,147,0,0,168,0,0,258,0,0,192,0,0,154,0,0,224,0,0,175,0,0,135,0,0,154,0,0,117,0,0,42,0,0,74,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0
タワーオブテラー,1688,0,0,5,0,0,626,0,0,341,0,0,398,0,0,425,0,0,384,0,0,352,0,0,303,0,0,488,0,0,447,0,0,398,0,0,391,0,0,451,0,0,411,0,0,429,0,0,441,0,0,506,0,0,438,0,0,358,0,0,419,0,0,557,0,0,399,0,0,501,0,0,420,0,0,412,0,0,434,0,0,401,0,0,461,0,0,453,0,0,416,0,0,455,0,0,462,0,0,428,0,0,439,0,0,432,0,0,408,0,0,355,0,0,386,0,0,441,0,0,378,0,0,380,0,0,281,0,0,267,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0
センターオブジアース,1365,0,0,9,0,0,824,0,0,540,0,0,419,0,0,553,0,0,475,0,0,374,0,0,406,0,0,494,0,0,443,0,0,389,0,0,467,0,0,527,0,0,478,0,0,446,0,0,442,0,0,464,0,0,461,0,0,490,0,0,553,0,0,575,0,0,533,0,0,538,0,0,532,0,0,493,0,0,518,0,0,524,0,0,539,0,0,561,0,0,575,0,0,577,0,0,570,0,0,507,0,0,568,0,0,591,0,0,488,0,0,555,0,0,497,0,0,476,0,0,538,0,0,475,0,0,457,0,0,354,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0
インディジョーンズ,3195,0,0,7,0,0,1354,0,0,824,0,0,514,0,0,611,0,0,704,0,0,524,0,0,508,0,0,688,0,0,635,0,0,619,0,0,680,0,0,800,0,0,673,0,0,657,0,0,707,0,0,656,0,0,731,0,0,683,0,0,750,0,0,633,0,0,609,0,0,636,0,0,716,0,0,787,0,0,702,0,0,649,0,0,677,0,0,737,0,0,690,0,0,734,0,0,795,0,0,875,0,0,778,0,0,680,0,0,692,0,0,729,0,0,759,0,0,628,0,0,680,0,0,804,0,0,798,0,0,939,0,0,699,0,0,0,0,0,0,0,0,0,0,0,0
レイジングスピリッツ,2484,0,0,4,0,0,1325,0,0,610,0,0,417,0,0,575,0,0,594,0,0,429,0,0,441,0,0,518,0,0,494,0,0,455,0,0,497,0,0,604,0,0,563,0,0,505,0,0,473,0,0,558,0,0,557,0,0,626,0,0,520,0,0,528,0,0,545,0,0,500,0,0,481,0,0,522,0,0,562,0,0,552,0,0,541,0,0,589,0,0,599,0,0,557,0,0,639,0,0,680,0,0,585,0,0,574,0,0,538,0,0,537,0,0,540,0,0,522,0,0,556,0,0,647,0,0,618,0,0,638,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0
マジックランプシアター,1157,0,0,1,0,0,1856,0,0,738,0,0,507,0,0,413,0,0,419,0,0,324,0,0,384,0,0,427,0,0,390,0,0,402,0,0,283,0,0,332,0,0,332,0,0,398,0,0,382,0,0,344,0,0,348,0,0,347,0,0,365,0,0,417,0,0,410,0,0,327,0,0,308,0,0,326,0,0,259,0,0,357,0,0,329,0,0,342,0,0,321,0,0,336,0,0,241,0,0,333,0,0,347,0,0,341,0,0,317,0,0,273,0,0,235,0,0,303,0,0,265,0,0,200,0,0,71,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
タートルトーク,1222,0,0,1,0,0,1310,0,0,678,0,0,526,0,0,408,0,0,306,0,0,305,0,0,351,0,0,412,0,0,397,0,0,382,0,0,359,0,0,415,0,0,369,0,0,353,0,0,366,0,0,365,0,0,379,0,0,363,0,0,372,0,0,387,0,0,372,0,0,367,0,0,282,0,0,375,0,0,315,0,0,305,0,0,328,0,0,346,0,0,304,0,0,304,0,0,338,0,0,333,0,0,302,0,0,321,0,0,337,0,0,348,0,0,325,0,0,373,0,0,350,0,0,385,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
