日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-19,4684,710,"[2, 7, 2, 2, 0, 1, 1, 6, 1, 5, 1, 0, 5, 1, 5, 4, 0, 6, 0]","[2, 7, 2, 0, 1, 6, 1, 5, 1, 0]","[0, 30, 105, 165, 270, 345, 405, 495, 555, 630]"
2023-08-19,4205,694,"[1, 1, 6, 0, 1, 0, 6, 6, 2, 2, 0, 0, 5, 1, 1]","[1, 6, 0, 1, 0, 6, 2, 0, 5]","[0, 150, 210, 300, 390, 480, 525, 585, 675]"
2023-08-19,5626,725,"[7, 1, 6, 4, 1, 5, 4, 0, 2, 3, 5, 1, 3, 2, 2, 4, 2, 7]","[7, 1, 6, 4, 1, 5, 4, 0, 2, 3, 5, 3]","[0, 60, 180, 240, 285, 375, 435, 495, 600, 660, 690, 705]"
2023-08-19,4710,645,"[0, 3, 6, 3, 4, 3, 4, 4, 3, 2, 5]","[0, 3, 6, 3, 4, 3, 4, 3, 2, 5]","[0, 150, 210, 285, 330, 390, 450, 525, 570, 615]"
2023-08-19,4640,717,"[6, 1, 5, 7, 3, 1, 5, 2, 6, 0, 6, 1, 7, 0, 6, 0, 7]","[6, 1, 5, 7, 3, 1, 5, 2, 6, 6]","[0, 45, 165, 255, 345, 405, 495, 555, 615, 675]"
2023-08-19,5143,647,"[6, 5, 6, 2, 3, 5, 4, 0, 2, 1, 7]","[6, 5, 6, 2, 3, 5, 4, 0, 2, 1, 7]","[0, 45, 105, 165, 210, 285, 315, 375, 465, 510, 600]"
2023-08-19,4705,536,"[4, 6, 2, 4, 6, 5, 2, 3, 3, 2, 4]","[4, 6, 2, 4, 6, 5, 2, 3, 2, 4]","[0, 30, 75, 135, 195, 255, 315, 360, 420, 480]"
2023-08-19,4751,703,"[7, 2, 4, 0, 0, 4, 4, 2, 0, 6, 0, 7]","[7, 2, 4, 0, 4, 2, 0, 6, 0, 7]","[0, 60, 135, 180, 300, 345, 390, 480, 540, 645]"
2023-08-19,5144,723,"[4, 3, 1, 1, 4, 7, 5, 1, 1, 7, 5, 6, 1, 6]","[4, 3, 1, 4, 7, 5, 1, 7, 5, 6, 6]","[0, 30, 105, 225, 270, 345, 390, 480, 555, 615, 675]"
2023-08-19,5128,725,"[5, 2, 5, 5, 1, 0, 7, 5, 0, 7, 1, 6, 4, 0, 1, 6, 1]","[5, 2, 5, 1, 0, 7, 5, 0, 7, 1, 6]","[0, 30, 105, 150, 240, 315, 390, 450, 555, 615, 675]"
