日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-02,6,3278.0,645,"[0, 0, 3, 6, 0, 0, 5, 1, 1, 0]","[0, 3, 6, 0, 5, 1, 0]","[0, 150, 225, 285, 405, 435, 540]"
2022-07-02,3,4192.0,716,"[2, 1, 5, 0, 3, 1, 6, 0, 0, 1, 5, 4, 4, 3, 4, 0, 7, 1]","[2, 1, 5, 0, 3, 1, 6, 0, 5]","[0, 120, 225, 270, 375, 435, 540, 585, 705]"
2022-07-02,7,4203.0,556,"[6, 6, 6, 2, 2, 6, 3, 5, 6, 4, 1, 7]","[6, 2, 6, 3, 5, 6, 4, 1, 7]","[0, 45, 150, 210, 270, 300, 375, 420, 510]"
2022-07-02,3,4231.0,693,"[4, 1, 3, 2, 2, 6, 7, 1, 6, 0, 1]","[4, 1, 3, 2, 6, 7, 1, 6, 0]","[0, 30, 180, 240, 300, 360, 435, 540, 600]"
2022-07-02,3,2835.0,489,"[1, 2, 2, 3, 3, 0, 0, 0, 2, 0]","[1, 2, 3, 0, 2, 0]","[0, 30, 150, 210, 330, 405]"
2022-07-02,2,4238.0,607,"[4, 2, 4, 6, 6, 6, 6, 2, 0, 7, 5, 1]","[4, 2, 4, 6, 2, 0, 7, 5, 1]","[0, 30, 150, 195, 255, 315, 420, 480, 525]"
2022-07-02,2,3294.0,512,"[4, 5, 5, 0, 1, 0, 0, 0, 1, 4]","[4, 5, 0, 1, 0, 1, 4]","[0, 30, 60, 210, 300, 405, 495]"
2022-07-02,6,3764.0,488,"[5, 4, 3, 3, 1, 1, 3, 2, 7, 3]","[5, 4, 3, 1, 3, 2, 7, 3]","[0, 30, 60, 135, 255, 315, 375, 450]"
2022-07-02,3,5171.0,709,"[4, 1, 4, 6, 4, 1, 6, 1, 6, 2, 4, 6, 7, 5, 2, 4, 2]","[4, 1, 4, 6, 4, 1, 6, 1, 6, 2, 4]","[0, 30, 180, 225, 300, 345, 435, 495, 570, 630, 690]"
2022-07-02,3,4696.0,684,"[0, 3, 1, 0, 3, 6, 6, 3, 7, 3, 3, 5]","[0, 3, 1, 0, 3, 6, 3, 7, 3, 5]","[0, 150, 225, 300, 420, 465, 525, 570, 630, 675]"
