日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-07-03,5,4213.0,475,"[2, 1, 3, 4, 5, 5, 4, 4, 4, 6, 6, 7, 5]","[2, 1, 3, 4, 5, 4, 6, 7, 5]","[0, 30, 120, 180, 225, 285, 315, 375, 435]"
2023-07-03,9,5189.0,592,"[2, 0, 3, 4, 4, 4, 2, 4, 7, 5, 4, 5, 2]","[2, 0, 3, 4, 2, 4, 7, 5, 4, 5, 2]","[0, 30, 135, 210, 255, 315, 360, 420, 465, 510, 540]"
2023-07-03,4,4685.0,553,"[0, 1, 6, 6, 1, 6, 2, 4, 3, 5, 4]","[0, 1, 6, 1, 6, 2, 4, 3, 5, 4]","[0, 30, 120, 180, 255, 300, 360, 405, 480, 525]"
2023-07-03,6,5145.0,661,"[5, 5, 6, 2, 1, 0, 2, 5, 0, 4, 1, 3, 1, 1]","[5, 6, 2, 1, 0, 2, 5, 0, 4, 1, 3]","[0, 30, 60, 120, 195, 300, 360, 405, 495, 540, 615]"
2023-07-03,2,4236.0,499,"[4, 4, 5, 2, 1, 7, 0, 7, 6, 6, 2]","[4, 5, 2, 1, 7, 0, 7, 6, 2]","[0, 30, 45, 120, 195, 255, 330, 390, 465]"
2023-07-03,4,5168.0,679,"[6, 2, 2, 3, 2, 0, 5, 6, 3, 0, 3, 4, 1]","[6, 2, 3, 2, 0, 5, 6, 3, 0, 3, 4]","[0, 45, 105, 180, 225, 330, 375, 435, 510, 600, 660]"
2023-07-03,4,5127.0,610,"[2, 7, 5, 3, 2, 0, 6, 5, 2, 5, 5, 1, 1]","[2, 7, 5, 3, 2, 0, 6, 5, 2, 5, 1]","[0, 30, 90, 120, 195, 255, 345, 405, 450, 495, 540]"
2023-07-03,7,4668.0,558,"[6, 5, 6, 6, 1, 2, 6, 7, 1, 3, 4]","[6, 5, 6, 1, 2, 6, 7, 1, 3, 4]","[0, 45, 75, 135, 210, 270, 330, 390, 465, 525]"
2023-07-03,7,5184.0,712,"[4, 0, 0, 5, 2, 3, 7, 2, 0, 7, 1, 6, 5, 1, 5, 1, 6, 6, 6]","[4, 0, 5, 2, 3, 7, 2, 0, 7, 1, 6]","[0, 30, 135, 180, 240, 300, 360, 420, 510, 585, 660]"
2023-07-03,4,5601.0,717,"[5, 3, 2, 2, 3, 5, 6, 0, 7, 1, 0, 3, 5]","[5, 3, 2, 3, 5, 6, 0, 7, 1, 0, 3, 5]","[0, 30, 90, 150, 210, 270, 315, 450, 510, 585, 675, 705]"
