日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-08-07,9,4724.0,710,"[0, 1, 1, 7, 1, 3, 0, 6, 7, 4, 2, 4, 0, 7, 3, 5, 1, 4, 0]","[0, 1, 7, 1, 3, 0, 6, 7, 4, 2]","[0, 150, 240, 315, 390, 465, 555, 600, 660, 705]"
2022-08-07,3,4197.0,620,"[1, 5, 3, 7, 6, 1, 5, 4, 3, 3]","[1, 5, 3, 7, 6, 1, 5, 4, 3]","[0, 150, 195, 270, 345, 390, 480, 525, 570]"
2022-08-07,2,3774.0,491,"[6, 2, 4, 4, 4, 3, 4, 7, 5, 7]","[6, 2, 4, 3, 4, 7, 5, 7]","[0, 45, 150, 195, 270, 315, 375, 420]"
2022-08-07,4,3718.0,479,"[5, 2, 3, 6, 5, 5, 5, 7, 7, 5, 7]","[5, 2, 3, 6, 5, 7, 5, 7]","[0, 30, 135, 195, 255, 300, 375, 405]"
2022-08-07,2,3763.0,587,"[3, 4, 4, 1, 4, 4, 1, 2, 5, 0]","[3, 4, 1, 4, 1, 2, 5, 0]","[0, 75, 135, 210, 270, 360, 435, 495]"
2022-08-07,4,3741.0,715,"[1, 0, 0, 1, 4, 5, 1, 1, 1, 2, 1]","[1, 0, 1, 4, 5, 1, 2, 1]","[0, 150, 255, 360, 405, 450, 540, 630]"
2022-08-07,3,4210.0,672,"[0, 1, 1, 1, 3, 5, 4, 5, 0, 3, 1]","[0, 1, 3, 5, 4, 5, 0, 3, 1]","[0, 150, 240, 300, 360, 390, 450, 540, 585]"
2022-08-07,4,4164.0,594,"[6, 6, 1, 6, 5, 4, 5, 1, 0, 5]","[6, 1, 6, 5, 4, 5, 1, 0, 5]","[0, 45, 165, 225, 270, 315, 375, 465, 555]"
2022-08-07,8,4641.0,639,"[5, 3, 5, 3, 5, 2, 6, 2, 2, 6, 2]","[5, 3, 5, 3, 5, 2, 6, 2, 6, 2]","[0, 30, 90, 150, 210, 255, 345, 405, 480, 555]"
2022-08-07,8,3706.0,520,"[6, 5, 6, 6, 5, 7, 6, 1, 1, 0]","[6, 5, 6, 5, 7, 6, 1, 0]","[0, 45, 105, 165, 210, 270, 330, 420]"
