日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-27,7,5189.0,706,"[0, 6, 1, 4, 2, 4, 6, 1, 7, 3, 7, 2, 7]","[0, 6, 1, 4, 2, 4, 6, 1, 7, 3, 7]","[0, 120, 180, 240, 285, 360, 405, 465, 540, 600, 660]"
2022-07-27,8,4650.0,588,"[3, 3, 1, 3, 3, 6, 5, 3, 1, 5, 7, 6]","[3, 1, 3, 6, 5, 3, 1, 5, 7, 6]","[0, 60, 180, 240, 300, 330, 375, 450, 480, 540]"
2022-07-27,10,4240.0,546,"[4, 3, 3, 3, 4, 5, 7, 0, 6, 6, 1, 0]","[4, 3, 4, 5, 7, 0, 6, 1, 0]","[0, 45, 105, 150, 195, 255, 345, 405, 480]"
2022-07-27,3,5125.0,727,"[0, 2, 3, 1, 5, 6, 6, 0, 6, 5, 3, 1, 0, 4, 1, 5, 0, 6, 6]","[0, 2, 3, 1, 5, 6, 0, 6, 5, 3, 1]","[0, 120, 180, 240, 315, 345, 420, 510, 570, 615, 660]"
2022-07-27,2,4706.0,607,"[2, 0, 0, 5, 6, 2, 7, 4, 3, 1, 0, 0]","[2, 0, 5, 6, 2, 7, 4, 3, 1, 0]","[0, 30, 150, 180, 255, 330, 390, 435, 465, 540]"
2022-07-27,4,4709.0,609,"[4, 0, 0, 4, 6, 5, 5, 7, 6, 2, 0, 0, 3]","[4, 0, 4, 6, 5, 7, 6, 2, 0, 3]","[0, 45, 165, 195, 255, 300, 360, 420, 495, 570]"
2022-07-27,7,5181.0,578,"[4, 7, 5, 1, 6, 2, 6, 6, 2, 4, 7, 4, 4]","[4, 7, 5, 1, 6, 2, 6, 2, 4, 7, 4]","[0, 45, 90, 120, 195, 255, 330, 390, 465, 480, 555]"
2022-07-27,5,4685.0,538,"[4, 7, 6, 5, 3, 7, 5, 2, 6, 7]","[4, 7, 6, 5, 3, 7, 5, 2, 6, 7]","[0, 45, 90, 150, 195, 255, 315, 345, 420, 480]"
2022-07-27,6,4259.0,568,"[7, 2, 3, 3, 0, 7, 3, 2, 0, 6]","[7, 2, 3, 0, 7, 3, 2, 0, 6]","[0, 45, 135, 180, 255, 330, 360, 435, 510]"
2022-07-27,4,5154.0,503,"[2, 5, 2, 2, 6, 3, 6, 2, 1, 3, 3, 4, 3]","[2, 5, 2, 6, 3, 6, 2, 1, 3, 4, 3]","[0, 30, 60, 150, 195, 255, 315, 375, 450, 465, 495]"
