日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-11,9,3286.0,375,"[5, 5, 5, 0, 4, 3, 0, 5, 7, 7, 7]","[5, 0, 4, 3, 0, 5, 7]","[0, 30, 120, 165, 225, 285, 315]"
2022-07-11,6,3755.0,462,"[6, 3, 0, 7, 1, 2, 7, 7, 5, 5]","[6, 3, 0, 7, 1, 2, 7, 5]","[0, 45, 105, 180, 240, 300, 360, 435]"
2022-07-11,2,4697.0,565,"[3, 5, 1, 6, 7, 0, 3, 7, 1, 7]","[3, 5, 1, 6, 7, 0, 3, 7, 1, 7]","[0, 30, 60, 135, 195, 255, 330, 375, 435, 510]"
2022-07-11,9,3282.0,428,"[0, 2, 3, 3, 6, 6, 3, 5, 0, 0]","[0, 2, 3, 6, 3, 5, 0]","[0, 105, 165, 225, 285, 330, 375]"
2022-07-11,3,3757.0,525,"[2, 0, 1, 3, 3, 3, 2, 2, 6, 6, 0, 6]","[2, 0, 1, 3, 2, 6, 0, 6]","[0, 90, 180, 240, 285, 345, 405, 465]"
2022-07-11,4,4726.0,627,"[2, 3, 4, 4, 4, 7, 0, 5, 0, 1, 0, 7]","[2, 3, 4, 7, 0, 5, 0, 1, 0, 7]","[0, 90, 150, 195, 255, 330, 360, 435, 510, 570]"
2022-07-11,3,5638.0,704,"[0, 1, 7, 7, 2, 6, 0, 2, 4, 7, 1, 6, 5]","[0, 1, 7, 2, 6, 0, 2, 4, 7, 1, 6, 5]","[0, 105, 165, 225, 285, 345, 420, 465, 495, 555, 630, 690]"
2022-07-11,3,3781.0,431,"[4, 3, 0, 3, 4, 2, 5, 5, 5, 0]","[4, 3, 0, 3, 4, 2, 5, 0]","[0, 45, 90, 180, 225, 270, 330, 375]"
2022-07-11,7,5625.0,668,"[1, 7, 6, 2, 0, 0, 1, 2, 7, 1, 6, 7, 5]","[1, 7, 6, 2, 0, 1, 2, 7, 1, 6, 7, 5]","[0, 30, 75, 135, 210, 270, 330, 390, 465, 525, 600, 660]"
2022-07-11,5,4717.0,565,"[0, 2, 6, 6, 6, 0, 4, 7, 5, 0, 2, 3]","[0, 2, 6, 0, 4, 7, 5, 0, 2, 3]","[0, 105, 165, 225, 285, 330, 390, 420, 480, 540]"
