日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-19,6064,729,"[6, 7, 5, 2, 7, 5, 1, 2, 4, 5, 6, 7, 6, 6, 1, 6, 6]","[6, 7, 5, 2, 7, 5, 1, 2, 4, 5, 6, 7, 6]","[0, 45, 105, 150, 195, 285, 315, 405, 465, 540, 585, 645, 705]"
2023-08-19,5620,720,"[6, 5, 7, 0, 3, 3, 3, 7, 3, 6, 3, 6, 1, 3, 3, 4, 3, 3, 6]","[6, 5, 7, 0, 3, 7, 3, 6, 3, 6, 1, 3]","[0, 45, 105, 180, 300, 345, 405, 480, 525, 570, 630, 705]"
2023-08-19,4228,711,"[1, 1, 7, 3, 1, 6, 1, 2, 0, 0, 2, 5, 0, 0, 0, 6]","[1, 7, 3, 1, 6, 1, 2, 0, 2]","[0, 150, 240, 300, 390, 450, 540, 585, 690]"
2023-08-19,4716,708,"[5, 7, 1, 4, 4, 0, 1, 2, 0, 7, 2, 0, 4, 0, 0, 5, 6, 5, 3, 3]","[5, 7, 1, 4, 0, 1, 2, 0, 7, 2]","[0, 30, 105, 225, 270, 375, 465, 510, 615, 690]"
2023-08-19,5247,723,"[0, 7, 2, 4, 4, 2, 4, 7, 2, 4, 0, 4, 7, 0, 2, 6, 0, 2, 1, 7]","[0, 7, 2, 4, 2, 4, 7, 2, 4, 0, 4]","[0, 150, 225, 300, 330, 390, 450, 525, 570, 630, 705]"
2023-08-19,1428,261,"[0, 3, 4]","[0, 3, 4]","[0, 150, 210]"
2023-08-19,5638,741,"[5, 1, 1, 0, 3, 4, 1, 3, 2, 3, 7, 3, 6, 1, 7, 0]","[5, 1, 0, 3, 4, 1, 3, 2, 3, 7, 3, 6]","[0, 30, 150, 270, 330, 375, 465, 525, 570, 630, 690, 705]"
2023-08-19,4703,696,"[0, 6, 1, 7, 6, 3, 1, 4, 3, 2]","[0, 6, 1, 7, 6, 3, 1, 4, 3, 2]","[0, 150, 210, 300, 375, 435, 495, 570, 630, 675]"
2023-08-19,6080,721,"[7, 6, 6, 2, 1, 5, 1, 6, 4, 3, 3, 3, 4, 5, 6, 4, 0, 5]","[7, 6, 2, 1, 5, 1, 6, 4, 3, 4, 5, 6, 4]","[0, 60, 105, 165, 255, 300, 390, 450, 510, 555, 600, 645, 705]"
2023-08-19,5585,714,"[5, 1, 5, 4, 4, 5, 3, 0, 3, 6, 5, 7, 7, 2, 6]","[5, 1, 5, 4, 5, 3, 0, 3, 6, 5, 7, 2]","[0, 30, 150, 225, 270, 315, 360, 465, 525, 570, 630, 690]"
