日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-29,6,3792.0,718,"[2, 3, 1, 1, 3, 7, 0, 4, 0, 2, 1, 0, 0, 7]","[2, 3, 1, 3, 7, 0, 4, 0]","[0, 75, 165, 255, 330, 420, 525, 600]"
2023-08-29,4,3769.0,609,"[4, 4, 7, 2, 4, 5, 1, 0, 1, 1]","[4, 7, 2, 4, 5, 1, 0, 1]","[0, 30, 90, 180, 255, 315, 405, 525]"
2023-08-29,10,4199.0,717,"[1, 6, 1, 0, 5, 3, 3, 5, 0, 4, 1, 0]","[1, 6, 1, 0, 5, 3, 5, 0, 4]","[0, 135, 195, 285, 390, 450, 525, 585, 705]"
2023-08-29,2,4210.0,737,"[5, 1, 2, 5, 0, 1, 0, 2, 0, 1, 7]","[5, 1, 2, 5, 0, 1, 0, 2, 7]","[0, 30, 165, 240, 300, 405, 495, 615, 690]"
2023-08-29,5,4220.0,708,"[1, 1, 1, 6, 2, 0, 6, 4, 4, 1, 7, 7, 6, 3, 1]","[1, 6, 2, 0, 6, 4, 1, 7, 6]","[0, 135, 195, 270, 375, 435, 510, 600, 660]"
2023-08-29,2,4269.0,718,"[2, 0, 3, 4, 2, 4, 4, 1, 1, 3, 7, 5, 4, 1]","[2, 0, 3, 4, 2, 4, 1, 3, 7]","[0, 75, 225, 300, 375, 435, 510, 600, 660]"
2023-08-29,5,3268.0,596,"[1, 1, 2, 5, 0, 3, 3, 3, 7, 5]","[1, 2, 5, 0, 3, 7, 5]","[0, 135, 210, 270, 375, 465, 540]"
2023-08-29,7,3760.0,718,"[0, 1, 0, 6, 2, 6, 0, 3, 2, 1, 6, 5, 3, 1, 2, 3, 7, 6, 3]","[0, 1, 0, 6, 2, 6, 0, 3]","[0, 150, 240, 345, 405, 480, 540, 675]"
2023-08-29,2,4222.0,722,"[6, 4, 3, 1, 2, 1, 1, 5, 7, 0, 5, 3, 0, 2, 5]","[6, 4, 3, 1, 2, 1, 5, 7, 0]","[0, 45, 135, 210, 300, 375, 480, 540, 615]"
2023-08-29,2,4672.0,727,"[6, 5, 1, 3, 7, 6, 1, 3, 2, 0, 2, 7]","[6, 5, 1, 3, 7, 6, 1, 3, 2, 2]","[0, 45, 120, 225, 300, 375, 435, 525, 600, 675]"
