日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-01,2,4658.0,534,"[6, 6, 1, 5, 3, 0, 3, 3, 1, 1, 7, 1, 1, 1, 5]","[6, 1, 5, 3, 0, 3, 1, 7, 1, 5]","[0, 45, 135, 165, 210, 270, 315, 390, 450, 525]"
2022-07-01,6,4236.0,571,"[1, 6, 0, 7, 3, 3, 1, 6, 7, 4]","[1, 6, 0, 7, 3, 1, 6, 7, 4]","[0, 90, 165, 240, 300, 345, 420, 480, 540]"
2022-07-01,2,5658.0,745,"[4, 3, 0, 1, 6, 2, 3, 0, 1, 4, 2, 1, 5, 1, 0, 5, 1, 7, 5, 4]","[4, 3, 0, 1, 6, 2, 3, 0, 1, 4, 2, 1]","[0, 30, 90, 195, 255, 330, 390, 420, 495, 570, 600, 660]"
2022-07-01,4,4199.0,406,"[6, 3, 5, 2, 2, 2, 2, 0, 6, 6, 3, 5, 4]","[6, 3, 5, 2, 0, 6, 3, 5, 4]","[0, 45, 105, 150, 195, 255, 315, 360, 390]"
2022-07-01,8,4719.0,466,"[4, 6, 6, 5, 7, 4, 3, 4, 7, 7, 2, 2, 1]","[4, 6, 5, 7, 4, 3, 4, 7, 2, 1]","[0, 30, 75, 105, 165, 195, 240, 285, 345, 405]"
2022-07-01,8,4664.0,532,"[5, 0, 0, 7, 6, 0, 0, 3, 5, 2, 5, 3]","[5, 0, 7, 6, 0, 3, 5, 2, 5, 3]","[0, 30, 165, 225, 270, 360, 390, 420, 480, 510]"
2022-07-01,4,4218.0,509,"[3, 1, 5, 7, 0, 5, 7, 1, 1, 4]","[3, 1, 5, 7, 0, 5, 7, 1, 4]","[0, 45, 135, 165, 240, 315, 360, 420, 495]"
2022-07-01,2,4229.0,461,"[7, 6, 0, 5, 5, 0, 6, 2, 4, 3]","[7, 6, 0, 5, 0, 6, 2, 4, 3]","[0, 45, 90, 195, 225, 285, 345, 405, 435]"
2022-07-01,6,5633.0,661,"[7, 6, 1, 3, 0, 6, 5, 7, 2, 0, 0, 6, 4]","[7, 6, 1, 3, 0, 6, 5, 7, 2, 0, 6, 4]","[0, 45, 90, 165, 210, 270, 345, 390, 450, 495, 585, 645]"
2022-07-01,2,5120.0,533,"[4, 5, 1, 5, 3, 0, 5, 1, 0, 5, 5, 7]","[4, 5, 1, 5, 3, 0, 5, 1, 0, 5, 7]","[0, 30, 60, 150, 180, 225, 285, 315, 390, 465, 480]"
