日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-15,7,5128.0,746,"[5, 1, 6, 5, 6, 7, 1, 4, 2, 2, 1, 0, 6, 2, 0, 3, 1]","[5, 1, 6, 5, 6, 7, 1, 4, 2, 1, 0]","[0, 45, 150, 210, 255, 315, 390, 465, 510, 585, 660]"
2022-07-15,3,4705.0,664,"[3, 2, 3, 3, 0, 0, 3, 1, 6, 6, 2, 6, 4]","[3, 2, 3, 0, 3, 1, 6, 2, 6, 4]","[0, 60, 135, 210, 300, 360, 450, 510, 570, 645]"
2022-07-15,3,5148.0,714,"[6, 1, 4, 4, 4, 1, 7, 7, 1, 5, 3, 1, 4, 1, 5, 4, 7, 0]","[6, 1, 4, 1, 7, 1, 5, 3, 1, 4, 1]","[0, 45, 150, 210, 285, 345, 435, 450, 510, 585, 630]"
2022-07-15,6,5116.0,714,"[7, 1, 6, 2, 5, 3, 1, 6, 3, 5, 1, 2, 2, 2, 7, 6, 0, 5, 7, 6]","[7, 1, 6, 2, 5, 3, 1, 6, 3, 5, 1]","[0, 45, 165, 225, 300, 330, 390, 480, 555, 600, 630]"
2022-07-15,7,4239.0,729,"[1, 7, 2, 6, 0, 3, 1, 2, 0, 7, 2, 1, 1, 4, 3, 3, 6, 2, 1]","[1, 7, 2, 6, 0, 3, 1, 2, 0]","[0, 120, 195, 255, 330, 435, 480, 570, 645]"
2022-07-15,3,3782.0,502,"[2, 0, 1, 1, 7, 6, 0, 4, 2, 2]","[2, 0, 1, 7, 6, 0, 4, 2]","[0, 30, 150, 225, 285, 345, 450, 480]"
2022-07-15,2,3781.0,663,"[2, 1, 0, 3, 3, 4, 6, 6, 7, 0]","[2, 1, 0, 3, 4, 6, 7, 0]","[0, 30, 135, 315, 375, 405, 495, 570]"
2022-07-15,10,5114.0,692,"[1, 3, 6, 0, 2, 2, 5, 2, 1, 2, 5, 1, 5]","[1, 3, 6, 0, 2, 5, 2, 1, 2, 5, 5]","[0, 120, 180, 240, 330, 405, 435, 495, 585, 660, 675]"
2022-07-15,7,4696.0,720,"[0, 3, 5, 5, 0, 0, 7, 6, 4, 5, 5, 2, 0, 7, 4, 0, 7, 5, 6, 4]","[0, 3, 5, 0, 7, 6, 4, 5, 2, 0]","[0, 120, 195, 240, 330, 405, 480, 525, 540, 615]"
2022-07-15,7,4226.0,743,"[1, 7, 1, 2, 1, 1, 7, 1, 6, 0, 4, 1]","[1, 7, 1, 2, 1, 7, 1, 6, 0]","[0, 120, 195, 270, 345, 435, 510, 600, 660]"
