日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-01,866,644,"[0, 1, 4, 1, 3, 5, 0, 5, 3, 3, 1, 1, 3, 1, 0]","[0, 1, 4, 1, 3, 5, 0, 5, 3, 3, 1, 1, 3, 1, 0]","[0, 120, 180, 195, 255, 285, 315, 375, 390, 420, 450, 525, 540, 555, 570]"
2022-07-01,890,649,"[5, 4, 4, 3, 3, 0, 0, 0, 3, 0, 0, 1, 0, 1, 6]","[5, 4, 4, 3, 3, 0, 0, 0, 3, 0, 0, 1, 0, 1, 6]","[0, 30, 45, 75, 120, 165, 240, 315, 375, 405, 465, 525, 540, 600, 630]"
2022-07-01,896,650,"[1, 0, 4, 3, 0, 0, 0, 0, 5, 3, 3, 1, 3, 1, 5]","[1, 0, 4, 3, 0, 0, 0, 0, 5, 3, 3, 1, 3, 1, 5]","[0, 90, 180, 195, 240, 315, 375, 450, 510, 525, 555, 570, 585, 615, 645]"
2022-07-01,888,655,"[0, 0, 0, 7, 0, 0, 3, 3, 4, 1, 1, 0, 5, 3, 5]","[0, 0, 0, 7, 0, 0, 3, 3, 4, 1, 1, 0, 5, 3, 5]","[0, 120, 195, 240, 300, 360, 435, 465, 495, 510, 525, 540, 615, 630, 645]"
2022-07-01,947,609,"[2, 3, 0, 3, 0, 4, 0, 0, 5, 0, 3, 1, 1, 1, 1]","[2, 3, 0, 3, 0, 4, 0, 0, 5, 0, 3, 1, 1, 1, 1]","[0, 75, 120, 195, 225, 285, 315, 375, 450, 465, 525, 555, 570, 585, 600]"
2022-07-01,833,600,"[6, 1, 1, 4, 0, 3, 0, 1, 5, 4, 0, 1, 3, 1, 4]","[6, 1, 1, 4, 0, 3, 0, 1, 5, 4, 0, 1, 3, 1, 4]","[0, 45, 120, 180, 195, 255, 285, 345, 420, 435, 450, 510, 540, 555, 570]"
2022-07-01,926,619,"[3, 5, 4, 1, 1, 0, 2, 0, 1, 1, 1, 1, 1, 1, 3]","[3, 5, 4, 1, 1, 0, 2, 0, 1, 1, 1, 1, 1, 1, 3]","[0, 45, 60, 105, 165, 225, 285, 345, 420, 480, 540, 555, 570, 585, 600]"
2022-07-01,832,637,"[3, 2, 2, 1, 3, 0, 7, 4, 0, 3, 3, 5, 0, 1, 1]","[3, 2, 2, 1, 3, 0, 7, 4, 0, 3, 3, 5, 0, 1, 1]","[0, 45, 120, 180, 240, 270, 345, 405, 420, 480, 495, 525, 540, 600, 615]"
2022-07-01,844,653,"[4, 3, 5, 2, 4, 0, 3, 0, 0, 2, 2, 1, 3, 3, 0]","[4, 3, 5, 2, 4, 0, 3, 0, 0, 2, 2, 1, 3, 3, 0]","[0, 30, 90, 120, 165, 195, 255, 285, 345, 420, 465, 525, 540, 555, 585]"
2022-07-01,920,653,"[2, 2, 1, 4, 1, 0, 1, 4, 4, 0, 3, 1, 1, 1, 0]","[2, 2, 1, 4, 1, 0, 1, 4, 4, 0, 3, 1, 1, 1, 0]","[0, 75, 120, 180, 195, 270, 345, 405, 435, 450, 510, 540, 555, 570, 585]"
2022-07-01,905,656,"[5, 1, 1, 4, 3, 0, 0, 1, 3, 0, 3, 1, 5, 1, 0]","[5, 1, 1, 4, 3, 0, 0, 1, 3, 0, 3, 1, 5, 1, 0]","[0, 30, 105, 165, 195, 225, 285, 345, 420, 450, 510, 540, 555, 570, 585]"
2022-07-01,917,633,"[1, 0, 5, 3, 1, 2, 0, 0, 4, 3, 1, 1, 1, 1, 3]","[1, 0, 5, 3, 1, 2, 0, 0, 4, 3, 1, 1, 1, 1, 3]","[0, 90, 180, 210, 240, 315, 360, 435, 510, 525, 555, 570, 585, 600, 615]"
2022-07-01,850,653,"[7, 2, 4, 0, 6, 0, 3, 0, 0, 5, 0, 1, 1, 3, 3]","[7, 2, 4, 0, 6, 0, 3, 0, 0, 5, 0, 1, 1, 3, 3]","[0, 45, 120, 150, 225, 285, 345, 375, 450, 510, 525, 585, 600, 630, 645]"
2022-07-01,877,654,"[4, 0, 0, 2, 4, 4, 0, 1, 3, 3, 0, 1, 1, 3, 3]","[4, 0, 0, 2, 4, 4, 0, 1, 3, 3, 0, 1, 1, 3, 3]","[0, 30, 150, 225, 285, 315, 345, 420, 480, 495, 525, 585, 600, 615, 645]"
2022-07-01,856,612,"[3, 6, 6, 2, 0, 1, 0, 0, 0, 4, 1, 5, 1, 1, 3]","[3, 6, 6, 2, 0, 1, 0, 0, 0, 4, 1, 5, 1, 1, 3]","[0, 45, 75, 120, 180, 255, 315, 375, 435, 510, 525, 540, 555, 585, 600]"
2022-07-01,894,644,"[5, 3, 4, 0, 5, 3, 2, 0, 0, 4, 0, 1, 1, 1, 0]","[5, 3, 4, 0, 5, 3, 2, 0, 0, 4, 0, 1, 1, 1, 0]","[0, 30, 75, 120, 195, 225, 255, 315, 360, 435, 465, 525, 540, 555, 570]"
