日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-04,2,3755.0,677,"[7, 7, 3, 3, 7, 1, 2, 0, 6, 5]","[7, 3, 7, 1, 2, 0, 6, 5]","[0, 60, 165, 240, 360, 450, 555, 615]"
2023-08-04,6,4214.0,716,"[2, 3, 4, 4, 6, 3, 6, 7, 5, 1]","[2, 3, 4, 6, 3, 6, 7, 5, 1]","[0, 75, 165, 240, 315, 390, 465, 555, 615]"
2023-08-04,7,4238.0,714,"[0, 4, 0, 2, 0, 5, 2, 4, 1, 5, 0, 3, 2]","[0, 4, 0, 2, 0, 5, 2, 4, 5]","[0, 150, 210, 330, 405, 525, 585, 660, 690]"
2023-08-04,2,4217.0,719,"[0, 2, 1, 6, 1, 2, 3, 5, 4, 7, 0, 2, 2, 3, 4, 3, 1]","[0, 2, 1, 6, 1, 2, 3, 5, 4]","[0, 150, 255, 390, 465, 570, 645, 675, 705]"
2023-08-04,5,3301.0,725,"[1, 4, 0, 1, 1, 6, 0, 7, 2, 3, 6, 0, 7, 5, 7, 2]","[1, 4, 0, 1, 6, 0, 7]","[0, 165, 225, 330, 435, 510, 660]"
2023-08-04,2,4210.0,713,"[6, 1, 7, 5, 4, 6, 1, 0, 3, 7, 1, 5, 6, 7, 1]","[6, 1, 7, 5, 4, 6, 1, 0, 3]","[0, 45, 195, 270, 330, 405, 480, 585, 705]"
2023-08-04,3,3284.0,712,"[6, 0, 5, 1, 0, 7, 7, 0, 6, 7, 3, 3, 1, 7]","[6, 0, 5, 1, 0, 7, 0]","[0, 45, 210, 270, 405, 525, 600]"
2023-08-04,6,3768.0,710,"[4, 1, 0, 3, 1, 6, 2, 0, 5, 3, 5, 0, 4, 1, 5, 5, 1, 6]","[4, 1, 0, 3, 1, 6, 2, 0]","[0, 30, 180, 285, 375, 480, 540, 600]"
2023-08-04,3,4174.0,731,"[1, 2, 3, 5, 1, 2, 6, 5, 6, 5, 1, 2, 5, 6, 7]","[1, 2, 3, 5, 1, 2, 6, 5, 6]","[0, 165, 240, 315, 375, 480, 555, 630, 675]"
2023-08-04,2,3756.0,699,"[0, 5, 7, 7, 6, 4, 4, 6, 3, 0]","[0, 5, 7, 6, 4, 6, 3, 0]","[0, 150, 210, 285, 345, 435, 510, 585]"
