日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-21,3,4706.0,578,"[2, 5, 1, 1, 6, 3, 4, 3, 4, 7, 2, 2]","[2, 5, 1, 6, 3, 4, 3, 4, 7, 2]","[0, 30, 75, 180, 240, 315, 360, 420, 465, 525]"
2022-07-21,3,4723.0,707,"[1, 6, 7, 1, 7, 4, 1, 4, 2, 7, 2, 4, 5, 4, 1, 0, 1, 0, 2]","[1, 6, 7, 1, 7, 4, 1, 4, 2, 7]","[0, 135, 195, 270, 360, 435, 465, 555, 585, 645]"
2022-07-21,8,3754.0,517,"[4, 4, 2, 4, 1, 1, 5, 7, 6, 1]","[4, 2, 4, 1, 5, 7, 6, 1]","[0, 45, 150, 210, 285, 330, 390, 450]"
2022-07-21,3,5153.0,716,"[0, 5, 4, 1, 1, 5, 7, 0, 6, 4, 6, 3, 2, 6, 6, 2, 4, 1]","[0, 5, 4, 1, 5, 7, 0, 6, 4, 6, 3]","[0, 135, 180, 240, 330, 360, 435, 525, 585, 600, 675]"
2022-07-21,9,3749.0,553,"[2, 0, 0, 1, 0, 5, 2, 2, 6, 2]","[2, 0, 1, 0, 5, 2, 6, 2]","[0, 30, 165, 240, 330, 375, 435, 510]"
2022-07-21,2,5185.0,716,"[1, 4, 0, 3, 1, 0, 6, 0, 4, 2, 6]","[1, 4, 0, 3, 1, 0, 6, 0, 4, 2, 6]","[0, 135, 180, 270, 330, 420, 495, 555, 630, 675, 690]"
2022-07-21,7,5174.0,730,"[1, 7, 1, 0, 3, 7, 6, 1, 2, 4, 0, 6, 6, 4, 3, 2, 3, 3, 7, 4]","[1, 7, 1, 0, 3, 7, 6, 1, 2, 4, 6]","[0, 135, 195, 270, 345, 405, 465, 525, 615, 675, 705]"
2022-07-21,8,4187.0,499,"[2, 1, 3, 3, 5, 6, 2, 5, 7, 6]","[2, 1, 3, 5, 6, 2, 5, 7, 6]","[0, 30, 150, 165, 210, 285, 345, 390, 450]"
2022-07-21,4,3741.0,526,"[3, 0, 4, 0, 0, 3, 3, 5, 6, 5]","[3, 0, 4, 0, 3, 5, 6, 5]","[0, 75, 195, 255, 330, 390, 435, 495]"
2022-07-21,4,4252.0,657,"[7, 7, 1, 0, 6, 4, 7, 0, 1, 2]","[7, 1, 0, 6, 4, 7, 0, 1, 2]","[0, 45, 165, 240, 300, 360, 435, 525, 600]"
