日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-07-24,636,660,"[0, 7, 1, 0, 4, 0, 4, 0, 2, 2, 4]","[0, 7, 1, 0, 4, 0, 4, 0, 2, 2, 4]","[0, 30, 90, 195, 300, 360, 450, 510, 525, 570, 630]"
2023-07-24,621,642,"[0, 2, 3, 0, 1, 0, 2, 3, 2, 3]","[0, 2, 3, 0, 1, 0, 2, 3, 2, 3]","[0, 30, 90, 165, 270, 360, 465, 510, 540, 585]"
2023-07-24,606,613,"[0, 2, 2, 0, 5, 0, 5, 2, 2, 3, 4]","[0, 2, 2, 0, 5, 0, 5, 2, 2, 3, 4]","[0, 30, 90, 150, 255, 300, 405, 450, 510, 525, 585]"
2023-07-24,640,655,"[0, 3, 2, 0, 1, 4, 0, 0, 1, 4]","[0, 3, 2, 0, 1, 4, 0, 0, 1, 4]","[0, 30, 90, 150, 255, 345, 405, 510, 525, 630]"
2023-07-24,646,648,"[0, 2, 3, 1, 1, 0, 3, 0, 2, 5, 5]","[0, 2, 3, 1, 1, 0, 3, 0, 2, 5, 5]","[0, 30, 90, 165, 255, 330, 435, 510, 525, 585, 630]"
2023-07-24,602,660,"[3, 4, 2, 0, 6, 2, 2, 2, 0, 0, 4]","[3, 4, 2, 0, 6, 2, 2, 2, 0, 0, 4]","[0, 30, 75, 120, 255, 315, 375, 450, 510, 525, 630]"
2023-07-24,618,645,"[2, 2, 5, 3, 2, 1, 4, 0, 0, 2, 2]","[2, 2, 5, 3, 2, 1, 4, 0, 0, 2, 2]","[0, 30, 90, 135, 210, 270, 345, 405, 510, 540, 585]"
2023-07-24,619,657,"[0, 4, 4, 0, 2, 0, 4, 5, 1, 4, 2, 5]","[0, 4, 4, 0, 2, 0, 4, 5, 1, 4, 2, 5]","[0, 30, 75, 120, 255, 315, 420, 465, 510, 525, 585, 645]"
2023-07-24,594,655,"[1, 7, 0, 2, 0, 3, 3, 1, 2, 4, 4]","[1, 7, 0, 2, 0, 3, 3, 1, 2, 4, 4]","[0, 30, 90, 225, 285, 375, 450, 510, 540, 585, 630]"
2023-07-24,603,657,"[0, 1, 0, 5, 5, 4, 0, 2, 2, 2, 5]","[0, 1, 0, 5, 5, 4, 0, 2, 2, 2, 5]","[0, 30, 150, 255, 300, 345, 405, 510, 525, 570, 630]"
