日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-19,609,656,"[2, 2, 2, 1, 0, 5, 2, 2, 0, 1]","[2, 2, 2, 1, 0, 5, 2, 2, 0, 1]","[0, 30, 105, 165, 240, 330, 375, 435, 480, 585]"
2023-08-19,607,656,"[2, 2, 0, 4, 2, 0, 0, 2, 1, 4]","[2, 2, 0, 4, 2, 0, 0, 2, 1, 4]","[0, 30, 105, 195, 255, 300, 405, 495, 555, 630]"
2023-08-19,589,652,"[2, 4, 2, 1, 2, 2, 5, 0, 2, 3, 2]","[2, 4, 2, 1, 2, 2, 5, 0, 2, 3, 2]","[0, 30, 75, 150, 240, 300, 360, 405, 495, 555, 600]"
2023-08-19,580,659,"[4, 0, 2, 0, 3, 1, 2, 2, 2, 3]","[4, 0, 2, 0, 3, 1, 2, 2, 2, 3]","[0, 30, 180, 240, 315, 375, 465, 510, 570, 615]"
2023-08-19,617,660,"[2, 3, 2, 1, 1, 2, 2, 3, 1, 2, 3]","[2, 3, 2, 1, 1, 2, 2, 3, 1, 2, 3]","[0, 30, 105, 165, 255, 330, 375, 420, 495, 570, 630]"
2023-08-19,613,659,"[2, 2, 0, 1, 5, 2, 0, 3, 2, 2, 5]","[2, 2, 0, 1, 5, 2, 0, 3, 2, 2, 5]","[0, 30, 105, 195, 285, 330, 375, 480, 540, 585, 630]"
2023-08-19,605,657,"[2, 5, 2, 2, 3, 3, 4, 2, 2, 2, 2, 1]","[2, 5, 2, 2, 3, 3, 4, 2, 2, 2, 2, 1]","[0, 30, 60, 135, 180, 255, 315, 375, 420, 480, 540, 585]"
2023-08-19,609,657,"[2, 2, 2, 1, 0, 3, 0, 0, 3, 4]","[2, 2, 2, 1, 0, 3, 0, 0, 3, 4]","[0, 30, 105, 165, 240, 330, 390, 480, 585, 630]"
2023-08-19,629,656,"[2, 3, 5, 1, 1, 2, 2, 2, 2, 2, 2, 4]","[2, 3, 5, 1, 1, 2, 2, 2, 2, 2, 2, 4]","[0, 30, 105, 150, 240, 315, 360, 405, 480, 525, 585, 630]"
2023-08-19,618,655,"[4, 2, 0, 3, 1, 2, 0, 2, 2, 2, 5]","[4, 2, 0, 3, 1, 2, 0, 2, 2, 2, 5]","[0, 30, 105, 195, 270, 330, 390, 480, 540, 585, 630]"
