日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-01,951,658,"[1, 2, 4, 2, 0, 1, 1, 0, 1, 4, 1, 1, 1, 1, 2]","[1, 2, 4, 2, 0, 1, 1, 0, 1, 4, 1, 1, 1, 1, 2]","[0, 90, 150, 180, 240, 315, 390, 450, 510, 525, 555, 570, 585, 600, 615]"
2022-07-02,688,656,"[1, 3, 2, 1, 0, 5, 3, 3, 2, 5, 4, 4, 4, 4, 4]","[1, 3, 2, 1, 0, 5, 3, 3, 2, 5, 4, 4, 4, 4, 4]","[0, 30, 90, 180, 255, 360, 390, 450, 480, 540, 570, 585, 615, 630, 645]"
2022-07-03,731,659,"[2, 6, 4, 2, 1, 4, 5, 1, 1, 2, 4, 0, 0, 3]","[2, 6, 4, 2, 1, 4, 5, 1, 1, 2, 4, 0, 0, 3]","[0, 30, 60, 105, 180, 240, 270, 300, 360, 435, 480, 510, 570, 645]"
2022-07-04,1040,659,"[0, 1, 2, 3, 3, 1, 2, 0, 0, 3, 0, 1, 0, 0, 0]","[0, 1, 2, 3, 3, 1, 2, 0, 0, 3, 0, 1, 0, 0, 0]","[0, 75, 120, 180, 210, 225, 270, 315, 360, 405, 435, 480, 525, 585, 615]"
2022-07-05,787,652,"[3, 5, 3, 1, 0, 3, 1, 0, 0, 4, 1, 4, 4, 4, 4]","[3, 5, 3, 1, 0, 3, 1, 0, 0, 4, 1, 4, 4, 4, 4]","[0, 30, 60, 105, 165, 225, 285, 330, 405, 480, 510, 585, 600, 630, 645]"
2022-07-06,1007,650,"[0, 2, 0, 0, 2, 0, 1, 3, 2, 3, 0, 2, 1, 0, 2]","[0, 2, 0, 0, 2, 0, 1, 3, 2, 3, 0, 2, 1, 0, 2]","[0, 75, 135, 180, 225, 285, 330, 390, 405, 450, 465, 510, 555, 585, 630]"
2022-07-07,982,651,"[0, 1, 0, 4, 3, 0, 2, 1, 0, 4, 0, 3, 0, 3, 0]","[0, 1, 0, 4, 3, 0, 2, 1, 0, 4, 0, 3, 0, 3, 0]","[0, 90, 150, 195, 210, 240, 300, 345, 390, 450, 465, 510, 540, 585, 615]"
2022-07-08,762,654,"[0, 1, 4, 0, 0, 2, 1, 2, 3, 0, 2, 3]","[0, 1, 4, 0, 0, 2, 1, 2, 3, 0, 2, 3]","[0, 105, 165, 180, 255, 315, 375, 420, 480, 510, 570, 630]"
2022-07-09,560,658,"[4, 0, 0, 3, 1, 5, 3, 4, 0, 2]","[4, 0, 0, 3, 1, 5, 3, 4, 0, 2]","[0, 30, 180, 330, 345, 450, 510, 585, 645, 660]"
2022-07-10,523,659,"[1, 3, 1, 1, 0, 3, 3, 5, 1]","[1, 3, 1, 1, 0, 3, 3, 5, 1]","[0, 165, 225, 315, 405, 510, 555, 615, 645]"
2022-07-11,891,658,"[1, 4, 1, 0, 0, 1, 0, 4, 1, 4, 3, 4, 0, 1, 4]","[1, 4, 1, 0, 0, 1, 0, 4, 1, 4, 3, 4, 0, 1, 4]","[0, 30, 60, 120, 195, 270, 330, 390, 405, 465, 480, 510, 525, 585, 645]"
2022-07-12,857,655,"[5, 4, 4, 1, 2, 0, 3, 1, 0, 1, 0, 1, 3, 3, 3]","[5, 4, 4, 1, 2, 0, 3, 1, 0, 1, 0, 1, 3, 3, 3]","[0, 30, 45, 60, 120, 180, 240, 285, 345, 420, 465, 525, 600, 615, 645]"
