日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-19,2,2760.0,311,"[5, 5, 5, 1, 1, 7, 7, 5, 6, 5]","[5, 1, 7, 5, 6, 5]","[0, 30, 120, 180, 225, 285]"
2022-07-19,4,3741.0,343,"[4, 7, 7, 5, 5, 1, 2, 5, 1, 0, 0]","[4, 7, 5, 1, 2, 5, 1, 0]","[0, 45, 90, 120, 180, 240, 270, 285]"
2022-07-19,5,4227.0,531,"[7, 1, 0, 5, 1, 7, 7, 0, 1, 1, 3]","[7, 1, 0, 5, 1, 7, 0, 1, 3]","[0, 45, 135, 195, 240, 315, 375, 450, 510]"
2022-07-19,5,6093.0,609,"[5, 6, 0, 3, 7, 2, 7, 5, 7, 4, 1, 0, 0, 5]","[5, 6, 0, 3, 7, 2, 7, 5, 7, 4, 1, 0, 5]","[0, 30, 60, 150, 180, 240, 285, 345, 375, 435, 465, 540, 600]"
2022-07-19,9,4255.0,434,"[4, 1, 0, 3, 3, 6, 4, 1, 4, 0]","[4, 1, 0, 3, 6, 4, 1, 4, 0]","[0, 45, 120, 195, 210, 270, 300, 330, 375]"
2022-07-19,6,5620.0,466,"[4, 7, 5, 4, 0, 0, 5, 5, 6, 1, 5, 3, 4, 3]","[4, 7, 5, 4, 0, 5, 6, 1, 5, 3, 4, 3]","[0, 45, 90, 120, 150, 210, 255, 315, 345, 360, 420, 435]"
2022-07-19,3,5607.0,600,"[5, 3, 6, 2, 1, 2, 1, 6, 6, 0, 0, 3, 6, 0]","[5, 3, 6, 2, 1, 2, 1, 6, 0, 3, 6, 0]","[0, 30, 75, 135, 195, 255, 315, 330, 390, 450, 480, 540]"
2022-07-19,2,3287.0,367,"[3, 1, 6, 4, 0, 3, 6, 6, 6, 6]","[3, 1, 6, 4, 0, 3, 6]","[0, 60, 135, 195, 225, 285, 315]"
2022-07-19,10,5629.0,740,"[2, 6, 2, 1, 6, 4, 7, 6, 6, 1, 7, 6, 1, 2, 7, 7, 3, 5]","[2, 6, 2, 1, 6, 4, 7, 6, 1, 7, 6, 2]","[0, 90, 150, 210, 270, 345, 390, 450, 510, 570, 630, 690]"
2022-07-19,3,3794.0,481,"[1, 0, 4, 4, 4, 7, 7, 7, 0, 4, 6, 7]","[1, 0, 4, 7, 0, 4, 6, 7]","[0, 90, 165, 180, 255, 315, 360, 420]"
