日付,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-08-19,605,675,"[2, 5, 1, 2, 2, 0, 5, 5, 0, 3, 2, 1, 4, 0, 0]","[2, 5, 1, 2, 0, 5, 0, 3, 2, 1, 4]","[0, 30, 60, 180, 240, 330, 375, 465, 525, 570, 660]"
2023-08-19,607,665,"[2, 5, 2, 3, 3, 3, 2, 1, 0, 2, 5, 5, 4, 3, 2]","[2, 5, 2, 3, 2, 1, 0, 2, 5, 4, 3, 2]","[0, 30, 60, 135, 195, 270, 330, 435, 480, 525, 570, 630]"
2023-08-19,585,674,"[2, 5, 1, 2, 2, 3, 2, 3, 6, 6, 3, 3, 2, 1, 1, 1, 3]","[2, 5, 1, 2, 3, 2, 3, 6, 3, 2, 1, 3]","[0, 30, 60, 180, 240, 315, 360, 420, 465, 525, 570, 660]"
2023-08-19,604,673,"[2, 1, 4, 2, 2, 0, 2, 0, 3, 1, 2]","[2, 1, 4, 2, 0, 2, 0, 3, 1, 2]","[0, 30, 150, 210, 270, 360, 420, 510, 555, 645]"
2023-08-19,598,674,"[2, 1, 2, 4, 0, 2, 3, 2, 4, 1, 3]","[2, 1, 2, 4, 0, 2, 3, 2, 4, 1, 3]","[0, 30, 150, 195, 255, 345, 390, 465, 510, 555, 645]"
2023-08-19,629,675,"[2, 2, 3, 0, 0, 3, 2, 3, 0, 2, 3, 2, 2, 5, 4, 1]","[2, 3, 0, 3, 2, 3, 0, 2, 3, 2, 5, 4]","[0, 30, 105, 210, 270, 330, 390, 480, 525, 570, 630, 660]"
2023-08-19,604,668,"[2, 3, 1, 0, 2, 0, 2, 1, 2, 4, 0]","[2, 3, 1, 0, 2, 0, 2, 1, 2, 4]","[0, 30, 105, 225, 315, 360, 465, 510, 585, 645]"
2023-08-19,620,666,"[2, 2, 2, 3, 2, 1, 0, 0, 5, 0, 3, 2, 3, 2, 2, 1]","[2, 3, 2, 1, 0, 5, 0, 3, 2, 3, 2]","[0, 30, 105, 165, 255, 345, 390, 480, 540, 585, 630]"
2023-08-19,606,675,"[2, 4, 3, 2, 5, 5, 0, 3, 2, 5, 2, 3, 4, 3, 0]","[2, 4, 3, 2, 5, 0, 3, 2, 5, 2, 3, 4, 3]","[0, 30, 75, 165, 210, 255, 345, 405, 480, 510, 570, 615, 660]"
2023-08-19,610,674,"[2, 3, 2, 1, 1, 0, 0, 0, 2, 4, 3, 3, 2, 1, 3]","[2, 3, 2, 1, 0, 2, 4, 3, 2, 1, 3]","[0, 30, 105, 165, 255, 345, 390, 450, 510, 555, 645]"
2023-08-19,633,675,"[2, 5, 3, 2, 3, 2, 3, 2, 0, 0, 2, 4, 3, 4]","[2, 5, 3, 2, 3, 2, 3, 2, 0, 2, 4, 3, 4]","[0, 30, 60, 135, 180, 255, 300, 360, 405, 495, 555, 600, 645]"
2023-08-19,574,674,"[0, 1, 0, 1, 0, 2, 0, 3, 3]","[0, 1, 0, 1, 0, 2, 0, 3]","[0, 150, 240, 315, 405, 495, 555, 660]"
2023-08-19,610,671,"[4, 5, 2, 0, 1, 1, 4, 2, 0, 1, 3, 2]","[4, 5, 2, 0, 1, 4, 2, 0, 1, 3, 2]","[0, 30, 60, 135, 240, 315, 360, 420, 510, 585, 630]"
2023-08-19,598,672,"[2, 2, 3, 0, 4, 2, 3, 3, 5, 5, 0, 3, 2, 1, 0]","[2, 3, 0, 4, 2, 3, 5, 0, 3, 2, 1]","[0, 30, 105, 210, 255, 315, 360, 420, 510, 555, 615]"
2023-08-19,586,667,"[4, 2, 0, 4, 2, 2, 3, 3, 5, 0, 1, 3, 2]","[4, 2, 0, 4, 2, 3, 5, 0, 1, 3, 2]","[0, 30, 105, 195, 255, 300, 360, 405, 495, 585, 630]"
