時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-08-19 09:00:00,120,120,5,45,5,10,0,5
2023-08-19 09:15:00,120,110,50,45,10,10,0,15
2023-08-19 09:30:00,130,100,55,60,35,15,0,30
2023-08-19 09:45:00,120,100,55,65,60,40,0,20
2023-08-19 10:00:00,120,100,55,55,65,45,15,35
2023-08-19 10:15:00,110,95,55,60,60,45,15,30
2023-08-19 10:30:00,90,95,50,50,45,25,20,45
2023-08-19 10:45:00,80,90,40,50,45,25,20,35
2023-08-19 11:00:00,90,80,35,45,45,35,15,30
2023-08-19 11:15:00,90,75,35,45,40,35,15,30
2023-08-19 11:30:00,90,65,30,50,35,45,20,40
2023-08-19 11:45:00,90,65,40,50,35,70,15,20
2023-08-19 12:00:00,95,65,40,50,40,70,20,20
2023-08-19 12:15:00,95,65,50,45,35,45,25,35
2023-08-19 12:30:00,75,80,45,45,35,25,25,35
2023-08-19 12:45:00,75,70,45,50,35,35,30,35
2023-08-19 13:00:00,65,50,45,50,35,35,15,35
2023-08-19 13:15:00,70,50,35,50,40,30,20,40
2023-08-19 13:30:00,80,50,40,45,35,25,20,20
2023-08-19 13:45:00,80,60,40,40,25,25,25,20
2023-08-19 14:00:00,80,65,40,35,25,25,30,20
2023-08-19 14:15:00,75,65,35,35,30,30,30,20
2023-08-19 14:30:00,80,70,35,40,30,30,25,40
2023-08-19 14:45:00,80,70,35,45,35,30,20,15
2023-08-19 15:00:00,80,70,35,35,35,35,20,35
2023-08-19 15:15:00,80,70,35,40,35,50,25,20
2023-08-19 15:30:00,70,70,50,55,40,50,25,40
2023-08-19 15:45:00,65,70,45,50,45,50,15,20
2023-08-19 16:00:00,70,70,45,45,45,40,15,20
2023-08-19 16:15:00,70,70,35,40,40,35,30,40
2023-08-19 16:30:00,80,70,35,40,45,35,20,35
2023-08-19 16:45:00,90,70,30,40,45,35,25,35
2023-08-19 17:00:00,80,70,40,40,50,25,15,40
2023-08-19 17:15:00,90,60,40,40,40,45,15,40
2023-08-19 17:30:00,85,55,35,30,30,40,15,20
2023-08-19 17:45:00,90,65,30,25,30,40,15,15
2023-08-19 18:00:00,90,60,25,35,30,35,20,20
2023-08-19 18:15:00,85,60,40,35,25,40,25,15
2023-08-19 18:30:00,75,60,35,35,35,35,25,20
2023-08-19 18:45:00,80,60,35,35,35,30,15,15
2023-08-19 19:00:00,75,50,35,35,20,20,15,15
2023-08-19 19:15:00,70,45,30,30,15,20,20,20
2023-08-19 19:30:00,60,45,25,25,15,15,25,15
2023-08-19 19:45:00,55,45,25,20,15,10,25,15
2023-08-19 20:00:00,50,35,20,10,5,15,15,15
2023-08-19 20:15:00,40,25,15,10,5,5,15,20
2023-08-19 20:30:00,0,25,15,5,5,5,20,20
2023-08-19 20:45:00,0,0,15,5,5,5,0,25
