時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-08-10 09:00:00,135,100,35,45,10,10,0,15
2023-08-10 09:15:00,150,110,50,70,10,15,0,15
2023-08-10 09:30:00,160,115,70,80,55,30,0,20
2023-08-10 09:45:00,160,120,75,80,75,50,0,20
2023-08-10 10:00:00,150,130,80,80,75,55,5,50
2023-08-10 10:15:00,150,130,80,85,70,60,30,50
2023-08-10 10:30:00,150,130,90,95,70,60,20,45
2023-08-10 10:45:00,140,115,90,100,70,55,35,60
2023-08-10 11:00:00,140,115,90,110,75,55,45,60
2023-08-10 11:15:00,140,115,85,115,90,60,45,40
2023-08-10 11:30:00,110,110,85,115,95,60,55,40
2023-08-10 11:45:00,110,110,75,120,100,60,40,40
2023-08-10 12:00:00,120,90,75,130,110,65,40,40
2023-08-10 12:15:00,110,100,80,120,115,75,40,50
2023-08-10 12:30:00,120,110,80,120,115,75,30,45
2023-08-10 12:45:00,120,120,80,120,115,80,40,35
2023-08-10 13:00:00,120,125,90,120,115,75,45,45
2023-08-10 13:15:00,130,115,90,120,105,75,45,50
2023-08-10 13:30:00,130,105,95,115,80,75,50,35
2023-08-10 13:45:00,140,95,110,105,80,75,35,55
2023-08-10 14:00:00,140,95,90,95,85,70,50,40
2023-08-10 14:15:00,130,120,90,95,85,70,45,40
2023-08-10 14:30:00,130,125,70,115,85,65,35,20
2023-08-10 14:45:00,120,130,75,120,100,65,35,50
2023-08-10 15:00:00,110,130,75,120,110,70,40,50
2023-08-10 15:15:00,115,100,90,120,110,70,50,35
2023-08-10 15:30:00,130,100,90,125,110,60,50,40
2023-08-10 15:45:00,135,115,105,120,110,55,50,40
2023-08-10 16:00:00,130,115,105,120,120,0,50,50
2023-08-10 16:15:00,135,105,95,110,120,0,40,50
2023-08-10 16:30:00,125,115,95,100,110,0,40,50
2023-08-10 16:45:00,130,115,95,100,110,0,25,50
2023-08-10 17:00:00,150,120,80,95,110,0,30,50
2023-08-10 17:15:00,170,120,90,110,110,0,35,50
2023-08-10 17:30:00,150,125,110,125,120,0,50,35
2023-08-10 17:45:00,150,125,110,130,120,0,35,35
2023-08-10 18:00:00,150,125,110,120,120,50,40,35
2023-08-10 18:15:00,130,125,100,110,110,50,45,50
2023-08-10 18:30:00,120,115,100,100,100,85,45,40
2023-08-10 18:45:00,115,115,100,85,95,110,30,35
2023-08-10 19:00:00,115,100,80,70,95,80,40,35
2023-08-10 19:15:00,100,80,80,80,85,60,40,40
2023-08-10 19:30:00,95,80,75,75,80,50,20,30
2023-08-10 19:45:00,0,65,70,70,60,45,25,20
2023-08-10 20:00:00,0,55,70,70,55,45,15,20
2023-08-10 20:15:00,0,55,70,70,45,45,15,20
2023-08-10 20:30:00,0,0,0,0,40,45,15,20
2023-08-10 20:45:00,0,0,0,0,0,0,0,20
