時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-07-13 09:00:00,5,5,60,30,15,0,0,0
2022-07-13 09:15:00,60,50,60,30,5,0,0,0
2022-07-13 09:30:00,65,50,50,30,5,0,0,0
2022-07-13 09:45:00,60,45,40,35,5,5,0,0
2022-07-13 10:00:00,60,45,45,35,15,15,5,5
2022-07-13 10:15:00,55,45,45,35,15,20,20,15
2022-07-13 10:30:00,55,45,45,30,15,15,30,15
2022-07-13 10:45:00,50,40,45,30,15,10,15,20
2022-07-13 11:00:00,40,40,45,25,10,10,20,20
2022-07-13 11:15:00,40,35,45,20,10,15,30,20
2022-07-13 11:30:00,40,35,45,20,10,15,15,20
2022-07-13 11:45:00,40,35,40,25,10,15,30,20
2022-07-13 12:00:00,45,35,35,15,5,15,30,20
2022-07-13 12:15:00,45,40,35,20,5,10,20,15
2022-07-13 12:30:00,45,40,25,20,5,10,25,15
2022-07-13 12:45:00,40,40,35,20,5,5,20,15
2022-07-13 13:00:00,40,40,45,20,5,10,20,15
2022-07-13 13:15:00,45,40,40,15,5,10,25,15
2022-07-13 13:30:00,40,35,30,10,5,10,15,15
2022-07-13 13:45:00,40,50,30,10,5,5,20,15
2022-07-13 14:00:00,45,35,40,10,5,15,30,15
2022-07-13 14:15:00,45,35,40,15,5,20,15,15
2022-07-13 14:30:00,45,45,40,15,5,20,20,15
2022-07-13 14:45:00,50,40,40,15,15,20,15,15
2022-07-13 15:00:00,45,40,35,20,15,15,35,20
2022-07-13 15:15:00,45,50,35,20,15,5,20,20
2022-07-13 15:30:00,40,50,35,15,5,5,25,20
2022-07-13 15:45:00,35,40,35,10,5,5,15,20
2022-07-13 16:00:00,35,40,30,10,5,5,25,20
2022-07-13 16:15:00,40,30,30,10,5,5,20,15
2022-07-13 16:30:00,40,35,40,15,5,5,25,30
2022-07-13 16:45:00,40,35,30,15,5,5,25,15
2022-07-13 17:00:00,40,35,25,10,5,5,30,15
2022-07-13 17:15:00,50,40,25,10,5,5,15,20
2022-07-13 17:30:00,50,40,25,10,5,5,20,20
2022-07-13 17:45:00,35,40,40,10,5,10,30,20
2022-07-13 18:00:00,35,45,35,10,10,15,15,20
2022-07-13 18:15:00,45,40,30,15,10,20,25,20
2022-07-13 18:30:00,50,30,30,15,10,10,30,20
2022-07-13 18:45:00,45,40,25,15,10,10,20,20
2022-07-13 19:00:00,45,40,30,5,5,10,25,15
2022-07-13 19:15:00,40,35,35,5,5,5,20,15
2022-07-13 19:30:00,40,35,35,10,5,5,15,20
2022-07-13 19:45:00,40,50,40,15,5,5,0,15
2022-07-13 20:00:00,40,40,45,15,5,5,0,15
2022-07-13 20:15:00,45,30,0,15,5,5,0,15
2022-07-13 20:30:00,35,0,0,15,5,5,0,15
2022-07-13 20:45:00,0,0,0,15,5,5,0,0
