時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-07-11 09:00:00,0,0,0,0,0,0,0,0
2023-07-11 09:15:00,100,70,40,45,10,10,0,20
2023-07-11 09:30:00,100,80,45,55,25,20,0,20
2023-07-11 09:45:00,110,70,50,60,40,25,0,20
2023-07-11 10:00:00,110,60,50,55,40,35,0,20
2023-07-11 10:15:00,100,60,50,55,45,35,15,20
2023-07-11 10:30:00,70,55,50,55,40,30,20,20
2023-07-11 10:45:00,70,55,50,50,40,25,20,20
2023-07-11 11:00:00,80,55,50,60,35,30,25,15
2023-07-11 11:15:00,80,55,45,50,35,30,15,20
2023-07-11 11:30:00,80,50,45,50,35,35,15,15
2023-07-11 11:45:00,80,40,45,55,40,35,20,20
2023-07-11 12:00:00,80,60,40,60,40,25,25,20
2023-07-11 12:15:00,90,60,40,60,40,25,25,20
2023-07-11 12:30:00,95,60,45,55,35,35,15,20
2023-07-11 12:45:00,90,60,50,55,35,35,15,15
2023-07-11 13:00:00,80,60,50,50,35,35,15,25
2023-07-11 13:15:00,80,60,50,50,35,35,20,15
2023-07-11 13:30:00,80,45,50,55,35,35,15,30
2023-07-11 13:45:00,80,50,50,55,45,25,25,20
2023-07-11 14:00:00,80,50,45,55,45,30,25,20
2023-07-11 14:15:00,80,55,45,50,40,35,30,15
2023-07-11 14:30:00,80,60,40,50,40,35,20,20
2023-07-11 14:45:00,80,60,50,50,35,40,20,20
2023-07-11 15:00:00,80,55,55,50,40,35,20,30
2023-07-11 15:15:00,90,50,55,50,40,35,25,30
2023-07-11 15:30:00,90,60,50,45,40,30,25,30
2023-07-11 15:45:00,90,60,40,45,35,30,15,30
2023-07-11 16:00:00,95,65,65,65,30,25,15,20
2023-07-11 16:15:00,95,65,65,60,40,30,25,15
2023-07-11 16:30:00,85,45,35,55,35,30,20,20
2023-07-11 16:45:00,80,50,35,50,35,25,25,15
2023-07-11 17:00:00,90,65,70,50,25,25,15,30
2023-07-11 17:15:00,105,80,70,50,25,20,20,15
2023-07-11 17:30:00,110,75,75,55,30,30,25,15
2023-07-11 17:45:00,110,65,50,50,35,35,20,20
2023-07-11 18:00:00,100,65,40,50,30,35,20,15
2023-07-11 18:15:00,100,65,55,45,30,30,25,20
2023-07-11 18:30:00,95,60,55,45,25,25,15,20
2023-07-11 18:45:00,95,55,50,50,20,25,15,15
2023-07-11 19:00:00,95,55,50,45,20,25,15,15
2023-07-11 19:15:00,85,55,45,45,20,25,20,15
2023-07-11 19:30:00,65,50,30,35,15,15,25,15
2023-07-11 19:45:00,55,45,35,35,5,15,25,20
2023-07-11 20:00:00,55,45,35,25,5,10,15,15
2023-07-11 20:15:00,45,35,35,25,5,10,25,20
2023-07-11 20:30:00,0,30,30,20,5,10,15,20
2023-07-11 20:45:00,0,0,0,0,5,5,0,20
