時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-07-25 09:00:00,0,0,0,0,0,0,0,0
2023-07-25 09:15:00,150,0,55,60,15,5,0,15
2023-07-25 09:30:00,160,60,50,70,30,10,0,15
2023-07-25 09:45:00,150,100,45,70,45,30,0,20
2023-07-25 10:00:00,120,90,45,55,40,30,0,20
2023-07-25 10:15:00,105,85,50,55,35,25,15,20
2023-07-25 10:30:00,90,90,50,55,35,25,20,20
2023-07-25 10:45:00,80,90,45,55,35,25,25,15
2023-07-25 11:00:00,85,80,45,60,35,25,15,25
2023-07-25 11:15:00,90,70,55,60,45,25,25,15
2023-07-25 11:30:00,95,70,45,55,40,25,15,15
2023-07-25 11:45:00,100,70,45,55,30,25,15,20
2023-07-25 12:00:00,90,75,40,50,35,30,20,20
2023-07-25 12:15:00,80,75,45,45,40,30,15,15
2023-07-25 12:30:00,85,70,40,50,40,30,25,15
2023-07-25 12:45:00,85,75,35,50,35,20,15,15
2023-07-25 13:00:00,85,65,35,45,35,25,15,15
2023-07-25 13:15:00,85,60,40,50,30,20,20,15
2023-07-25 13:30:00,75,60,45,50,30,25,20,15
2023-07-25 13:45:00,75,80,45,50,35,25,25,20
2023-07-25 14:00:00,80,95,40,50,40,25,20,20
2023-07-25 14:15:00,80,90,40,45,35,30,15,20
2023-07-25 14:30:00,85,90,45,50,35,25,15,20
2023-07-25 14:45:00,80,85,40,45,35,25,15,15
2023-07-25 15:00:00,80,80,35,45,35,20,20,20
2023-07-25 15:15:00,80,75,40,55,40,20,25,30
2023-07-25 15:30:00,80,75,40,55,35,20,25,30
2023-07-25 15:45:00,80,75,35,55,35,30,15,20
2023-07-25 16:00:00,75,75,35,45,35,30,15,20
2023-07-25 16:15:00,75,75,35,40,30,25,20,15
2023-07-25 16:30:00,75,70,30,35,30,25,20,20
2023-07-25 16:45:00,75,70,35,35,30,25,25,20
2023-07-25 17:00:00,90,75,40,45,25,20,20,15
2023-07-25 17:15:00,95,80,40,50,25,0,15,20
2023-07-25 17:30:00,100,85,40,50,35,0,15,20
2023-07-25 17:45:00,100,85,35,45,35,0,15,15
2023-07-25 18:00:00,90,85,30,35,35,0,20,20
2023-07-25 18:15:00,90,80,30,35,30,0,20,20
2023-07-25 18:30:00,90,70,40,40,30,0,25,25
2023-07-25 18:45:00,95,70,40,45,25,0,15,15
2023-07-25 19:00:00,90,70,40,35,15,5,15,15
2023-07-25 19:15:00,85,65,30,35,15,15,15,20
2023-07-25 19:30:00,80,65,35,30,15,20,20,20
2023-07-25 19:45:00,65,50,35,25,10,15,25,20
2023-07-25 20:00:00,50,45,35,20,10,15,15,20
2023-07-25 20:15:00,45,35,20,20,5,15,15,20
2023-07-25 20:30:00,0,35,20,15,5,15,15,20
2023-07-25 20:45:00,0,0,0,0,5,15,0,15
