時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-08-03 09:00:00,130,110,50,45,10,5,0,5
2023-08-03 09:15:00,140,110,65,60,20,0,0,20
2023-08-03 09:30:00,140,120,65,90,50,0,0,20
2023-08-03 09:45:00,140,120,65,90,80,0,0,20
2023-08-03 10:00:00,120,110,70,90,90,0,5,20
2023-08-03 10:15:00,120,110,70,90,95,0,20,45
2023-08-03 10:30:00,80,110,65,90,95,0,20,45
2023-08-03 10:45:00,80,110,65,90,85,0,30,45
2023-08-03 11:00:00,100,100,65,90,80,0,35,45
2023-08-03 11:15:00,100,100,65,85,80,0,30,35
2023-08-03 11:30:00,100,100,65,75,75,0,35,35
2023-08-03 11:45:00,90,80,70,75,55,15,35,45
2023-08-03 12:00:00,85,70,60,85,30,35,40,35
2023-08-03 12:15:00,85,75,60,85,45,35,40,35
2023-08-03 12:30:00,100,80,55,80,70,40,30,35
2023-08-03 12:45:00,100,85,55,80,65,40,30,35
2023-08-03 13:00:00,85,90,65,80,65,40,35,40
2023-08-03 13:15:00,80,80,65,80,65,30,20,20
2023-08-03 13:30:00,80,80,65,65,65,40,20,30
2023-08-03 13:45:00,90,80,65,65,60,40,25,35
2023-08-03 14:00:00,100,80,65,65,60,50,25,35
2023-08-03 14:15:00,100,80,50,75,60,50,30,15
2023-08-03 14:30:00,95,70,55,75,60,50,30,20
2023-08-03 14:45:00,80,75,60,75,50,55,40,35
2023-08-03 15:00:00,80,100,60,75,55,55,35,35
2023-08-03 15:15:00,100,95,60,75,55,55,25,20
2023-08-03 15:30:00,110,80,55,55,60,65,35,40
2023-08-03 15:45:00,90,80,55,60,65,65,35,20
2023-08-03 16:00:00,80,75,40,70,60,70,30,35
2023-08-03 16:15:00,80,75,40,65,45,70,40,35
2023-08-03 16:30:00,80,80,60,60,45,70,25,20
2023-08-03 16:45:00,95,0,60,60,35,60,25,40
2023-08-03 17:00:00,105,0,65,50,45,60,25,35
2023-08-03 17:15:00,105,0,65,60,50,45,15,35
2023-08-03 17:30:00,120,0,60,70,55,45,25,35
2023-08-03 17:45:00,130,100,60,70,55,50,25,35
2023-08-03 18:00:00,150,100,50,70,55,55,20,15
2023-08-03 18:15:00,105,85,45,60,50,55,15,35
2023-08-03 18:30:00,105,85,50,55,45,50,20,35
2023-08-03 18:45:00,105,100,60,55,40,45,15,20
2023-08-03 19:00:00,100,90,55,45,50,50,20,20
2023-08-03 19:15:00,100,80,45,45,40,50,25,20
2023-08-03 19:30:00,80,70,40,35,35,35,20,20
2023-08-03 19:45:00,75,60,40,35,25,30,25,15
2023-08-03 20:00:00,65,50,40,35,20,20,25,15
2023-08-03 20:15:00,65,40,25,30,10,5,25,15
2023-08-03 20:30:00,0,0,20,25,5,10,25,15
2023-08-03 20:45:00,0,0,0,0,5,15,0,25
