時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-08-04 09:00:00,120,130,45,40,5,5,0,15
2023-08-04 09:15:00,140,130,60,55,5,5,0,20
2023-08-04 09:30:00,150,130,70,55,45,20,0,20
2023-08-04 09:45:00,150,130,70,55,60,40,0,35
2023-08-04 10:00:00,140,120,70,80,70,60,5,20
2023-08-04 10:15:00,120,110,60,85,65,60,25,25
2023-08-04 10:30:00,100,100,90,80,50,55,25,45
2023-08-04 10:45:00,90,90,90,75,40,45,25,50
2023-08-04 11:00:00,90,75,100,75,45,40,30,30
2023-08-04 11:15:00,90,70,100,70,50,40,30,30
2023-08-04 11:30:00,100,70,90,70,50,40,30,30
2023-08-04 11:45:00,100,85,60,70,50,40,40,35
2023-08-04 12:00:00,90,90,50,65,45,40,35,35
2023-08-04 12:15:00,90,90,40,65,50,40,25,35
2023-08-04 12:30:00,90,105,45,65,50,45,25,35
2023-08-04 12:45:00,90,105,50,60,40,35,30,30
2023-08-04 13:00:00,90,100,60,60,40,35,30,35
2023-08-04 13:15:00,90,110,60,60,45,35,35,30
2023-08-04 13:30:00,90,100,60,65,45,35,35,30
2023-08-04 13:45:00,100,80,60,65,45,40,25,35
2023-08-04 14:00:00,100,75,70,65,50,50,25,50
2023-08-04 14:15:00,90,75,65,70,50,50,30,30
2023-08-04 14:30:00,100,80,65,70,60,45,30,20
2023-08-04 14:45:00,95,80,65,70,65,45,35,20
2023-08-04 15:00:00,85,85,65,65,65,40,35,55
2023-08-04 15:15:00,90,80,50,65,65,35,40,30
2023-08-04 15:30:00,100,80,50,65,45,35,35,30
2023-08-04 15:45:00,100,80,35,55,50,40,30,35
2023-08-04 16:00:00,90,75,45,55,50,50,30,20
2023-08-04 16:15:00,90,75,50,55,55,50,40,40
2023-08-04 16:30:00,90,75,55,55,45,35,40,20
2023-08-04 16:45:00,90,85,60,55,35,30,20,35
2023-08-04 17:00:00,90,85,60,55,35,25,25,35
2023-08-04 17:15:00,105,85,60,55,40,35,20,35
2023-08-04 17:30:00,120,85,50,60,50,40,30,35
2023-08-04 17:45:00,125,95,45,60,55,45,25,40
2023-08-04 18:00:00,125,110,45,60,50,45,25,35
2023-08-04 18:15:00,100,105,45,0,45,50,25,35
2023-08-04 18:30:00,90,105,60,0,55,45,25,35
2023-08-04 18:45:00,100,100,60,0,55,45,15,35
2023-08-04 19:00:00,95,95,60,0,60,50,15,15
2023-08-04 19:15:00,85,85,55,0,50,45,15,15
2023-08-04 19:30:00,80,70,50,0,35,40,25,20
2023-08-04 19:45:00,70,65,45,15,25,15,25,30
2023-08-04 20:00:00,65,45,45,25,10,15,25,30
2023-08-04 20:15:00,55,35,35,30,5,5,20,20
2023-08-04 20:30:00,0,30,30,30,5,10,20,20
2023-08-04 20:45:00,0,0,0,0,10,5,0,25
