時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-07-19 09:00:00,75,55,60,35,15,5,0,0
2022-07-19 09:15:00,90,70,55,35,10,5,0,0
2022-07-19 09:30:00,80,70,50,35,5,15,0,0
2022-07-19 09:45:00,75,60,50,30,5,15,0,0
2022-07-19 10:00:00,70,50,45,30,15,20,5,15
2022-07-19 10:15:00,60,45,40,30,20,20,20,15
2022-07-19 10:30:00,60,40,45,35,15,15,30,15
2022-07-19 10:45:00,55,40,45,40,15,25,20,15
2022-07-19 11:00:00,50,35,40,35,15,20,20,20
2022-07-19 11:15:00,45,30,40,30,15,25,30,20
2022-07-19 11:30:00,45,40,45,0,10,25,15,15
2022-07-19 11:45:00,40,45,40,0,5,20,25,20
2022-07-19 12:00:00,55,40,50,0,5,20,30,20
2022-07-19 12:15:00,55,40,45,0,5,20,20,20
2022-07-19 12:30:00,50,40,45,5,5,20,25,20
2022-07-19 12:45:00,35,40,40,30,5,15,30,20
2022-07-19 13:00:00,45,60,35,25,15,5,25,20
2022-07-19 13:15:00,45,60,35,20,15,5,30,20
2022-07-19 13:30:00,45,0,35,25,15,10,30,20
2022-07-19 13:45:00,45,0,35,25,5,10,20,15
2022-07-19 14:00:00,45,0,40,25,5,10,25,15
2022-07-19 14:15:00,45,0,40,35,20,10,15,15
2022-07-19 14:30:00,45,0,40,35,30,5,20,25
2022-07-19 14:45:00,45,0,40,40,30,5,20,30
2022-07-19 15:00:00,50,0,35,35,15,10,30,30
2022-07-19 15:15:00,45,0,40,35,10,5,25,20
2022-07-19 15:30:00,35,0,40,25,5,5,30,20
2022-07-19 15:45:00,35,0,30,25,5,10,20,20
2022-07-19 16:00:00,45,15,30,20,5,5,20,20
2022-07-19 16:15:00,45,50,30,15,10,5,30,15
2022-07-19 16:30:00,35,45,40,15,15,5,15,25
2022-07-19 16:45:00,35,45,35,20,20,5,25,15
2022-07-19 17:00:00,35,45,30,20,10,5,30,15
2022-07-19 17:15:00,50,40,30,20,5,5,15,15
2022-07-19 17:30:00,45,40,30,10,5,5,25,15
2022-07-19 17:45:00,40,40,35,10,5,15,30,20
2022-07-19 18:00:00,40,40,35,15,20,15,15,20
2022-07-19 18:15:00,40,40,35,15,20,10,25,20
2022-07-19 18:30:00,35,40,35,15,20,10,15,20
2022-07-19 18:45:00,35,40,30,15,15,10,15,15
2022-07-19 19:00:00,40,30,25,10,15,5,25,15
2022-07-19 19:15:00,35,30,25,10,5,5,30,15
2022-07-19 19:30:00,35,35,25,10,5,5,15,20
2022-07-19 19:45:00,35,40,40,10,5,5,0,15
2022-07-19 20:00:00,45,40,40,10,5,5,0,20
2022-07-19 20:15:00,40,40,45,10,5,5,0,15
2022-07-19 20:30:00,30,0,40,10,5,5,0,15
2022-07-19 20:45:00,0,0,0,5,5,5,0,20
