時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-08-06 09:00:00,5,100,30,40,5,5,0,15
2023-08-06 09:15:00,125,100,45,40,5,5,0,20
2023-08-06 09:30:00,120,90,45,55,20,10,0,20
2023-08-06 09:45:00,110,90,45,60,25,25,0,20
2023-08-06 10:00:00,100,100,65,55,50,30,5,30
2023-08-06 10:15:00,95,85,40,50,60,35,20,30
2023-08-06 10:30:00,85,70,30,50,45,40,20,25
2023-08-06 10:45:00,75,75,30,45,45,40,25,35
2023-08-06 11:00:00,70,55,35,45,40,35,15,15
2023-08-06 11:15:00,70,40,35,45,40,35,15,20
2023-08-06 11:30:00,75,40,25,45,25,30,15,20
2023-08-06 11:45:00,70,55,25,40,20,20,20,20
2023-08-06 12:00:00,70,60,25,35,30,20,25,20
2023-08-06 12:15:00,70,55,35,30,30,20,25,30
2023-08-06 12:30:00,80,55,45,40,30,25,15,30
2023-08-06 12:45:00,70,55,30,35,30,25,15,15
2023-08-06 13:00:00,70,55,25,35,35,25,15,15
2023-08-06 13:15:00,65,55,25,35,35,20,20,20
2023-08-06 13:30:00,75,45,25,35,30,15,20,20
2023-08-06 13:45:00,80,45,30,35,30,25,25,35
2023-08-06 14:00:00,75,50,30,40,30,20,25,20
2023-08-06 14:15:00,75,55,25,35,20,20,20,30
2023-08-06 14:30:00,75,60,25,30,25,20,20,30
2023-08-06 14:45:00,80,60,20,35,25,15,20,15
2023-08-06 15:00:00,80,70,25,35,30,25,20,30
2023-08-06 15:15:00,80,60,35,35,30,40,20,30
2023-08-06 15:30:00,85,65,35,45,35,25,30,15
2023-08-06 15:45:00,85,65,35,45,35,20,20,20
2023-08-06 16:00:00,85,65,35,0,40,5,20,20
2023-08-06 16:15:00,70,60,35,0,55,15,25,20
2023-08-06 16:30:00,70,60,30,0,40,35,25,20
2023-08-06 16:45:00,85,60,30,0,20,40,20,30
2023-08-06 17:00:00,95,65,30,0,40,35,25,15
2023-08-06 17:15:00,90,70,35,10,40,30,15,30
2023-08-06 17:30:00,85,70,35,40,35,25,15,20
2023-08-06 17:45:00,80,60,25,45,35,25,20,20
2023-08-06 18:00:00,70,45,15,40,30,25,20,20
2023-08-06 18:15:00,60,40,15,40,25,25,25,20
2023-08-06 18:30:00,60,55,35,35,20,25,15,20
2023-08-06 18:45:00,80,55,30,40,20,25,15,20
2023-08-06 19:00:00,85,55,20,40,25,25,20,15
2023-08-06 19:15:00,70,50,15,40,25,20,25,15
2023-08-06 19:30:00,45,45,25,25,15,10,25,20
2023-08-06 19:45:00,40,45,20,20,5,10,25,20
2023-08-06 20:00:00,40,35,15,20,5,5,15,15
2023-08-06 20:15:00,40,30,15,10,5,5,15,20
2023-08-06 20:30:00,35,30,15,10,5,5,15,20
2023-08-06 20:45:00,0,0,20,25,10,5,0,15
