時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-08-05 09:00:00,130,140,50,55,5,5,0,20
2023-08-05 09:15:00,140,140,60,60,10,5,0,15
2023-08-05 09:30:00,140,140,65,65,40,25,0,15
2023-08-05 09:45:00,140,130,65,55,45,40,0,20
2023-08-05 10:00:00,120,90,60,50,40,40,15,20
2023-08-05 10:15:00,90,75,75,55,40,25,25,20
2023-08-05 10:30:00,80,70,40,50,40,25,25,20
2023-08-05 10:45:00,80,70,35,55,35,25,25,30
2023-08-05 11:00:00,90,70,40,55,30,35,25,30
2023-08-05 11:15:00,80,70,40,55,30,35,15,20
2023-08-05 11:30:00,75,50,30,45,30,35,30,30
2023-08-05 11:45:00,75,55,35,40,40,35,15,20
2023-08-05 12:00:00,75,55,40,40,30,35,20,20
2023-08-05 12:15:00,85,65,40,40,30,25,20,20
2023-08-05 12:30:00,80,60,40,40,30,15,25,20
2023-08-05 12:45:00,75,75,40,40,20,20,20,15
2023-08-05 13:00:00,70,75,35,45,20,20,20,30
2023-08-05 13:15:00,70,75,35,45,20,25,25,20
2023-08-05 13:30:00,80,60,25,40,30,25,20,15
2023-08-05 13:45:00,75,75,30,35,30,30,25,30
2023-08-05 14:00:00,80,75,30,35,30,30,25,20
2023-08-05 14:15:00,80,70,30,35,25,25,15,20
2023-08-05 14:30:00,70,65,35,35,20,25,15,25
2023-08-05 14:45:00,70,65,35,45,15,20,20,25
2023-08-05 15:00:00,60,70,40,35,20,20,20,20
2023-08-05 15:15:00,80,75,30,30,30,25,25,15
2023-08-05 15:30:00,95,80,25,30,30,30,25,30
2023-08-05 15:45:00,95,80,30,40,35,25,15,35
2023-08-05 16:00:00,85,75,30,50,35,25,15,15
2023-08-05 16:15:00,80,75,30,50,35,25,15,20
2023-08-05 16:30:00,70,60,30,25,35,25,20,20
2023-08-05 16:45:00,65,50,20,20,35,20,25,30
2023-08-05 17:00:00,75,70,35,25,35,20,25,30
2023-08-05 17:15:00,95,65,25,35,30,20,15,30
2023-08-05 17:30:00,100,50,20,35,30,20,15,30
2023-08-05 17:45:00,90,60,20,25,30,25,15,20
2023-08-05 18:00:00,75,55,20,20,30,15,15,15
2023-08-05 18:15:00,75,55,20,20,30,10,25,20
2023-08-05 18:30:00,70,70,30,20,20,15,25,35
2023-08-05 18:45:00,80,60,30,25,20,15,20,15
2023-08-05 19:00:00,80,50,25,0,20,15,20,15
2023-08-05 19:15:00,70,45,25,0,25,20,20,15
2023-08-05 19:30:00,75,40,30,0,25,20,20,15
2023-08-05 19:45:00,75,40,20,0,15,10,20,15
2023-08-05 20:00:00,75,35,20,0,5,5,20,15
2023-08-05 20:15:00,40,30,15,0,5,5,20,15
2023-08-05 20:30:00,40,30,15,5,5,5,20,15
2023-08-05 20:45:00,0,0,15,25,5,5,0,20
