時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2022-08-09 09:00:00,170,120,90,5,50,20,0,0
2022-08-09 09:15:00,140,130,100,0,45,25,0,0
2022-08-09 09:30:00,130,130,120,0,45,45,0,0
2022-08-09 09:45:00,130,120,120,25,50,45,0,0
2022-08-09 10:00:00,110,100,120,60,50,45,5,15
2022-08-09 10:15:00,110,100,120,75,50,40,15,20
2022-08-09 10:30:00,120,90,110,80,50,45,20,20
2022-08-09 10:45:00,110,90,110,80,50,45,25,35
2022-08-09 11:00:00,110,90,90,80,50,40,25,30
2022-08-09 11:15:00,110,90,80,75,50,40,15,20
2022-08-09 11:30:00,105,90,80,80,45,40,15,30
2022-08-09 11:45:00,100,90,80,80,50,40,20,30
2022-08-09 12:00:00,110,90,60,75,45,35,20,30
2022-08-09 12:15:00,110,90,50,70,45,35,25,30
2022-08-09 12:30:00,110,90,60,70,45,35,30,20
2022-08-09 12:45:00,110,90,80,65,50,40,20,25
2022-08-09 13:00:00,110,85,90,65,50,35,15,35
2022-08-09 13:15:00,105,85,80,70,40,35,25,35
2022-08-09 13:30:00,100,85,80,70,40,35,20,20
2022-08-09 13:45:00,100,85,80,70,40,40,25,30
2022-08-09 14:00:00,0,0,0,0,0,0,0,0
2022-08-09 14:15:00,110,95,80,70,55,40,20,30
2022-08-09 14:30:00,120,95,80,70,50,40,20,45
2022-08-09 14:45:00,130,90,70,60,45,40,15,45
2022-08-09 15:00:00,130,90,70,60,50,35,20,30
2022-08-09 15:15:00,120,95,75,65,40,35,25,35
2022-08-09 15:30:00,110,95,75,65,45,40,30,35
2022-08-09 15:45:00,100,95,75,65,50,40,15,40
2022-08-09 16:00:00,100,90,80,65,45,45,20,35
2022-08-09 16:15:00,100,90,90,60,45,40,20,35
2022-08-09 16:30:00,110,100,90,60,40,40,25,40
2022-08-09 16:45:00,130,100,90,60,40,40,15,40
2022-08-09 17:00:00,140,95,70,60,40,35,35,20
2022-08-09 17:15:00,140,90,70,55,40,30,20,30
2022-08-09 17:30:00,140,85,65,55,40,40,20,30
2022-08-09 17:45:00,140,85,65,55,40,30,25,30
2022-08-09 18:00:00,130,85,80,55,35,40,25,45
2022-08-09 18:15:00,130,90,90,60,40,40,15,20
2022-08-09 18:30:00,130,90,90,55,35,35,20,20
2022-08-09 18:45:00,130,90,90,55,35,40,25,20
2022-08-09 19:00:00,130,90,90,50,35,35,25,20
2022-08-09 19:15:00,110,95,90,50,40,30,15,20
2022-08-09 19:30:00,0,0,90,50,35,30,15,35
2022-08-09 19:45:00,0,0,0,50,35,35,25,30
2022-08-09 20:00:00,0,0,0,50,35,35,0,30
2022-08-09 20:15:00,0,0,0,50,30,35,0,30
2022-08-09 20:30:00,0,0,0,45,0,25,0,20
2022-08-09 20:45:00,0,0,0,0,0,25,0,0
