時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
2023-08-17 09:00:00,170,130,55,90,5,5,0,5
2023-08-17 09:15:00,170,130,85,85,10,15,0,20
2023-08-17 09:30:00,160,130,85,85,55,40,0,20
2023-08-17 09:45:00,90,130,75,85,70,50,0,25
2023-08-17 10:00:00,80,120,75,90,75,55,15,45
2023-08-17 10:15:00,120,120,75,90,80,65,20,45
2023-08-17 10:30:00,120,120,75,100,85,65,20,55
2023-08-17 10:45:00,130,100,80,100,80,60,25,70
2023-08-17 11:00:00,120,110,90,90,75,55,25,70
2023-08-17 11:15:00,120,100,90,90,70,50,30,40
2023-08-17 11:30:00,100,85,90,90,70,50,45,40
2023-08-17 11:45:00,95,85,85,90,70,55,40,40
2023-08-17 12:00:00,100,85,85,90,70,60,20,40
2023-08-17 12:15:00,100,110,85,95,60,55,40,35
2023-08-17 12:30:00,110,110,80,110,60,55,25,35
2023-08-17 12:45:00,110,110,80,110,60,0,30,35
2023-08-17 13:00:00,110,90,80,110,65,0,30,40
2023-08-17 13:15:00,110,85,80,110,75,0,30,35
2023-08-17 13:30:00,110,100,80,105,80,0,35,40
2023-08-17 13:45:00,110,110,80,105,80,0,45,40
2023-08-17 14:00:00,115,110,85,95,80,0,45,45
2023-08-17 14:15:00,115,115,85,95,80,0,45,50
2023-08-17 14:30:00,115,115,85,110,80,0,30,50
2023-08-17 14:45:00,115,115,80,110,80,0,35,50
2023-08-17 15:00:00,115,115,75,105,90,5,40,40
2023-08-17 15:15:00,105,100,80,95,90,70,30,40
2023-08-17 15:30:00,110,100,70,100,90,75,40,50
2023-08-17 15:45:00,110,100,75,95,80,75,45,50
2023-08-17 16:00:00,115,100,75,105,80,75,45,45
2023-08-17 16:15:00,115,100,75,120,80,80,35,35
2023-08-17 16:30:00,110,100,75,100,75,70,30,35
2023-08-17 16:45:00,110,90,80,85,70,60,20,35
2023-08-17 17:00:00,130,110,70,90,65,60,25,35
2023-08-17 17:15:00,130,110,80,110,65,60,25,40
2023-08-17 17:30:00,140,110,85,110,70,60,30,50
2023-08-17 17:45:00,130,110,80,100,80,65,30,35
2023-08-17 18:00:00,130,100,80,90,80,65,35,30
2023-08-17 18:15:00,120,85,80,90,70,65,25,30
2023-08-17 18:30:00,120,100,80,90,55,65,25,45
2023-08-17 18:45:00,110,100,70,70,55,65,25,35
2023-08-17 19:00:00,110,80,70,70,55,70,25,30
2023-08-17 19:15:00,90,80,65,60,55,65,20,15
2023-08-17 19:30:00,80,70,65,60,50,45,25,20
2023-08-17 19:45:00,80,60,70,60,40,35,25,20
2023-08-17 20:00:00,0,60,75,50,25,25,20,20
2023-08-17 20:15:00,0,55,60,50,25,25,20,15
2023-08-17 20:30:00,0,0,50,40,20,30,15,20
2023-08-17 20:45:00,0,0,0,0,0,0,0,15
