時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
2023-05-01 09:00:00,0,0,0,0,0,0,0,0,0,Monday,False
2023-05-01 09:15:00,150,130,45,50,15,10,0,20,0,Monday,False
2023-05-01 09:30:00,160,110,45,50,35,15,0,20,0,Monday,False
2023-05-01 09:45:00,170,100,45,60,45,25,0,20,0,Monday,False
2023-05-01 10:00:00,160,100,50,65,45,35,0,20,0,Monday,False
2023-05-01 10:15:00,135,100,35,65,50,45,20,30,0,Monday,False
2023-05-01 10:30:00,120,100,35,65,45,40,20,25,0,Monday,False
2023-05-01 10:45:00,110,95,40,60,45,40,20,15,0,Monday,False
2023-05-01 11:00:00,100,90,45,55,45,40,15,15,0,Monday,False
2023-05-01 11:15:00,95,75,45,55,45,35,20,15,0,Monday,False
2023-05-01 11:30:00,100,65,30,50,40,35,15,15,0,Monday,False
2023-05-01 11:45:00,100,80,30,45,40,40,20,20,0,Monday,False
2023-05-01 12:00:00,105,80,25,45,40,0,15,20,0,Monday,False
2023-05-01 12:15:00,100,80,25,55,40,0,25,20,0,Monday,False
2023-05-01 12:30:00,115,90,45,60,45,0,25,15,0,Monday,False
2023-05-01 12:45:00,120,90,45,55,45,0,25,20,0,Monday,False
2023-05-01 13:00:00,120,90,35,50,45,5,20,20,0,Monday,False
2023-05-01 13:15:00,120,80,35,55,45,20,20,35,0,Monday,False
2023-05-01 13:30:00,115,85,35,55,35,40,15,30,0,Monday,False
2023-05-01 13:45:00,115,90,30,60,35,35,20,30,0,Monday,False
2023-05-01 14:00:00,110,95,25,60,45,40,25,30,0,Monday,False
2023-05-01 14:15:00,110,95,20,60,45,40,25,20,0,Monday,False
2023-05-01 14:30:00,110,95,25,45,45,40,15,20,0,Monday,False
2023-05-01 14:45:00,100,90,25,45,40,40,25,20,0,Monday,False
2023-05-01 15:00:00,100,95,30,50,40,40,20,30,0,Monday,False
2023-05-01 15:15:00,110,90,30,50,35,35,30,30,0,Monday,False
2023-05-01 15:30:00,110,85,25,50,35,40,25,30,0,Monday,False
2023-05-01 15:45:00,105,80,25,50,40,40,15,20,0,Monday,False
2023-05-01 16:00:00,105,80,25,45,40,40,15,35,0,Monday,False
2023-05-01 16:15:00,105,80,15,45,40,35,20,20,0,Monday,False
2023-05-01 16:30:00,115,110,15,45,40,35,20,20,0,Monday,False
2023-05-01 16:45:00,120,110,15,50,25,35,40,30,0,Monday,False
2023-05-01 17:00:00,120,90,30,35,25,35,30,25,0,Monday,False
2023-05-01 17:15:00,110,90,30,45,30,30,30,30,0,Monday,False
2023-05-01 17:30:00,105,85,30,45,30,30,15,30,0,Monday,False
2023-05-01 17:45:00,105,85,30,40,30,30,15,20,0,Monday,False
2023-05-01 18:00:00,105,90,15,40,30,30,15,20,0,Monday,False
2023-05-01 18:15:00,100,90,15,35,25,30,15,20,0,Monday,False
2023-05-01 18:30:00,90,75,20,35,20,25,15,15,0,Monday,False
2023-05-01 18:45:00,90,60,20,25,15,25,15,15,0,Monday,False
2023-05-01 19:00:00,85,50,15,25,10,25,15,15,0,Monday,False
2023-05-01 19:15:00,85,45,15,25,5,15,15,15,0,Monday,False
2023-05-01 19:30:00,70,40,10,20,5,10,25,15,0,Monday,False
2023-05-01 19:45:00,65,45,10,15,5,10,25,20,0,Monday,False
2023-05-01 20:00:00,0,65,10,35,5,5,20,0,0,Monday,False
2023-05-01 20:15:00,0,0,35,40,15,15,15,0,0,Monday,False
2023-05-01 20:30:00,0,0,25,30,5,15,20,0,0,Monday,False
2023-05-01 20:45:00,0,0,20,15,5,0,0,0,0,Monday,False
2023-05-02 09:00:00,0,0,0,0,0,0,0,0,1,Tuesday,False
2023-05-02 09:15:00,130,110,25,40,5,5,0,20,1,Tuesday,False
2023-05-02 09:30:00,135,120,30,45,35,10,0,15,1,Tuesday,False
2023-05-02 09:45:00,135,120,45,60,35,30,0,20,1,Tuesday,False
2023-05-02 10:00:00,155,110,60,70,50,35,0,20,1,Tuesday,False
2023-05-02 10:15:00,135,110,65,70,50,40,15,30,1,Tuesday,False
2023-05-02 10:30:00,135,110,50,75,50,45,20,30,1,Tuesday,False
2023-05-02 10:45:00,125,100,50,80,45,40,25,30,1,Tuesday,False
2023-05-02 11:00:00,105,100,35,70,45,40,25,30,1,Tuesday,False
2023-05-02 11:15:00,105,80,35,70,45,35,25,15,1,Tuesday,False
