時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
2024-11-01 09:00:00,25,15,5,0,5,5,0,5,4,Friday,False
2024-11-01 09:15:00,40,25,5,0,5,5,0,20,4,Friday,False
2024-11-01 09:30:00,70,65,30,0,5,5,0,15,4,Friday,False
2024-11-01 09:45:00,70,70,45,0,20,5,0,15,4,Friday,False
2024-11-01 10:00:00,115,75,55,0,50,30,5,20,4,Friday,False
2024-11-01 10:15:00,125,85,75,0,75,55,15,30,4,Friday,False
2024-11-01 10:30:00,130,95,85,0,85,60,15,30,4,Friday,False
2024-11-01 10:45:00,125,105,85,0,80,55,15,30,4,Friday,False
2024-11-01 11:00:00,100,80,80,0,70,55,15,30,4,Friday,False
2024-11-01 11:15:00,95,70,65,0,70,55,15,30,4,Friday,False
2024-11-01 11:30:00,95,45,60,0,75,50,15,20,4,Friday,False
2024-11-01 11:45:00,80,45,55,0,75,45,15,20,4,Friday,False
2024-11-01 12:00:00,85,50,50,0,75,45,15,20,4,Friday,False
2024-11-01 12:15:00,80,55,45,0,60,50,15,20,4,Friday,False
2024-11-01 12:30:00,80,50,45,0,60,45,15,20,4,Friday,False
2024-11-01 12:45:00,85,50,50,0,60,45,15,15,4,Friday,False
2024-11-01 13:00:00,90,55,50,0,65,50,15,20,4,Friday,False
2024-11-01 13:15:00,100,70,50,0,60,55,15,30,4,Friday,False
2024-11-01 13:30:00,100,75,50,0,70,55,15,15,4,Friday,False
2024-11-01 13:45:00,90,85,55,0,70,55,15,20,4,Friday,False
2024-11-01 14:00:00,90,85,60,0,65,55,15,15,4,Friday,False
2024-11-01 14:15:00,95,85,65,0,70,55,15,30,4,Friday,False
2024-11-01 14:30:00,95,80,65,0,75,50,15,30,4,Friday,False
2024-11-01 14:45:00,95,95,60,0,75,60,15,30,4,Friday,False
2024-11-01 15:00:00,90,110,60,0,85,60,15,15,4,Friday,False
2024-11-01 15:15:00,100,100,60,0,85,55,15,15,4,Friday,False
2024-11-01 15:30:00,110,90,70,0,80,55,15,45,4,Friday,False
2024-11-01 15:45:00,105,90,65,0,60,55,15,20,4,Friday,False
2024-11-01 16:00:00,105,90,65,0,60,55,15,20,4,Friday,False
2024-11-01 16:15:00,100,80,65,0,60,50,15,20,4,Friday,False
2024-11-01 16:30:00,85,70,65,0,60,50,15,15,4,Friday,False
2024-11-01 16:45:00,100,60,60,0,70,45,15,20,4,Friday,False
2024-11-01 17:00:00,90,60,55,0,80,40,15,25,4,Friday,False
2024-11-01 17:15:00,85,65,60,0,75,30,15,15,4,Friday,False
2024-11-01 17:30:00,75,65,0,0,55,35,15,15,4,Friday,False
2024-11-01 17:45:00,0,0,0,0,40,35,0,15,4,Friday,False
2024-11-01 18:00:00,0,0,0,0,0,25,0,15,4,Friday,False
2024-11-01 18:15:00,0,0,0,0,0,0,0,0,4,Friday,False
2024-11-01 18:30:00,0,0,0,0,0,0,0,0,4,Friday,False
2024-11-01 18:45:00,0,0,0,0,0,0,0,0,4,Friday,False
2024-11-01 19:00:00,0,0,0,0,0,0,0,0,4,Friday,False
2024-11-01 19:15:00,0,0,0,0,0,0,0,0,4,Friday,False
2024-11-01 19:30:00,15,5,5,0,5,5,5,5,4,Friday,False
2024-11-01 19:45:00,35,15,5,0,5,5,5,5,4,Friday,False
2024-11-01 20:00:00,30,25,10,0,5,5,5,5,4,Friday,False
2024-11-01 20:15:00,40,25,10,0,5,5,5,15,4,Friday,False
2024-11-01 20:30:00,35,15,20,0,5,5,5,15,4,Friday,False
2024-11-01 20:45:00,20,20,10,0,10,10,5,15,4,Friday,False
2024-11-02 09:00:00,75,50,5,0,5,5,0,5,5,Saturday,False
2024-11-02 09:15:00,100,55,40,0,10,5,0,15,5,Saturday,False
2024-11-02 09:30:00,100,65,40,0,15,5,0,20,5,Saturday,False
2024-11-02 09:45:00,80,85,35,0,60,5,0,15,5,Saturday,False
2024-11-02 10:00:00,95,105,50,0,55,5,15,20,5,Saturday,False
2024-11-02 10:15:00,105,110,60,0,30,5,15,30,5,Saturday,False
2024-11-02 10:30:00,130,120,60,0,50,10,15,45,5,Saturday,False
2024-11-02 10:45:00,135,110,60,0,100,10,15,45,5,Saturday,False
