時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
2023-11-01 09:00:00,65,5,5,20,5,5,0,15,2,Wednesday,False
2023-11-01 09:15:00,100,80,20,40,5,5,0,20,2,Wednesday,False
2023-11-01 09:30:00,120,100,35,55,30,10,0,15,2,Wednesday,False
2023-11-01 09:45:00,120,100,85,70,60,45,0,20,2,Wednesday,False
2023-11-01 10:00:00,115,110,90,85,90,55,0,35,2,Wednesday,False
2023-11-01 10:15:00,125,105,90,100,90,60,0,45,2,Wednesday,False
2023-11-01 10:30:00,130,105,90,100,80,60,0,45,2,Wednesday,False
2023-11-01 10:45:00,110,110,80,100,70,60,0,35,2,Wednesday,False
2023-11-01 11:00:00,110,110,80,95,75,60,0,40,2,Wednesday,False
2023-11-01 11:15:00,105,110,80,0,80,60,0,35,2,Wednesday,False
2023-11-01 11:30:00,120,110,75,0,80,70,0,45,2,Wednesday,False
2023-11-01 11:45:00,110,100,85,0,80,70,0,45,2,Wednesday,False
2023-11-01 12:00:00,110,100,85,0,80,75,0,45,2,Wednesday,False
2023-11-01 12:15:00,120,110,95,0,95,75,0,45,2,Wednesday,False
2023-11-01 12:30:00,120,100,100,0,95,75,0,60,2,Wednesday,False
2023-11-01 12:45:00,120,100,100,0,95,80,0,45,2,Wednesday,False
2023-11-01 13:00:00,130,110,100,40,100,85,0,60,2,Wednesday,False
2023-11-01 13:15:00,120,110,110,90,95,65,0,35,2,Wednesday,False
2023-11-01 13:30:00,100,110,90,110,90,65,0,50,2,Wednesday,False
2023-11-01 13:45:00,100,110,90,100,85,65,0,45,2,Wednesday,False
2023-11-01 14:00:00,120,105,85,100,85,65,0,50,2,Wednesday,False
2023-11-01 14:15:00,120,100,85,90,90,75,0,50,2,Wednesday,False
2023-11-01 14:30:00,130,100,85,100,100,75,0,60,2,Wednesday,False
2023-11-01 14:45:00,130,100,80,110,110,75,0,60,2,Wednesday,False
2023-11-01 15:00:00,130,100,85,100,100,75,0,50,2,Wednesday,False
2023-11-01 15:15:00,120,120,90,85,100,65,0,50,2,Wednesday,False
2023-11-01 15:30:00,120,120,85,85,100,70,0,50,2,Wednesday,False
2023-11-01 15:45:00,120,120,80,85,100,75,0,50,2,Wednesday,False
2023-11-01 16:00:00,130,115,85,90,90,75,0,60,2,Wednesday,False
2023-11-01 16:15:00,140,115,95,95,85,75,0,50,2,Wednesday,False
