時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
2023-04-01 09:00:00,0,0,0,0,0,0,0,0,5,Saturday,False
2023-04-01 09:15:00,180,175,65,105,50,20,0,15,5,Saturday,False
2023-04-01 09:30:00,190,170,65,115,55,40,0,30,5,Saturday,False
2023-04-01 09:45:00,180,170,65,120,60,55,0,25,5,Saturday,False
2023-04-01 10:00:00,170,170,60,140,70,55,0,35,5,Saturday,False
2023-04-01 10:15:00,180,165,70,140,75,60,15,45,5,Saturday,False
2023-04-01 10:30:00,200,170,85,130,85,70,20,45,5,Saturday,False
2023-04-01 10:45:00,200,170,85,130,90,80,25,45,5,Saturday,False
2023-04-01 11:00:00,200,205,110,130,85,80,30,45,5,Saturday,False
2023-04-01 11:15:00,200,205,105,130,85,80,30,35,5,Saturday,False
2023-04-01 11:30:00,200,180,105,120,85,70,30,40,5,Saturday,False
2023-04-01 11:45:00,180,175,90,110,85,65,35,40,5,Saturday,False
2023-04-01 12:00:00,180,175,80,120,85,65,35,40,5,Saturday,False
2023-04-01 12:15:00,180,165,80,120,85,70,40,35,5,Saturday,False
2023-04-01 12:30:00,165,140,60,130,85,70,25,40,5,Saturday,False
2023-04-01 12:45:00,165,140,65,130,85,65,30,50,5,Saturday,False
2023-04-01 13:00:00,155,155,75,130,85,60,45,50,5,Saturday,False
2023-04-01 13:15:00,160,140,80,130,80,65,40,55,5,Saturday,False
2023-04-01 13:30:00,170,130,80,130,80,70,20,40,5,Saturday,False
2023-04-01 13:45:00,170,120,85,120,80,70,40,40,5,Saturday,False
2023-04-01 14:00:00,170,130,85,120,80,70,30,50,5,Saturday,False
2023-04-01 14:15:00,170,130,80,120,80,70,30,50,5,Saturday,False
2023-04-01 14:30:00,170,120,75,120,80,70,40,50,5,Saturday,False
2023-04-01 14:45:00,170,160,75,100,85,70,35,55,5,Saturday,False
2023-04-01 15:00:00,170,150,70,100,80,70,35,55,5,Saturday,False
2023-04-01 15:15:00,160,155,75,120,75,65,50,35,5,Saturday,False
2023-04-01 15:30:00,160,170,85,130,75,65,45,35,5,Saturday,False
