時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
2024-04-01 09:00:00,35,0,20,50,5,5,0,15,0,Monday,False
2024-04-01 09:15:00,160,0,50,75,5,5,0,15,0,Monday,False
2024-04-01 09:30:00,165,0,75,100,70,30,0,15,0,Monday,False
2024-04-01 09:45:00,170,0,100,0,110,80,0,20,0,Monday,False
2024-04-01 10:00:00,170,0,120,0,130,100,5,45,0,Monday,False
2024-04-01 10:15:00,160,0,150,0,135,120,20,70,0,Monday,False
2024-04-01 10:30:00,160,0,160,0,140,130,20,60,0,Monday,False
2024-04-01 10:45:00,170,0,160,0,150,130,20,60,0,Monday,False
2024-04-01 11:00:00,160,0,140,0,160,130,40,65,0,Monday,False
2024-04-01 11:15:00,160,0,150,0,170,120,40,65,0,Monday,False
2024-04-01 11:30:00,160,0,150,0,180,120,35,60,0,Monday,False
2024-04-01 11:45:00,160,0,130,70,160,120,45,45,0,Monday,False
2024-04-01 12:00:00,150,0,130,140,160,100,30,45,0,Monday,False
2024-04-01 12:15:00,150,0,130,155,145,100,30,60,0,Monday,False
2024-04-01 12:30:00,145,0,130,130,140,85,45,45,0,Monday,False
2024-04-01 12:45:00,145,0,120,145,125,85,45,35,0,Monday,False
2024-04-01 13:00:00,145,0,110,145,95,85,30,35,0,Monday,False
2024-04-01 13:15:00,140,0,110,150,95,95,35,35,0,Monday,False
2024-04-01 13:30:00,150,0,105,150,110,90,20,45,0,Monday,False
2024-04-01 13:45:00,150,0,115,135,110,90,40,45,0,Monday,False
2024-04-01 14:00:00,145,0,120,130,120,90,40,45,0,Monday,False
2024-04-01 14:15:00,145,0,120,130,120,95,30,45,0,Monday,False
2024-04-01 14:30:00,140,0,135,120,120,100,30,45,0,Monday,False
2024-04-01 14:45:00,160,0,150,150,120,100,45,45,0,Monday,False
2024-04-01 15:00:00,140,0,150,150,125,100,40,45,0,Monday,False
2024-04-01 15:15:00,140,0,130,150,120,95,40,55,0,Monday,False
2024-04-01 15:30:00,130,0,120,150,140,100,45,40,0,Monday,False
2024-04-01 15:45:00,130,0,120,145,140,100,35,55,0,Monday,False
2024-04-01 16:00:00,150,0,105,140,150,100,45,45,0,Monday,False
2024-04-01 16:15:00,150,0,105,140,140,90,35,50,0,Monday,False
2024-04-01 16:30:00,150,0,120,160,140,85,25,65,0,Monday,False
2024-04-01 16:45:00,150,0,125,165,140,85,40,35,0,Monday,False
2024-04-01 17:00:00,145,0,115,160,130,80,35,50,0,Monday,False
2024-04-01 17:15:00,145,0,125,160,130,80,35,45,0,Monday,False
2024-04-01 17:30:00,145,0,125,130,110,80,30,55,0,Monday,False
2024-04-01 17:45:00,140,0,120,120,100,80,35,55,0,Monday,False
2024-04-01 18:00:00,120,0,120,110,100,85,35,35,0,Monday,False
2024-04-01 18:15:00,110,0,120,105,90,75,25,30,0,Monday,False
2024-04-01 18:30:00,110,0,115,105,70,75,25,45,0,Monday,False
2024-04-01 18:45:00,115,0,100,95,60,65,15,35,0,Monday,False
2024-04-01 19:00:00,105,0,90,90,60,55,15,15,0,Monday,False
2024-04-01 19:15:00,95,0,90,85,60,55,15,15,0,Monday,False
2024-04-01 19:30:00,90,0,100,75,60,60,15,15,0,Monday,False
2024-04-01 19:45:00,0,0,0,75,70,60,15,15,0,Monday,False
2024-04-01 20:00:00,0,0,0,0,0,60,15,30,0,Monday,False
2024-04-01 20:15:00,0,0,0,0,0,0,15,20,0,Monday,False
2024-04-01 20:30:00,0,0,0,0,0,0,0,15,0,Monday,False
2024-04-01 20:45:00,0,0,0,0,0,0,0,20,0,Monday,False
2024-04-02 09:00:00,40,0,10,15,5,5,0,5,1,Tuesday,False
2024-04-02 09:15:00,80,0,20,40,5,5,0,15,1,Tuesday,False
2024-04-02 09:30:00,130,0,60,80,5,5,0,15,1,Tuesday,False
2024-04-02 09:45:00,150,0,105,110,40,25,0,15,1,Tuesday,False
2024-04-02 10:00:00,160,0,120,120,130,70,5,15,1,Tuesday,False
2024-04-02 10:15:00,180,0,125,130,135,105,15,15,1,Tuesday,False
2024-04-02 10:30:00,185,0,130,140,130,120,20,75,1,Tuesday,False
