時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
2024-07-01 09:00:00,80,70,50,10,25,0,0,5,0,Monday,False
2024-07-01 09:15:00,100,85,55,70,20,0,0,15,0,Monday,False
2024-07-01 09:30:00,105,100,65,95,40,0,0,30,0,Monday,False
2024-07-01 09:45:00,105,105,75,75,60,0,0,25,0,Monday,False
2024-07-01 10:00:00,125,100,65,85,70,10,5,35,0,Monday,False
2024-07-01 10:15:00,100,90,65,100,65,45,15,35,0,Monday,False
2024-07-01 10:30:00,95,75,60,85,60,60,15,20,0,Monday,False
2024-07-01 10:45:00,110,65,65,80,50,50,25,20,0,Monday,False
2024-07-01 11:00:00,110,70,55,80,45,50,15,20,0,Monday,False
2024-07-01 11:15:00,110,70,55,80,45,50,15,20,0,Monday,False
2024-07-01 11:30:00,75,70,50,65,40,55,15,15,0,Monday,False
2024-07-01 11:45:00,70,65,60,70,40,55,30,15,0,Monday,False
2024-07-01 12:00:00,75,75,60,80,55,40,30,15,0,Monday,False
2024-07-01 12:15:00,75,75,40,75,50,0,15,20,0,Monday,False
2024-07-01 12:30:00,80,60,40,65,45,0,25,15,0,Monday,False
2024-07-01 12:45:00,80,60,40,75,55,0,20,20,0,Monday,False
2024-07-01 13:00:00,80,70,50,85,60,0,20,20,0,Monday,False
2024-07-01 13:15:00,80,75,55,100,60,0,25,20,0,Monday,False
2024-07-01 13:30:00,80,55,55,90,70,0,25,20,0,Monday,False
2024-07-01 13:45:00,75,50,65,85,65,0,15,20,0,Monday,False
2024-07-01 14:00:00,80,60,65,80,60,0,15,20,0,Monday,False
2024-07-01 14:15:00,85,55,65,90,70,0,20,20,0,Monday,False
2024-07-01 14:30:00,85,70,55,90,70,45,25,15,0,Monday,False
2024-07-01 14:45:00,85,70,55,85,70,60,15,15,0,Monday,False
2024-07-01 15:00:00,85,70,60,80,65,60,20,15,0,Monday,False
2024-07-01 15:15:00,75,65,60,80,65,75,20,15,0,Monday,False
2024-07-01 15:30:00,85,60,55,80,65,75,25,15,0,Monday,False
2024-07-01 15:45:00,90,65,60,75,65,75,15,15,0,Monday,False
2024-07-01 16:00:00,80,60,60,75,50,75,30,15,0,Monday,False
2024-07-01 16:15:00,75,65,50,70,50,75,15,15,0,Monday,False
2024-07-01 16:30:00,80,65,45,70,40,75,25,20,0,Monday,False
2024-07-01 16:45:00,80,60,55,70,40,75,25,15,0,Monday,False
2024-07-01 17:00:00,90,65,45,70,60,80,25,15,0,Monday,False
2024-07-01 17:15:00,85,65,45,75,60,70,25,20,0,Monday,False
2024-07-01 17:30:00,85,70,70,70,60,45,25,20,0,Monday,False
2024-07-01 17:45:00,80,60,70,75,45,55,25,20,0,Monday,False
2024-07-01 18:00:00,75,55,60,80,35,55,25,15,0,Monday,False
2024-07-01 18:15:00,60,50,55,70,35,55,15,20,0,Monday,False
2024-07-01 18:30:00,65,55,45,65,45,55,20,15,0,Monday,False
2024-07-01 18:45:00,70,50,40,60,45,50,15,15,0,Monday,False
2024-07-01 19:00:00,75,45,35,55,40,50,20,15,0,Monday,False
2024-07-01 19:15:00,65,45,40,45,40,40,20,20,0,Monday,False
2024-07-01 19:30:00,60,40,40,40,35,35,25,15,0,Monday,False
2024-07-01 19:45:00,50,40,35,50,10,30,25,15,0,Monday,False
2024-07-01 20:00:00,40,35,20,40,10,30,15,15,0,Monday,False
2024-07-01 20:15:00,40,35,25,35,10,10,15,15,0,Monday,False
2024-07-01 20:30:00,40,20,20,25,5,10,0,0,0,Monday,False
2024-07-01 20:45:00,0,15,25,25,5,5,0,5,0,Monday,False
2024-07-02 09:00:00,80,70,5,50,10,5,0,5,1,Tuesday,False
2024-07-02 09:15:00,85,75,65,65,15,5,0,15,1,Tuesday,False
2024-07-02 09:30:00,95,65,65,70,40,35,0,20,1,Tuesday,False
2024-07-02 09:45:00,95,60,65,60,55,40,0,20,1,Tuesday,False
2024-07-02 10:00:00,80,60,60,60,60,50,5,35,1,Tuesday,False
2024-07-02 10:15:00,65,65,50,60,60,55,20,20,1,Tuesday,False
2024-07-02 10:30:00,60,55,45,60,45,45,20,20,1,Tuesday,False
2024-07-02 10:45:00,70,60,45,60,35,40,15,15,1,Tuesday,False
2024-07-02 11:00:00,70,60,40,60,35,40,20,20,1,Tuesday,False
2024-07-02 11:15:00,75,50,35,55,40,45,25,15,1,Tuesday,False
2024-07-02 11:30:00,75,45,45,50,40,45,15,15,1,Tuesday,False
2024-07-02 11:45:00,75,45,45,50,35,45,15,10,1,Tuesday,False
2024-07-02 12:00:00,65,45,45,50,35,45,15,10,1,Tuesday,False
2024-07-02 12:15:00,60,45,45,55,45,30,15,15,1,Tuesday,False
2024-07-02 12:30:00,50,45,45,50,45,40,15,15,1,Tuesday,False
2024-07-02 12:45:00,55,45,45,50,45,40,20,15,1,Tuesday,False
2024-07-02 13:00:00,55,50,45,60,45,35,20,15,1,Tuesday,False
2024-07-02 13:15:00,60,55,40,55,45,35,20,15,1,Tuesday,False
2024-07-02 13:30:00,65,55,45,50,45,40,25,15,1,Tuesday,False
2024-07-02 13:45:00,65,45,45,50,50,45,25,10,1,Tuesday,False
2024-07-02 14:00:00,70,40,45,60,50,45,25,15,1,Tuesday,False
2024-07-02 14:15:00,80,45,45,65,50,50,15,15,1,Tuesday,False
2024-07-02 14:30:00,80,55,45,60,55,40,20,15,1,Tuesday,False
2024-07-02 14:45:00,65,65,45,55,55,50,25,15,1,Tuesday,False
2024-07-02 15:00:00,60,65,50,55,55,55,20,15,1,Tuesday,False
2024-07-02 15:15:00,70,60,50,65,45,55,20,15,1,Tuesday,False
2024-07-02 15:30:00,75,45,45,55,40,55,20,15,1,Tuesday,False
2024-07-02 15:45:00,80,50,45,55,45,50,15,20,1,Tuesday,False
2024-07-02 16:00:00,70,55,55,55,40,45,15,15,1,Tuesday,False
2024-07-02 16:15:00,60,50,50,55,40,45,15,15,1,Tuesday,False
2024-07-02 16:30:00,60,65,55,55,50,45,20,15,1,Tuesday,False
2024-07-02 16:45:00,65,65,45,55,50,45,15,20,1,Tuesday,False
2024-07-02 17:00:00,65,55,45,60,40,40,15,15,1,Tuesday,False
2024-07-02 17:15:00,70,50,45,60,35,35,20,15,1,Tuesday,False
2024-07-02 17:30:00,70,40,45,80,40,40,25,15,1,Tuesday,False
2024-07-02 17:45:00,75,45,40,75,35,45,25,15,1,Tuesday,False
2024-07-02 18:00:00,70,55,55,55,40,45,20,20,1,Tuesday,False
2024-07-02 18:15:00,70,55,60,50,40,45,15,15,1,Tuesday,False
2024-07-02 18:30:00,65,55,45,45,40,45,15,15,1,Tuesday,False
2024-07-02 18:45:00,60,40,40,35,30,45,15,15,1,Tuesday,False
2024-07-02 19:00:00,65,40,30,35,25,30,20,15,1,Tuesday,False
2024-07-02 19:15:00,65,45,30,40,25,30,20,20,1,Tuesday,False
2024-07-02 19:30:00,55,35,35,35,20,15,25,15,1,Tuesday,False
2024-07-02 19:45:00,0,30,40,30,15,15,20,15,1,Tuesday,False
2024-07-02 20:00:00,0,30,35,30,5,20,20,15,1,Tuesday,False
2024-07-02 20:15:00,0,30,25,30,5,15,20,20,1,Tuesday,False
2024-07-02 20:30:00,5,25,25,20,5,5,0,15,1,Tuesday,False
2024-07-02 20:45:00,20,25,0,15,5,0,0,15,1,Tuesday,False
2024-07-03 09:00:00,120,0,5,65,10,5,0,5,2,Wednesday,False
2024-07-03 09:15:00,100,0,70,70,25,15,0,15,2,Wednesday,False
2024-07-03 09:30:00,75,50,70,70,60,45,0,15,2,Wednesday,False
2024-07-03 09:45:00,75,40,65,80,70,55,0,30,2,Wednesday,False
2024-07-03 10:00:00,70,70,55,75,65,55,10,15,2,Wednesday,False
2024-07-03 10:15:00,65,60,60,70,60,50,15,20,2,Wednesday,False
2024-07-03 10:30:00,60,55,60,70,45,45,15,20,2,Wednesday,False
2024-07-03 10:45:00,55,50,45,65,45,35,20,20,2,Wednesday,False
2024-07-03 11:00:00,60,50,45,60,50,35,20,15,2,Wednesday,False
2024-07-03 11:15:00,60,35,40,60,50,45,25,10,2,Wednesday,False
2024-07-03 11:30:00,55,30,30,65,45,50,25,10,2,Wednesday,False
2024-07-03 11:45:00,55,45,35,65,45,50,20,10,2,Wednesday,False
2024-07-03 12:00:00,55,0,45,60,50,40,15,20,2,Wednesday,False
2024-07-03 12:15:00,50,0,45,60,50,35,15,15,2,Wednesday,False
2024-07-03 12:30:00,50,0,45,50,55,35,20,10,2,Wednesday,False
2024-07-03 12:45:00,45,0,45,50,55,35,20,15,2,Wednesday,False
2024-07-03 13:00:00,45,25,40,50,55,45,20,15,2,Wednesday,False
2024-07-03 13:15:00,45,45,40,50,60,45,20,15,2,Wednesday,False
2024-07-03 13:30:00,60,65,35,55,60,45,25,15,2,Wednesday,False
2024-07-03 13:45:00,60,45,35,55,55,45,25,20,2,Wednesday,False
2024-07-03 14:00:00,75,40,35,55,60,45,15,20,2,Wednesday,False
2024-07-03 14:15:00,85,55,55,70,55,45,15,20,2,Wednesday,False
2024-07-03 14:30:00,75,60,50,65,55,50,15,15,2,Wednesday,False
2024-07-03 14:45:00,55,70,55,65,45,50,25,20,2,Wednesday,False
2024-07-03 15:00:00,65,80,55,65,60,55,15,20,2,Wednesday,False
2024-07-03 15:15:00,65,75,50,65,60,55,20,20,2,Wednesday,False
2024-07-03 15:30:00,75,65,50,65,60,30,25,20,2,Wednesday,False
2024-07-03 15:45:00,70,55,45,65,60,45,15,20,2,Wednesday,False
2024-07-03 16:00:00,60,60,45,60,55,40,15,20,2,Wednesday,False
2024-07-03 16:15:00,65,65,50,60,50,35,15,20,2,Wednesday,False
2024-07-03 16:30:00,80,60,45,65,50,50,15,20,2,Wednesday,False
2024-07-03 16:45:00,75,55,45,70,40,50,25,20,2,Wednesday,False
2024-07-03 17:00:00,70,60,45,65,40,40,20,20,2,Wednesday,False
2024-07-03 17:15:00,80,55,50,65,40,40,25,15,2,Wednesday,False
2024-07-03 17:30:00,80,50,50,55,30,40,15,20,2,Wednesday,False
2024-07-03 17:45:00,85,50,50,55,35,40,15,15,2,Wednesday,False
2024-07-03 18:00:00,75,65,50,60,40,35,15,15,2,Wednesday,False
2024-07-03 18:15:00,70,70,50,60,40,30,15,15,2,Wednesday,False
2024-07-03 18:30:00,65,70,50,50,40,35,15,15,2,Wednesday,False
2024-07-03 18:45:00,75,60,35,50,40,45,15,15,2,Wednesday,False
2024-07-03 19:00:00,75,50,35,35,35,30,25,15,2,Wednesday,False
2024-07-03 19:15:00,75,45,30,35,30,40,25,20,2,Wednesday,False
2024-07-03 19:30:00,60,40,35,40,30,25,25,15,2,Wednesday,False
2024-07-03 19:45:00,50,45,40,40,15,20,25,15,2,Wednesday,False
2024-07-03 20:00:00,40,40,40,40,15,15,15,15,2,Wednesday,False
2024-07-03 20:15:00,35,35,25,30,5,5,15,15,2,Wednesday,False
2024-07-03 20:30:00,0,30,20,15,5,5,0,20,2,Wednesday,False
2024-07-03 20:45:00,0,0,0,20,5,5,0,25,2,Wednesday,False
2024-07-04 09:00:00,75,60,5,50,5,5,0,5,3,Thursday,False
2024-07-04 09:15:00,90,70,60,65,20,5,0,15,3,Thursday,False
2024-07-04 09:30:00,90,70,125,70,50,40,0,25,3,Thursday,False
2024-07-04 09:45:00,90,85,125,70,65,55,0,30,3,Thursday,False
2024-07-04 10:00:00,90,85,90,75,70,50,5,30,3,Thursday,False
2024-07-04 10:15:00,70,75,70,75,55,50,15,35,3,Thursday,False
2024-07-04 10:30:00,70,55,65,75,45,50,15,35,3,Thursday,False
2024-07-04 10:45:00,80,55,40,70,40,45,20,20,3,Thursday,False
2024-07-04 11:00:00,70,55,40,60,40,45,25,20,3,Thursday,False
2024-07-04 11:15:00,70,45,40,60,40,40,25,15,3,Thursday,False
2024-07-04 11:30:00,60,50,35,55,45,35,25,15,3,Thursday,False
2024-07-04 11:45:00,50,55,45,55,45,40,15,20,3,Thursday,False
2024-07-04 12:00:00,50,60,50,60,45,45,15,15,3,Thursday,False
2024-07-04 12:15:00,45,55,55,50,40,45,15,20,3,Thursday,False
2024-07-04 12:30:00,70,60,70,55,50,90,15,15,3,Thursday,False
2024-07-04 12:45:00,75,45,70,55,55,90,20,20,3,Thursday,False
2024-07-04 13:00:00,60,45,55,65,60,90,25,20,3,Thursday,False
2024-07-04 13:15:00,55,50,45,65,60,40,25,20,3,Thursday,False
2024-07-04 13:30:00,60,45,40,65,60,45,25,20,3,Thursday,False
2024-07-04 13:45:00,65,35,30,65,60,45,25,20,3,Thursday,False
2024-07-04 14:00:00,65,55,35,65,55,45,20,20,3,Thursday,False
2024-07-04 14:15:00,70,50,50,70,55,40,20,20,3,Thursday,False
2024-07-04 14:30:00,70,55,50,70,55,45,20,20,3,Thursday,False
2024-07-04 14:45:00,70,55,50,60,55,50,20,20,3,Thursday,False
2024-07-04 15:00:00,60,60,55,50,45,50,20,20,3,Thursday,False
2024-07-04 15:15:00,65,60,60,50,40,50,25,15,3,Thursday,False
2024-07-04 15:30:00,65,55,55,60,45,50,20,15,3,Thursday,False
2024-07-04 15:45:00,65,50,55,60,55,50,20,15,3,Thursday,False
2024-07-04 16:00:00,70,50,55,65,55,50,15,20,3,Thursday,False
2024-07-04 16:15:00,70,45,50,65,55,40,25,15,3,Thursday,False
2024-07-04 16:30:00,75,45,50,65,55,45,15,15,3,Thursday,False
2024-07-04 16:45:00,70,55,55,70,50,45,15,20,3,Thursday,False
2024-07-04 17:00:00,65,50,55,60,50,50,15,15,3,Thursday,False
2024-07-04 17:15:00,65,50,60,60,50,45,15,15,3,Thursday,False
2024-07-04 17:30:00,70,50,60,45,40,45,15,15,3,Thursday,False
2024-07-04 17:45:00,70,50,45,45,40,40,15,15,3,Thursday,False
2024-07-04 18:00:00,65,50,45,55,35,40,15,15,3,Thursday,False
2024-07-04 18:15:00,65,45,45,60,35,45,15,15,3,Thursday,False
2024-07-04 18:30:00,60,45,100,60,45,45,15,15,3,Thursday,False
2024-07-04 18:45:00,60,50,100,60,45,45,20,20,3,Thursday,False
2024-07-04 19:00:00,60,55,70,0,40,35,15,15,3,Thursday,False
2024-07-04 19:15:00,60,50,55,0,35,25,20,15,3,Thursday,False
2024-07-04 19:30:00,65,35,35,0,30,25,25,15,3,Thursday,False
2024-07-04 19:45:00,55,40,40,0,30,45,15,15,3,Thursday,False
2024-07-04 20:00:00,45,40,30,0,30,25,20,15,3,Thursday,False
2024-07-04 20:15:00,40,40,35,0,15,25,20,20,3,Thursday,False
2024-07-04 20:30:00,35,40,25,0,10,5,0,20,3,Thursday,False
2024-07-04 20:45:00,0,20,0,5,5,5,0,20,3,Thursday,False
2024-07-05 09:00:00,75,60,5,55,5,5,0,5,4,Friday,False
2024-07-05 09:15:00,80,70,60,55,20,15,0,15,4,Friday,False
2024-07-05 09:30:00,70,70,55,55,50,30,0,20,4,Friday,False
2024-07-05 09:45:00,65,65,50,50,45,40,0,15,4,Friday,False
2024-07-05 10:00:00,65,50,45,50,35,45,10,20,4,Friday,False
2024-07-05 10:15:00,75,50,40,50,35,45,15,20,4,Friday,False
2024-07-05 10:30:00,65,50,35,50,35,35,15,20,4,Friday,False
2024-07-05 10:45:00,70,50,35,50,35,40,20,15,4,Friday,False
2024-07-05 11:00:00,70,50,35,50,35,45,20,10,4,Friday,False
2024-07-05 11:15:00,65,50,35,50,40,40,25,10,4,Friday,False
2024-07-05 11:30:00,45,50,35,50,35,35,25,10,4,Friday,False
2024-07-05 11:45:00,45,40,40,45,35,40,15,15,4,Friday,False
2024-07-05 12:00:00,45,40,40,40,35,40,25,10,4,Friday,False
2024-07-05 12:15:00,55,20,40,40,35,30,25,15,4,Friday,False
2024-07-05 12:30:00,55,20,20,35,35,30,25,15,4,Friday,False
2024-07-05 12:45:00,55,35,20,35,35,20,25,15,4,Friday,False
2024-07-05 13:00:00,55,50,20,40,35,25,20,10,4,Friday,False
2024-07-05 13:15:00,55,50,35,45,35,20,20,10,4,Friday,False
2024-07-05 13:30:00,55,35,35,50,35,25,25,10,4,Friday,False
2024-07-05 13:45:00,55,35,60,45,40,25,25,15,4,Friday,False
2024-07-05 14:00:00,55,35,50,35,50,20,25,10,4,Friday,False
2024-07-05 14:15:00,50,40,65,35,40,20,20,15,4,Friday,False
2024-07-05 14:30:00,60,50,65,40,30,25,15,15,4,Friday,False
2024-07-05 14:45:00,60,55,40,45,25,35,25,15,4,Friday,False
2024-07-05 15:00:00,40,50,30,45,30,35,20,15,4,Friday,False
2024-07-05 15:15:00,55,45,35,45,30,30,20,15,4,Friday,False
2024-07-05 15:30:00,60,40,35,50,30,25,25,15,4,Friday,False
2024-07-05 15:45:00,60,50,30,50,30,25,25,20,4,Friday,False
2024-07-05 16:00:00,55,50,35,50,30,15,15,15,4,Friday,False
2024-07-05 16:15:00,60,50,35,55,25,20,25,20,4,Friday,False
2024-07-05 16:30:00,60,50,35,45,25,25,20,20,4,Friday,False
2024-07-05 16:45:00,55,50,35,45,20,15,25,20,4,Friday,False
2024-07-05 17:00:00,45,50,35,35,15,25,25,20,4,Friday,False
2024-07-05 17:15:00,40,35,30,25,15,25,25,20,4,Friday,False
2024-07-05 17:30:00,45,40,25,20,15,15,20,20,4,Friday,False
2024-07-05 17:45:00,0,40,30,20,15,15,0,25,4,Friday,False
2024-07-05 18:00:00,0,0,0,25,5,10,0,0,4,Friday,False
2024-07-05 18:15:00,0,0,0,0,5,0,0,0,4,Friday,False
2024-07-05 18:30:00,0,0,0,0,0,0,0,0,4,Friday,False
2024-07-05 18:45:00,0,0,0,0,0,0,0,0,4,Friday,False
2024-07-05 19:00:00,0,0,0,0,0,0,0,0,4,Friday,False
2024-07-05 19:15:00,0,0,0,0,0,0,0,0,4,Friday,False
2024-07-05 19:30:00,20,5,5,5,5,5,5,5,4,Friday,False
2024-07-05 19:45:00,20,5,5,5,5,5,15,15,4,Friday,False
2024-07-05 20:00:00,30,25,13,5,5,5,15,15,4,Friday,False
2024-07-05 20:15:00,30,25,13,10,5,5,15,15,4,Friday,False
2024-07-05 20:30:00,20,10,13,15,20,25,15,15,4,Friday,False
2024-07-05 20:45:00,20,10,13,15,25,15,15,15,4,Friday,False
2024-07-06 09:00:00,100,70,55,55,0,5,0,5,5,Saturday,False
2024-07-06 09:15:00,110,70,55,70,0,15,0,20,5,Saturday,False
2024-07-06 09:30:00,100,75,65,80,0,50,0,30,5,Saturday,False
2024-07-06 09:45:00,95,75,70,80,0,50,0,35,5,Saturday,False
