時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
2023-08-01 09:00:00,0,0,0,0,0,0,0,0,1,Tuesday,False
2023-08-01 09:15:00,140,110,50,55,10,10,0,15,1,Tuesday,False
2023-08-01 09:30:00,140,120,70,70,30,40,0,20,1,Tuesday,False
2023-08-01 09:45:00,140,110,65,65,70,45,0,35,1,Tuesday,False
2023-08-01 10:00:00,130,110,60,0,80,50,0,35,1,Tuesday,False
2023-08-01 10:15:00,115,115,50,0,85,60,20,30,1,Tuesday,False
2023-08-01 10:30:00,115,110,55,0,80,60,20,35,1,Tuesday,False
2023-08-01 10:45:00,115,110,110,0,70,50,25,35,1,Tuesday,False
2023-08-01 11:00:00,100,100,140,10,60,50,30,40,1,Tuesday,False
2023-08-01 11:15:00,100,0,140,55,60,45,30,40,1,Tuesday,False
2023-08-01 11:30:00,100,0,120,90,45,45,30,35,1,Tuesday,False
2023-08-01 11:45:00,100,0,110,90,40,45,35,35,1,Tuesday,False
2023-08-01 12:00:00,100,0,50,90,40,40,35,35,1,Tuesday,False
2023-08-01 12:15:00,95,0,50,90,50,45,25,40,1,Tuesday,False
2023-08-01 12:30:00,0,0,40,90,55,45,25,40,1,Tuesday,False
2023-08-01 12:45:00,0,30,40,80,55,40,30,40,1,Tuesday,False
2023-08-01 13:00:00,0,80,70,80,55,45,30,15,1,Tuesday,False
2023-08-01 13:15:00,45,0,0,90,60,55,35,20,1,Tuesday,False
2023-08-01 13:30:00,0,0,0,100,55,0,0,20,1,Tuesday,False
2023-08-01 13:45:00,0,0,0,0,45,0,0,0,1,Tuesday,False
2023-08-01 14:00:00,70,0,30,100,50,10,25,0,1,Tuesday,False
2023-08-01 14:15:00,120,0,65,100,55,5,30,15,1,Tuesday,False
2023-08-01 14:30:00,130,0,70,100,55,60,30,30,1,Tuesday,False
2023-08-01 14:45:00,130,60,70,80,45,60,40,35,1,Tuesday,False
2023-08-01 15:00:00,110,100,60,80,45,55,35,40,1,Tuesday,False
2023-08-01 15:15:00,110,115,90,80,45,55,35,40,1,Tuesday,False
2023-08-01 15:30:00,95,100,55,110,50,45,35,40,1,Tuesday,False
2023-08-01 15:45:00,95,100,50,110,50,50,45,40,1,Tuesday,False
2023-08-01 16:00:00,95,80,50,80,50,50,30,15,1,Tuesday,False
2023-08-01 16:15:00,90,80,50,65,50,45,15,20,1,Tuesday,False
2023-08-01 16:30:00,80,90,60,55,45,50,20,20,1,Tuesday,False
2023-08-01 16:45:00,80,90,60,60,40,55,20,40,1,Tuesday,False
2023-08-01 17:00:00,80,90,50,65,30,50,20,20,1,Tuesday,False
