時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
2024-01-01 09:00:00,165,115,40,60,10,5,0,15,0,Monday,True
2024-01-01 09:15:00,0,0,0,0,0,0,0,0,0,Monday,True
2024-01-01 09:30:00,0,0,0,0,0,0,0,0,0,Monday,True
2024-01-01 09:45:00,150,140,50,90,85,70,0,30,0,Monday,True
2024-01-01 10:00:00,140,110,55,85,90,65,0,40,0,Monday,True
2024-01-01 10:15:00,130,100,55,85,90,65,0,35,0,Monday,True
2024-01-01 10:30:00,120,90,40,90,80,60,0,45,0,Monday,True
2024-01-01 10:45:00,130,95,50,90,80,55,0,45,0,Monday,True
2024-01-01 11:00:00,130,100,60,95,60,50,0,45,0,Monday,True
2024-01-01 11:15:00,135,110,55,95,50,45,0,35,0,Monday,True
2024-01-01 11:30:00,125,110,55,95,50,45,0,45,0,Monday,True
2024-01-01 11:45:00,125,110,45,80,55,50,0,35,0,Monday,True
2024-01-01 12:00:00,125,110,45,75,55,55,0,45,0,Monday,True
2024-01-01 12:15:00,115,100,35,70,65,65,0,50,0,Monday,True
2024-01-01 12:30:00,110,90,50,75,65,65,0,35,0,Monday,True
2024-01-01 12:45:00,120,90,45,70,70,60,0,50,0,Monday,True
2024-01-01 13:00:00,120,95,45,75,80,55,0,35,0,Monday,True
2024-01-01 13:15:00,110,85,40,75,95,55,0,30,0,Monday,True
2024-01-01 13:30:00,120,95,40,75,90,35,0,35,0,Monday,True
2024-01-01 13:45:00,110,105,40,90,85,35,0,45,0,Monday,True
2024-01-01 14:00:00,110,110,55,90,85,60,0,45,0,Monday,True
2024-01-01 14:15:00,115,105,55,75,100,60,0,50,0,Monday,True
2024-01-01 14:30:00,120,105,40,80,100,65,0,35,0,Monday,True
2024-01-01 14:45:00,130,105,45,80,70,60,0,35,0,Monday,True
2024-01-01 15:00:00,135,105,45,80,70,65,0,35,0,Monday,True
2024-01-01 15:15:00,135,105,45,80,80,65,0,35,0,Monday,True
2024-01-01 15:30:00,125,105,45,80,95,65,0,35,0,Monday,True
2024-01-01 15:45:00,125,100,60,80,110,65,0,30,0,Monday,True
2024-01-01 16:00:00,125,125,60,80,105,65,0,45,0,Monday,True
2024-01-01 16:15:00,125,125,55,80,105,65,0,50,0,Monday,True
2024-01-01 16:30:00,130,125,55,90,120,65,0,50,0,Monday,True
2024-01-01 16:45:00,135,125,35,95,110,65,0,50,0,Monday,True
2024-01-01 17:00:00,140,110,50,75,110,100,0,35,0,Monday,True
2024-01-01 17:15:00,130,100,45,75,105,80,0,55,0,Monday,True
2024-01-01 17:30:00,115,100,50,80,105,70,0,60,0,Monday,True
2024-01-01 17:45:00,105,100,50,90,105,70,0,45,0,Monday,True
2024-01-01 18:00:00,105,105,45,90,85,70,0,45,0,Monday,True
2024-01-01 18:15:00,100,85,40,70,75,70,0,45,0,Monday,True
2024-01-01 18:30:00,95,85,40,65,65,45,0,30,0,Monday,True
2024-01-01 18:45:00,95,75,25,55,65,25,0,20,0,Monday,True
2024-01-01 19:00:00,85,70,15,55,50,25,0,20,0,Monday,True
2024-01-01 19:15:00,85,65,15,45,50,25,0,20,0,Monday,True
2024-01-01 19:30:00,75,60,10,45,40,30,0,20,0,Monday,True
2024-01-01 19:45:00,70,50,15,40,20,25,0,15,0,Monday,True
2024-01-01 20:00:00,0,0,35,50,50,25,0,15,0,Monday,True
2024-01-01 20:15:00,0,0,30,45,40,45,0,15,0,Monday,True
2024-01-01 20:30:00,0,0,20,35,0,40,0,20,0,Monday,True
2024-01-01 20:45:00,0,0,20,30,0,0,0,15,0,Monday,True
2024-01-02 09:00:00,145,140,45,65,5,5,0,15,1,Tuesday,False
2024-01-02 09:15:00,160,150,70,70,15,15,0,20,1,Tuesday,False
2024-01-02 09:30:00,170,170,90,85,70,60,0,30,1,Tuesday,False
2024-01-02 09:45:00,190,160,90,105,100,70,0,50,1,Tuesday,False
2024-01-02 10:00:00,190,140,95,105,130,80,0,50,1,Tuesday,False
2024-01-02 10:15:00,190,130,110,115,145,80,0,50,1,Tuesday,False
2024-01-02 10:30:00,190,120,110,110,145,75,0,55,1,Tuesday,False
2024-01-02 10:45:00,180,120,115,110,140,75,0,45,1,Tuesday,False
2024-01-02 11:00:00,170,125,95,115,130,80,0,45,1,Tuesday,False
2024-01-02 11:15:00,165,130,90,115,110,70,0,45,1,Tuesday,False
2024-01-02 11:30:00,165,125,95,105,100,75,0,45,1,Tuesday,False
2024-01-02 11:45:00,155,125,95,100,100,65,0,45,1,Tuesday,False
2024-01-02 12:00:00,155,125,90,100,100,65,0,50,1,Tuesday,False
2024-01-02 12:15:00,155,130,95,100,110,75,0,60,1,Tuesday,False
2024-01-02 12:30:00,145,125,95,100,130,80,0,65,1,Tuesday,False
2024-01-02 12:45:00,145,110,95,100,140,80,0,60,1,Tuesday,False
2024-01-02 13:00:00,145,115,100,105,140,75,0,65,1,Tuesday,False
2024-01-02 13:15:00,145,120,105,105,140,75,0,60,1,Tuesday,False
2024-01-02 13:30:00,155,120,95,105,120,70,0,45,1,Tuesday,False
2024-01-02 13:45:00,155,120,90,115,120,60,0,50,1,Tuesday,False
2024-01-02 14:00:00,155,120,90,115,110,65,0,65,1,Tuesday,False
2024-01-02 14:15:00,155,145,90,105,120,70,0,50,1,Tuesday,False
2024-01-02 14:30:00,145,130,85,105,120,80,0,65,1,Tuesday,False
2024-01-02 14:45:00,145,130,90,105,110,85,0,65,1,Tuesday,False
2024-01-02 15:00:00,140,125,100,105,105,85,0,75,1,Tuesday,False
2024-01-02 15:15:00,140,125,90,105,110,85,0,70,1,Tuesday,False
2024-01-02 15:30:00,145,130,90,105,120,85,0,50,1,Tuesday,False
2024-01-02 15:45:00,145,120,95,105,120,80,0,35,1,Tuesday,False
2024-01-02 16:00:00,145,125,105,100,120,85,0,65,1,Tuesday,False
2024-01-02 16:15:00,140,125,105,95,120,80,0,60,1,Tuesday,False
2024-01-02 16:30:00,145,115,105,90,120,75,0,50,1,Tuesday,False
2024-01-02 16:45:00,145,110,100,100,110,65,0,35,1,Tuesday,False
2024-01-02 17:00:00,145,115,95,100,100,65,0,45,1,Tuesday,False
2024-01-02 17:15:00,150,120,90,95,95,65,0,60,1,Tuesday,False
2024-01-02 17:30:00,150,120,105,95,95,55,0,70,1,Tuesday,False
2024-01-02 17:45:00,145,125,105,105,95,55,0,50,1,Tuesday,False
2024-01-02 18:00:00,145,120,95,100,90,65,0,65,1,Tuesday,False
2024-01-02 18:15:00,130,115,90,90,90,70,0,45,1,Tuesday,False
2024-01-02 18:30:00,120,105,80,80,80,50,0,30,1,Tuesday,False
2024-01-02 18:45:00,115,100,75,70,75,40,0,30,1,Tuesday,False
2024-01-02 19:00:00,110,85,65,60,65,35,0,30,1,Tuesday,False
2024-01-02 19:15:00,110,85,65,50,65,30,0,15,1,Tuesday,False
2024-01-02 19:30:00,100,75,65,50,65,30,0,15,1,Tuesday,False
2024-01-02 19:45:00,0,65,65,50,55,20,0,20,1,Tuesday,False
2024-01-02 20:00:00,0,0,0,0,0,40,0,35,1,Tuesday,False
2024-01-02 20:15:00,0,0,0,0,0,0,0,35,1,Tuesday,False
2024-01-02 20:30:00,0,0,0,0,0,0,0,30,1,Tuesday,False
2024-01-02 20:45:00,0,0,0,0,0,0,0,30,1,Tuesday,False
2024-01-03 09:00:00,170,160,50,90,10,10,0,5,2,Wednesday,False
2024-01-03 09:15:00,180,150,80,120,25,30,0,20,2,Wednesday,False
2024-01-03 09:30:00,160,160,105,120,100,65,0,35,2,Wednesday,False
2024-01-03 09:45:00,170,160,110,120,125,70,0,50,2,Wednesday,False
2024-01-03 10:00:00,165,160,110,120,125,80,0,50,2,Wednesday,False
2024-01-03 10:15:00,155,150,110,120,135,80,0,35,2,Wednesday,False
2024-01-03 10:30:00,150,140,100,85,120,80,0,35,2,Wednesday,False
2024-01-03 10:45:00,145,135,90,95,110,80,0,45,2,Wednesday,False
2024-01-03 11:00:00,150,120,95,105,95,85,0,50,2,Wednesday,False
2024-01-03 11:15:00,140,115,80,105,100,85,0,30,2,Wednesday,False
2024-01-03 11:30:00,135,95,85,105,100,70,0,55,2,Wednesday,False
2024-01-03 11:45:00,135,95,85,100,100,70,0,45,2,Wednesday,False
2024-01-03 12:00:00,140,90,85,90,95,65,0,45,2,Wednesday,False
2024-01-03 12:15:00,120,115,85,95,95,60,0,35,2,Wednesday,False
2024-01-03 12:30:00,115,115,100,90,95,60,0,35,2,Wednesday,False
2024-01-03 12:45:00,125,115,100,95,95,70,0,50,2,Wednesday,False
2024-01-03 13:00:00,125,105,85,90,105,75,0,35,2,Wednesday,False
2024-01-03 13:15:00,125,105,75,90,105,75,0,35,2,Wednesday,False
2024-01-03 13:30:00,135,115,75,90,95,70,0,45,2,Wednesday,False
2024-01-03 13:45:00,140,110,90,100,100,70,0,45,2,Wednesday,False
2024-01-03 14:00:00,140,110,95,110,100,70,0,60,2,Wednesday,False
2024-01-03 14:15:00,140,110,90,100,100,75,0,45,2,Wednesday,False
2024-01-03 14:30:00,130,120,90,90,110,75,0,45,2,Wednesday,False
2024-01-03 14:45:00,130,120,90,90,115,75,0,50,2,Wednesday,False
2024-01-03 15:00:00,130,120,100,100,115,75,0,50,2,Wednesday,False
2024-01-03 15:15:00,140,120,95,105,115,75,0,50,2,Wednesday,False
2024-01-03 15:30:00,145,120,100,105,120,75,0,45,2,Wednesday,False
2024-01-03 15:45:00,140,130,100,95,80,75,0,45,2,Wednesday,False
2024-01-03 16:00:00,140,125,100,100,95,80,0,60,2,Wednesday,False
2024-01-03 16:15:00,130,120,110,95,95,75,0,60,2,Wednesday,False
2024-01-03 16:30:00,130,115,100,90,95,75,0,50,2,Wednesday,False
2024-01-03 16:45:00,125,100,100,90,95,70,0,50,2,Wednesday,False
2024-01-03 17:00:00,125,110,100,90,85,70,0,40,2,Wednesday,False
2024-01-03 17:15:00,135,120,105,90,90,70,0,45,2,Wednesday,False
2024-01-03 17:30:00,135,115,95,105,95,70,0,40,2,Wednesday,False
2024-01-03 17:45:00,130,100,95,100,95,70,0,45,2,Wednesday,False
2024-01-03 18:00:00,120,95,100,100,95,70,0,45,2,Wednesday,False
