時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク,曜日_数値,曜日,休日
2023-02-01 09:00:00,140,40,150,45,0,5,0,15,2,Wednesday,False
2023-02-01 09:15:00,160,75,140,60,0,10,0,20,2,Wednesday,False
2023-02-01 09:30:00,145,90,130,80,0,30,0,15,2,Wednesday,False
2023-02-01 09:45:00,140,90,110,90,0,45,0,15,2,Wednesday,False
2023-02-01 10:00:00,140,95,100,90,0,50,5,20,2,Wednesday,False
2023-02-01 10:15:00,130,90,140,95,0,55,15,15,2,Wednesday,False
2023-02-01 10:30:00,130,100,140,95,0,55,20,20,2,Wednesday,False
2023-02-01 10:45:00,130,110,170,95,0,55,25,20,2,Wednesday,False
2023-02-01 11:00:00,130,110,150,95,0,55,25,20,2,Wednesday,False
2023-02-01 11:15:00,130,105,140,95,0,65,15,30,2,Wednesday,False
2023-02-01 11:30:00,130,100,130,110,0,70,15,35,2,Wednesday,False
2023-02-01 11:45:00,140,95,130,110,0,65,25,30,2,Wednesday,False
2023-02-01 12:00:00,150,85,140,110,0,65,25,30,2,Wednesday,False
2023-02-01 12:15:00,150,85,140,110,0,60,25,15,2,Wednesday,False
2023-02-01 12:30:00,130,85,130,110,0,60,15,35,2,Wednesday,False
2023-02-01 12:45:00,130,100,150,100,0,65,20,20,2,Wednesday,False
2023-02-01 13:00:00,140,100,155,100,0,65,15,35,2,Wednesday,False
2023-02-01 13:15:00,140,110,155,105,0,65,15,20,2,Wednesday,False
2023-02-01 13:30:00,140,110,160,115,0,65,20,30,2,Wednesday,False
2023-02-01 13:45:00,135,105,160,120,0,65,25,30,2,Wednesday,False
2023-02-01 14:00:00,130,100,160,120,0,65,25,30,2,Wednesday,False
2023-02-01 14:15:00,130,100,160,110,0,65,30,45,2,Wednesday,False
2023-02-01 14:30:00,150,105,160,110,0,70,20,30,2,Wednesday,False
2023-02-01 14:45:00,150,105,160,100,0,70,15,35,2,Wednesday,False
2023-02-01 15:00:00,150,100,160,100,0,70,20,30,2,Wednesday,False
2023-02-01 15:15:00,150,90,160,100,0,70,20,35,2,Wednesday,False
2023-02-01 15:30:00,140,90,170,105,0,65,25,35,2,Wednesday,False
2023-02-01 15:45:00,140,90,180,110,0,65,15,20,2,Wednesday,False
2023-02-01 16:00:00,140,95,185,110,0,60,15,20,2,Wednesday,False
2023-02-01 16:15:00,140,95,185,115,0,60,15,30,2,Wednesday,False
2023-02-01 16:30:00,140,105,195,120,0,65,20,30,2,Wednesday,False
2023-02-01 16:45:00,140,105,200,110,0,65,40,30,2,Wednesday,False
2023-02-01 17:00:00,145,95,200,100,0,60,30,30,2,Wednesday,False
2023-02-01 17:15:00,145,95,200,100,0,60,35,35,2,Wednesday,False
2023-02-01 17:30:00,140,105,195,100,0,60,20,35,2,Wednesday,False
2023-02-01 17:45:00,130,100,190,100,0,60,20,30,2,Wednesday,False
