日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-14,9,5167.0,428,"[5, 4, 3, 4, 4, 4, 3, 4, 2, 5, 0, 5, 7]","[5, 4, 3, 4, 3, 4, 2, 5, 0, 5, 7]","[0, 30, 45, 105, 135, 165, 195, 240, 270, 345, 360]"
2022-07-14,9,6527.0,626,"[6, 0, 6, 3, 1, 1, 5, 6, 7, 1, 5, 5, 4, 4, 4, 5, 4, 4, 3]","[6, 0, 6, 3, 1, 5, 6, 7, 1, 5, 4, 5, 4, 3]","[0, 45, 120, 180, 225, 285, 300, 375, 435, 495, 510, 540, 555, 585]"
2022-07-14,5,7986.0,677,"[4, 7, 3, 6, 3, 3, 7, 2, 5, 4, 2, 5, 7, 5, 5, 3, 4, 3, 6, 0]","[4, 7, 3, 6, 3, 7, 2, 5, 4, 2, 5, 7, 5, 3, 4, 3, 6]","[0, 30, 75, 120, 180, 225, 285, 330, 360, 390, 450, 465, 525, 540, 585, 600, 645]"
2022-07-14,10,6589.0,710,"[1, 2, 0, 3, 0, 7, 2, 0, 5, 1, 5, 2, 7, 4, 2, 4, 0, 3, 2, 1]","[1, 2, 0, 3, 0, 7, 2, 0, 5, 1, 5, 2, 7, 4]","[0, 90, 165, 225, 255, 315, 375, 435, 495, 510, 570, 585, 630, 690]"
2022-07-14,9,5206.0,591,"[1, 4, 0, 4, 7, 3, 2, 4, 0, 0, 6, 1]","[1, 4, 0, 4, 7, 3, 2, 4, 0, 6, 1]","[0, 90, 120, 195, 210, 285, 315, 360, 405, 465, 525]"
2022-07-14,4,7055.0,489,"[4, 5, 3, 3, 2, 2, 4, 5, 5, 4, 3, 5, 1, 3, 2, 4, 4, 3, 4]","[4, 5, 3, 2, 4, 5, 4, 3, 5, 1, 3, 2, 4, 3, 4]","[0, 30, 45, 105, 165, 180, 210, 225, 270, 285, 345, 375, 435, 450, 480]"
2022-07-14,7,5187.0,485,"[7, 4, 7, 3, 5, 0, 2, 5, 7, 3, 0]","[7, 4, 7, 3, 5, 0, 2, 5, 7, 3, 0]","[0, 45, 75, 135, 180, 195, 255, 315, 345, 420, 435]"
2022-07-14,9,7057.0,720,"[7, 3, 3, 0, 3, 6, 5, 6, 0, 2, 7, 4, 3, 6, 4, 1, 5, 5, 0]","[7, 3, 0, 3, 6, 5, 6, 0, 2, 7, 4, 3, 6, 4, 1]","[0, 45, 105, 165, 195, 255, 270, 330, 390, 450, 525, 540, 585, 645, 660]"
2022-07-14,9,6580.0,638,"[7, 5, 3, 7, 4, 0, 5, 2, 7, 5, 4, 6, 3, 0]","[7, 5, 3, 7, 4, 0, 5, 2, 7, 5, 4, 6, 3, 0]","[0, 45, 90, 135, 195, 225, 270, 300, 345, 420, 450, 465, 540, 585]"
2022-07-14,5,7535.0,707,"[4, 1, 2, 6, 0, 2, 3, 5, 4, 6, 4, 3, 3, 3, 4, 0, 6, 2, 3, 6]","[4, 1, 2, 6, 0, 2, 3, 5, 4, 6, 4, 3, 4, 0, 6, 2]","[0, 30, 90, 165, 225, 285, 330, 360, 390, 420, 480, 495, 525, 540, 600, 660]"
2022-07-14,7,4229.0,470,"[2, 6, 0, 1, 1, 4, 1, 3, 1, 3]","[2, 6, 0, 1, 4, 1, 3, 1, 3]","[0, 105, 165, 225, 285, 300, 375, 405, 465]"
2022-07-14,3,7480.0,691,"[2, 1, 1, 5, 4, 5, 5, 2, 3, 2, 3, 4, 5, 5, 7, 5, 3, 6, 2, 2]","[2, 1, 5, 4, 5, 2, 3, 2, 3, 4, 5, 7, 5, 3, 6, 2]","[0, 105, 165, 195, 210, 240, 315, 345, 405, 420, 450, 465, 525, 540, 585, 645]"
2022-07-14,9,4246.0,342,"[4, 6, 5, 3, 0, 3, 4, 2, 2, 4]","[4, 6, 5, 3, 0, 3, 4, 2, 4]","[0, 30, 75, 105, 135, 210, 240, 255, 315]"
2022-07-14,4,7961.0,668,"[0, 3, 6, 2, 6, 4, 3, 2, 3, 4, 5, 6, 5, 3, 4, 5, 5, 3, 1]","[0, 3, 6, 2, 6, 4, 3, 2, 3, 4, 5, 6, 5, 3, 4, 5, 3]","[0, 90, 135, 195, 255, 315, 345, 375, 435, 450, 480, 495, 540, 570, 600, 630, 645]"
2022-07-14,3,7092.0,714,"[7, 2, 6, 6, 6, 4, 7, 7, 0, 3, 1, 3, 6, 2, 4, 1, 4, 7, 6]","[7, 2, 6, 4, 7, 0, 3, 1, 3, 6, 2, 4, 1, 4, 7]","[0, 45, 105, 165, 195, 255, 315, 360, 420, 435, 510, 555, 570, 630, 660]"
