日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2023-07-11,5,6123.0,726,"[7, 6, 3, 3, 6, 2, 7, 5, 2, 7, 3, 4, 3, 2]","[7, 6, 3, 6, 2, 7, 5, 2, 7, 3, 4, 3, 2]","[0, 45, 90, 165, 225, 285, 360, 405, 465, 525, 585, 630, 675]"
2023-07-11,3,5247.0,619,"[4, 2, 4, 4, 7, 4, 2, 4, 2, 4, 7, 3]","[4, 2, 4, 7, 4, 2, 4, 2, 4, 7, 3]","[0, 30, 90, 150, 210, 255, 330, 390, 450, 510, 570]"
2023-07-11,4,5673.0,665,"[4, 3, 3, 2, 4, 3, 7, 6, 5, 5, 4, 3, 4, 4, 4, 2, 0]","[4, 3, 2, 4, 3, 7, 6, 5, 4, 3, 4, 2]","[0, 30, 105, 165, 225, 300, 360, 420, 465, 510, 585, 630]"
2023-07-11,6,5712.0,722,"[3, 7, 4, 7, 0, 4, 2, 3, 4, 2, 7, 3, 3, 5, 4, 1, 6, 4, 3, 0]","[3, 7, 4, 7, 0, 4, 2, 3, 4, 2, 7, 3]","[0, 30, 90, 150, 210, 330, 375, 450, 525, 585, 645, 705]"
2023-07-11,5,6200.0,740,"[0, 0, 4, 2, 7, 2, 4, 4, 7, 4, 7, 7, 2, 4, 4, 2, 7, 5, 0, 1]","[0, 4, 2, 7, 2, 4, 7, 4, 7, 2, 4, 2, 7]","[0, 30, 75, 135, 195, 255, 315, 375, 435, 495, 570, 615, 675]"
2023-07-11,6,6130.0,707,"[2, 5, 1, 2, 4, 7, 3, 3, 6, 1, 4, 7, 7, 4, 2, 4, 0, 5]","[2, 5, 1, 2, 4, 7, 3, 6, 1, 4, 7, 4, 2]","[0, 30, 60, 150, 210, 255, 315, 390, 450, 510, 570, 630, 660]"
2023-07-11,6,4283.0,499,"[4, 7, 7, 2, 4, 7, 6, 4, 2, 4]","[4, 7, 2, 4, 7, 6, 4, 2, 4]","[0, 30, 90, 150, 210, 270, 330, 390, 450]"
2023-07-11,6,5631.0,676,"[3, 6, 5, 2, 2, 4, 2, 6, 2, 2, 4, 6, 4, 1, 0]","[3, 6, 5, 2, 4, 2, 6, 2, 4, 6, 4, 1]","[0, 30, 60, 120, 180, 240, 300, 375, 435, 495, 555, 600]"
2023-07-11,5,5648.0,657,"[0, 4, 7, 2, 5, 1, 4, 5, 4, 6, 2, 7]","[0, 4, 7, 2, 5, 1, 4, 5, 4, 6, 2, 7]","[0, 30, 75, 135, 195, 240, 315, 375, 435, 495, 540, 600]"
2023-07-11,3,5656.0,715,"[0, 4, 6, 6, 0, 2, 1, 5, 7, 2, 7, 3, 3, 3, 0, 3, 4, 4, 7, 3]","[0, 4, 6, 0, 2, 1, 5, 7, 2, 7, 3, 3]","[0, 30, 75, 120, 225, 285, 360, 420, 480, 570, 630, 690]"
2023-07-11,9,5636.0,713,"[5, 4, 6, 7, 5, 5, 3, 2, 7, 4, 6, 0, 2, 7, 4, 2, 3, 4, 7]","[5, 4, 6, 7, 5, 3, 2, 7, 4, 6, 0, 2]","[0, 30, 60, 105, 165, 225, 300, 360, 435, 495, 555, 675]"
2023-07-11,4,6125.0,716,"[0, 5, 4, 5, 0, 4, 7, 2, 6, 4, 1, 3, 3, 0, 4, 1, 2, 4, 1, 0]","[0, 5, 4, 5, 0, 4, 7, 2, 6, 4, 1, 3, 4]","[0, 30, 60, 120, 165, 270, 315, 375, 450, 510, 555, 645, 705]"
2023-07-11,8,6143.0,725,"[3, 7, 7, 4, 6, 6, 4, 3, 5, 3, 7, 2, 4, 1, 4, 3, 2]","[3, 7, 4, 6, 4, 3, 5, 3, 7, 2, 4, 1, 4]","[0, 30, 90, 150, 195, 255, 330, 375, 450, 510, 600, 645, 705]"
2023-07-11,10,5675.0,706,"[4, 4, 7, 5, 7, 1, 4, 7, 3, 2, 2, 7, 6, 1, 4, 3, 7, 1]","[4, 7, 5, 7, 1, 4, 7, 3, 2, 7, 6, 4]","[0, 30, 90, 135, 195, 285, 345, 405, 480, 555, 630, 690]"
2023-07-11,10,6045.0,695,"[6, 4, 3, 5, 2, 5, 2, 5, 2, 2, 2, 5, 5, 4, 4, 2, 5]","[6, 4, 3, 5, 2, 5, 2, 5, 2, 5, 4, 2, 5]","[0, 45, 105, 165, 225, 285, 330, 390, 435, 525, 570, 615, 675]"
2023-07-11,6,6119.0,665,"[5, 5, 6, 4, 3, 7, 6, 2, 4, 7, 3, 4, 5, 4]","[5, 6, 4, 3, 7, 6, 2, 4, 7, 3, 4, 5, 4]","[0, 30, 60, 120, 195, 270, 315, 375, 435, 495, 570, 600, 645]"
2023-07-11,9,5188.0,656,"[2, 7, 2, 6, 4, 7, 6, 7, 6, 3, 3, 2]","[2, 7, 2, 6, 4, 7, 6, 7, 6, 3, 2]","[0, 30, 90, 150, 210, 255, 315, 390, 465, 525, 600]"
2023-07-11,9,4247.0,503,"[5, 3, 3, 7, 4, 2, 7, 4, 6, 6, 6, 2]","[5, 3, 7, 4, 2, 7, 4, 6, 2]","[0, 30, 90, 165, 225, 285, 345, 405, 465]"
2023-07-11,8,5213.0,709,"[4, 0, 3, 2, 6, 1, 7, 4, 7, 3, 7, 6, 4, 2, 3, 7, 7, 0]","[4, 0, 3, 2, 6, 1, 7, 4, 7, 3, 7]","[0, 30, 150, 210, 270, 330, 405, 480, 525, 600, 660]"
2023-07-11,2,6138.0,720,"[4, 7, 4, 6, 5, 4, 6, 6, 0, 7, 2, 6, 7, 4, 1, 1, 5, 4, 4, 7]","[4, 7, 4, 6, 5, 4, 6, 0, 7, 2, 6, 7, 4]","[0, 30, 90, 150, 195, 240, 300, 360, 465, 525, 585, 645, 705]"
2023-07-11,5,6084.0,718,"[5, 5, 2, 2, 7, 5, 3, 2, 4, 4, 5, 2, 6, 2, 4, 1, 4, 5, 4, 4]","[5, 2, 7, 5, 3, 2, 4, 5, 2, 6, 2, 4, 1]","[0, 30, 90, 150, 210, 270, 345, 390, 450, 495, 555, 630, 660]"
2023-07-11,9,5677.0,709,"[4, 6, 7, 6, 4, 0, 3, 1, 2, 7, 2, 4, 4, 3, 4, 6]","[4, 6, 7, 6, 4, 0, 3, 1, 2, 7, 2, 4]","[0, 30, 60, 135, 180, 240, 345, 405, 495, 570, 645, 690]"
2023-07-11,4,6127.0,713,"[0, 6, 2, 7, 1, 5, 3, 4, 1, 2, 4, 3, 4, 3, 7, 5, 3, 6, 5, 5]","[0, 6, 2, 7, 1, 5, 3, 4, 1, 2, 4, 3, 4]","[0, 30, 60, 135, 195, 285, 315, 390, 450, 510, 600, 645, 690]"
2023-07-11,4,5637.0,689,"[2, 7, 4, 4, 6, 2, 3, 4, 5, 1, 5, 2, 7]","[2, 7, 4, 6, 2, 3, 4, 5, 1, 5, 2, 7]","[0, 30, 90, 150, 195, 255, 330, 390, 435, 510, 570, 630]"
2023-07-11,2,5194.0,601,"[2, 6, 4, 7, 4, 7, 6, 2, 7, 5, 4]","[2, 6, 4, 7, 4, 7, 6, 2, 7, 5, 4]","[0, 30, 60, 120, 180, 240, 315, 375, 450, 510, 555]"
2023-07-11,3,5667.0,706,"[2, 3, 7, 1, 3, 7, 4, 3, 2, 4, 3, 5, 0, 3, 1, 2, 5, 4]","[2, 3, 7, 1, 3, 7, 4, 3, 2, 4, 3, 5]","[0, 30, 90, 165, 225, 300, 360, 420, 510, 600, 630, 690]"
2023-07-11,5,6556.0,711,"[3, 5, 6, 5, 4, 5, 4, 6, 6, 2, 7, 1, 7, 4, 3, 4, 3]","[3, 5, 6, 5, 4, 5, 4, 6, 2, 7, 1, 7, 4, 3]","[0, 30, 60, 105, 135, 195, 240, 285, 360, 420, 495, 585, 645, 675]"
2023-07-11,10,5676.0,708,"[2, 6, 6, 6, 4, 2, 4, 7, 4, 4, 7, 1, 5, 4, 4, 0, 0, 0, 1]","[2, 6, 4, 2, 4, 7, 4, 7, 1, 5, 4, 0]","[0, 30, 60, 120, 180, 240, 315, 375, 450, 510, 555, 615]"
2023-07-11,6,5665.0,717,"[4, 7, 2, 1, 3, 6, 7, 6, 2, 3, 4, 3, 1, 4, 4, 4, 1]","[4, 7, 2, 1, 3, 6, 7, 6, 2, 3, 4, 3]","[0, 30, 90, 150, 225, 300, 360, 435, 510, 600, 660, 675]"
