日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-16,4,5181.0,714,"[6, 7, 5, 0, 3, 4, 2, 3, 1, 4, 3, 4, 0, 2, 0, 5, 4, 5, 1, 7]","[6, 7, 5, 0, 3, 4, 2, 3, 1, 4, 3]","[0, 45, 90, 150, 285, 360, 390, 495, 540, 645, 675]"
2022-07-16,4,4198.0,527,"[7, 5, 6, 7, 2, 2, 3, 5, 4, 5]","[7, 5, 6, 7, 2, 3, 5, 4, 5]","[0, 45, 105, 165, 225, 315, 390, 450, 495]"
2022-07-16,9,5638.0,723,"[5, 7, 6, 5, 7, 2, 6, 4, 2, 2, 7, 3, 4, 3, 2, 5, 4, 5, 1]","[5, 7, 6, 5, 7, 2, 6, 4, 2, 7, 3, 4]","[0, 30, 75, 135, 195, 270, 360, 435, 480, 600, 660, 705]"
2022-07-16,8,5605.0,729,"[5, 6, 6, 7, 7, 2, 5, 1, 4, 6, 5, 4, 7, 2, 4, 0, 0, 4, 0]","[5, 6, 7, 2, 5, 1, 4, 6, 5, 4, 7, 2]","[0, 30, 60, 120, 210, 255, 375, 390, 465, 495, 555, 630]"
2022-07-16,8,5646.0,715,"[6, 6, 5, 3, 2, 4, 3, 4, 4, 7, 3, 3, 4, 4, 1, 6, 2, 4, 5]","[6, 5, 3, 2, 4, 3, 4, 7, 3, 4, 1, 6]","[0, 45, 105, 165, 270, 330, 390, 405, 480, 540, 585, 690]"
2022-07-16,3,5672.0,721,"[6, 7, 7, 3, 4, 7, 4, 3, 3, 6, 4, 0, 6, 2, 1, 0, 2, 4, 1]","[6, 7, 3, 4, 7, 4, 3, 6, 4, 0, 6, 2]","[0, 45, 90, 165, 210, 285, 345, 420, 495, 555, 675, 705]"
2022-07-16,2,5672.0,745,"[4, 7, 4, 3, 3, 4, 7, 5, 3, 4, 4, 3, 3, 5, 0, 0, 2]","[4, 7, 4, 3, 4, 7, 5, 3, 4, 3, 5, 0]","[0, 45, 90, 150, 210, 255, 330, 375, 465, 510, 585, 615]"
2022-07-16,4,5648.0,712,"[4, 6, 1, 0, 4, 3, 5, 4, 7, 3, 4, 5, 4, 2, 3, 1, 7, 0, 7]","[4, 6, 1, 0, 4, 3, 5, 4, 7, 3, 4, 5]","[0, 45, 90, 210, 360, 375, 450, 495, 540, 615, 675, 690]"
2022-07-16,10,5175.0,733,"[6, 7, 6, 3, 7, 4, 7, 6, 6, 3, 6, 6, 2, 4, 7]","[6, 7, 6, 3, 7, 4, 7, 6, 3, 6, 2]","[0, 45, 90, 165, 225, 300, 360, 450, 510, 570, 630]"
2022-07-16,7,5646.0,741,"[3, 4, 3, 7, 5, 2, 4, 3, 3, 7, 7, 3, 5, 1, 4, 4, 2, 0, 5]","[3, 4, 3, 7, 5, 2, 4, 3, 7, 3, 5, 1]","[0, 60, 135, 195, 270, 315, 405, 435, 480, 555, 600, 645]"
2022-07-16,9,5191.0,732,"[7, 6, 2, 4, 5, 4, 6, 6, 4, 0, 7, 3, 0, 5, 1, 4, 5, 6, 5]","[7, 6, 2, 4, 5, 4, 6, 4, 0, 7, 3]","[0, 45, 90, 195, 255, 300, 375, 450, 510, 630, 690]"
2022-07-16,3,5198.0,740,"[2, 7, 6, 4, 4, 7, 4, 4, 7, 4, 2, 5, 1, 5, 4, 5, 2, 7, 1, 5]","[2, 7, 6, 4, 7, 4, 7, 4, 2, 5, 1]","[0, 105, 165, 225, 285, 345, 360, 450, 510, 615, 645]"
2022-07-16,10,5188.0,573,"[7, 4, 5, 7, 4, 7, 5, 4, 5, 7, 4]","[7, 4, 5, 7, 4, 7, 5, 4, 5, 7, 4]","[0, 45, 120, 165, 240, 285, 360, 405, 420, 465, 525]"
2022-07-16,6,5201.0,712,"[3, 2, 4, 3, 3, 4, 2, 4, 7, 7, 4, 6, 5, 5, 4, 5, 4, 7, 1]","[3, 2, 4, 3, 4, 2, 4, 7, 4, 6, 5]","[0, 60, 180, 240, 300, 360, 465, 525, 600, 630, 690]"
2022-07-16,5,5107.0,739,"[3, 3, 5, 6, 2, 3, 3, 5, 4, 4, 4, 4, 5, 0, 5, 1, 3, 4]","[3, 5, 6, 2, 3, 5, 4, 5, 0, 5, 1]","[0, 60, 120, 180, 285, 360, 405, 435, 465, 600, 645]"
2022-07-16,3,4703.0,734,"[6, 1, 0, 3, 5, 4, 3, 3, 2, 4, 3, 0, 4, 5]","[6, 1, 0, 3, 5, 4, 3, 2, 4, 3]","[0, 45, 195, 330, 405, 450, 510, 570, 660, 705]"
2022-07-16,5,4704.0,735,"[7, 1, 3, 2, 7, 4, 3, 2, 5, 6, 0, 4, 0, 2, 5, 7]","[7, 1, 3, 2, 7, 4, 3, 2, 5, 6]","[0, 45, 210, 270, 360, 450, 510, 585, 675, 705]"
2022-07-16,7,4687.0,614,"[6, 4, 2, 5, 0, 4, 6, 5, 5, 5, 4, 3, 3]","[6, 4, 2, 5, 0, 4, 6, 5, 4, 3]","[0, 45, 105, 210, 255, 390, 405, 495, 525, 570]"
2022-07-16,9,5188.0,734,"[6, 4, 2, 6, 3, 3, 4, 3, 6, 6, 4, 3, 0, 5]","[6, 4, 2, 6, 3, 4, 3, 6, 4, 3, 0]","[0, 45, 105, 210, 270, 345, 360, 420, 510, 570, 615]"
2022-07-16,2,4700.0,709,"[4, 2, 4, 3, 3, 2, 6, 5, 5, 0, 3, 6, 5, 7, 2, 5, 3, 0, 0, 7]","[4, 2, 4, 3, 2, 6, 5, 0, 3, 6]","[0, 45, 165, 225, 285, 390, 465, 495, 630, 675]"
2022-07-16,6,5595.0,727,"[5, 5, 4, 3, 2, 5, 3, 2, 4, 0, 5, 6, 5, 1, 2]","[5, 4, 3, 2, 5, 3, 2, 4, 0, 5, 6, 5]","[0, 30, 75, 150, 240, 285, 360, 465, 525, 645, 675, 705]"
2022-07-16,2,5160.0,738,"[2, 6, 4, 6, 3, 5, 4, 7, 5, 7, 2, 6, 0, 1, 5, 2, 6, 4]","[2, 6, 4, 6, 3, 5, 4, 7, 5, 7, 2]","[0, 105, 165, 225, 300, 375, 420, 465, 525, 570, 645]"
2022-07-16,4,6125.0,723,"[6, 3, 4, 3, 7, 5, 4, 4, 4, 7, 0, 3, 4, 4, 5, 3, 7, 5, 3, 0]","[6, 3, 4, 3, 7, 5, 4, 7, 0, 3, 4, 5, 3]","[0, 45, 120, 180, 240, 315, 360, 375, 450, 585, 630, 660, 675]"
2022-07-16,2,4249.0,742,"[0, 7, 6, 7, 5, 2, 4, 7, 2, 7, 3, 4, 4, 4, 2, 0, 4, 5, 4, 0]","[0, 7, 6, 7, 5, 2, 4, 7, 2]","[0, 180, 240, 300, 360, 420, 525, 570, 645]"
2022-07-16,2,6529.0,744,"[5, 7, 5, 6, 4, 5, 3, 1, 4, 3, 4, 5, 6, 3]","[5, 7, 5, 6, 4, 5, 3, 1, 4, 3, 4, 5, 6, 3]","[0, 30, 75, 120, 195, 240, 300, 375, 495, 540, 600, 645, 675, 705]"
