日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-08,10,6597.0,711,"[5, 7, 7, 2, 5, 2, 3, 7, 0, 4, 3, 4, 6, 3, 7, 0, 2, 0, 0, 4]","[5, 7, 2, 5, 2, 3, 7, 0, 4, 3, 4, 6, 3, 7]","[0, 30, 75, 150, 180, 240, 300, 360, 435, 480, 510, 555, 615, 660]"
2022-07-08,7,6532.0,734,"[7, 5, 3, 5, 2, 1, 6, 3, 2, 4, 5, 7, 5, 3, 4, 5]","[7, 5, 3, 5, 2, 1, 6, 3, 2, 4, 5, 7, 5, 3]","[0, 45, 105, 165, 210, 270, 360, 420, 465, 525, 585, 615, 675, 705]"
2022-07-08,9,6621.0,720,"[6, 4, 1, 3, 7, 4, 6, 2, 3, 2, 2, 0, 7, 4, 3, 5, 4, 6, 5]","[6, 4, 1, 3, 7, 4, 6, 2, 3, 2, 0, 7, 4, 3]","[0, 45, 60, 150, 210, 270, 315, 375, 435, 465, 525, 600, 660, 690]"
2022-07-08,8,5236.0,555,"[4, 7, 4, 0, 0, 4, 3, 7, 4, 6, 7, 2]","[4, 7, 4, 0, 4, 3, 7, 4, 6, 7, 2]","[0, 45, 90, 105, 195, 210, 255, 315, 375, 435, 495]"
2022-07-08,6,6592.0,728,"[4, 7, 5, 3, 7, 4, 2, 4, 5, 3, 1, 0, 6, 2, 4, 5, 3]","[4, 7, 5, 3, 7, 4, 2, 4, 5, 3, 1, 0, 6, 2]","[0, 45, 90, 135, 180, 240, 270, 330, 405, 435, 480, 540, 615, 675]"
2022-07-08,10,4236.0,434,"[5, 4, 7, 0, 4, 4, 3, 3, 6, 1, 3]","[5, 4, 7, 0, 4, 3, 6, 1, 3]","[0, 30, 45, 90, 180, 195, 255, 315, 390]"
2022-07-08,6,5659.0,561,"[4, 3, 4, 5, 4, 2, 0, 6, 3, 4, 6, 3]","[4, 3, 4, 5, 4, 2, 0, 6, 3, 4, 6, 3]","[0, 45, 105, 120, 165, 180, 240, 315, 375, 420, 465, 540]"
2022-07-08,5,7066.0,714,"[7, 4, 3, 5, 3, 4, 7, 3, 6, 6, 4, 6, 6, 3, 5, 4, 0, 4, 3]","[7, 4, 3, 5, 3, 4, 7, 3, 6, 4, 6, 3, 5, 4, 0]","[0, 45, 75, 135, 180, 225, 240, 300, 360, 420, 465, 540, 570, 600, 645]"
2022-07-08,3,6517.0,636,"[1, 5, 7, 4, 5, 5, 3, 5, 5, 1, 3, 5, 4, 4, 3, 2, 5, 5]","[1, 5, 7, 4, 5, 3, 5, 1, 3, 5, 4, 3, 2, 5]","[0, 105, 135, 210, 225, 270, 315, 360, 420, 450, 480, 525, 570, 615]"
2022-07-08,3,7083.0,725,"[5, 4, 4, 6, 4, 6, 7, 7, 0, 7, 3, 2, 4, 7, 6, 4, 2]","[5, 4, 6, 4, 6, 7, 0, 7, 3, 2, 4, 7, 6, 4, 2]","[0, 30, 45, 90, 105, 150, 210, 300, 360, 405, 450, 495, 555, 630, 660]"
