日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-21,2,6993.0,672,"[6, 5, 3, 2, 2, 2, 2, 4, 6, 4, 5, 5, 4, 2, 5, 4, 5, 2, 5]","[6, 5, 3, 2, 4, 6, 4, 5, 4, 2, 5, 4, 5, 2, 5]","[0, 45, 105, 120, 195, 255, 315, 360, 405, 435, 495, 525, 570, 600, 645]"
2022-07-21,2,5672.0,731,"[2, 3, 4, 2, 7, 7, 1, 1, 4, 6, 0, 6, 4, 2, 7, 2, 4, 1, 4, 3]","[2, 3, 4, 2, 7, 1, 4, 6, 0, 6, 4, 2]","[0, 30, 90, 150, 195, 270, 375, 420, 480, 570, 630, 660]"
2022-07-21,7,6526.0,732,"[2, 1, 3, 5, 6, 2, 7, 2, 5, 7, 5, 4, 4, 5, 5, 1, 2, 4]","[2, 1, 3, 5, 6, 2, 7, 2, 5, 7, 5, 4, 5, 1]","[0, 30, 150, 165, 210, 285, 345, 405, 465, 510, 570, 600, 630, 645]"
2022-07-21,4,6122.0,729,"[4, 2, 4, 2, 3, 5, 2, 3, 3, 4, 6, 6, 2, 6, 6, 3, 2, 4, 3]","[4, 2, 4, 2, 3, 5, 2, 3, 4, 6, 2, 6, 3]","[0, 45, 150, 210, 270, 330, 360, 435, 480, 525, 570, 630, 690]"
2022-07-21,2,5210.0,583,"[2, 2, 4, 4, 3, 3, 2, 6, 6, 4, 4, 4, 7, 7, 4, 4, 3, 6, 4, 4]","[2, 4, 3, 2, 6, 4, 7, 4, 3, 6, 4]","[0, 30, 75, 135, 210, 270, 315, 375, 420, 480, 540]"
2022-07-21,4,5640.0,659,"[2, 4, 4, 3, 3, 3, 3, 3, 7, 5, 5, 3, 7, 2, 2, 3, 1, 2, 5]","[2, 4, 3, 7, 5, 3, 7, 2, 3, 1, 2, 5]","[0, 30, 75, 135, 210, 240, 300, 375, 435, 495, 585, 645]"
2022-07-21,8,6144.0,723,"[5, 5, 4, 0, 1, 3, 2, 7, 4, 5, 5, 4, 7, 4, 7, 4, 5, 0, 4]","[5, 4, 0, 1, 3, 2, 7, 4, 5, 4, 7, 4, 7]","[0, 30, 90, 195, 285, 330, 390, 450, 495, 525, 555, 630, 675]"
2022-07-21,3,5668.0,615,"[3, 7, 3, 7, 4, 3, 3, 7, 5, 5, 3, 2, 6, 4]","[3, 7, 3, 7, 4, 3, 7, 5, 3, 2, 6, 4]","[0, 75, 135, 150, 210, 255, 315, 390, 420, 480, 540, 600]"
2022-07-21,3,5656.0,739,"[1, 7, 4, 4, 7, 4, 6, 5, 5, 1, 4, 0, 4, 6, 7, 2, 1, 2]","[1, 7, 4, 7, 4, 6, 5, 1, 4, 0, 4, 6]","[0, 135, 195, 240, 315, 375, 435, 465, 540, 585, 690, 705]"
2022-07-21,9,6137.0,718,"[3, 7, 4, 5, 2, 4, 7, 7, 1, 6, 2, 4, 2, 3, 4, 4, 0, 2, 5, 7]","[3, 7, 4, 5, 2, 4, 7, 1, 6, 2, 4, 2, 3]","[0, 75, 135, 195, 225, 285, 330, 390, 480, 540, 615, 645, 705]"
