日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-03,2,5656.0,720,"[1, 2, 7, 6, 0, 5, 5, 7, 2, 4, 3, 0, 3, 5, 4, 3, 4, 2, 0, 2]","[1, 2, 7, 6, 0, 5, 7, 2, 4, 3, 0, 3]","[0, 135, 210, 270, 330, 420, 450, 510, 585, 600, 630, 705]"
2022-07-03,7,5191.0,523,"[2, 7, 5, 0, 4, 3, 4, 3, 7, 5, 7]","[2, 7, 5, 0, 4, 3, 4, 3, 7, 5, 7]","[0, 30, 75, 105, 195, 240, 285, 315, 375, 435, 465]"
2022-07-03,7,7033.0,706,"[3, 6, 3, 7, 6, 4, 4, 5, 2, 4, 6, 7, 6, 3, 5, 4, 7, 4]","[3, 6, 3, 7, 6, 4, 5, 2, 4, 6, 7, 6, 3, 5, 4]","[0, 30, 60, 120, 180, 255, 285, 330, 405, 435, 510, 585, 630, 675, 690]"
2022-07-03,7,4733.0,513,"[6, 3, 4, 7, 3, 2, 4, 6, 4, 0]","[6, 3, 4, 7, 3, 2, 4, 6, 4, 0]","[0, 45, 90, 120, 180, 240, 315, 360, 405, 450]"
2022-07-03,8,5186.0,545,"[3, 6, 4, 0, 4, 3, 0, 5, 4, 1, 3]","[3, 6, 4, 0, 4, 3, 0, 5, 4, 1, 3]","[0, 30, 60, 105, 195, 240, 285, 375, 420, 450, 510]"
2022-07-03,8,5171.0,629,"[5, 2, 4, 4, 1, 3, 0, 5, 5, 7, 3, 7, 2, 2]","[5, 2, 4, 1, 3, 0, 5, 7, 3, 7, 2]","[0, 30, 120, 165, 225, 285, 375, 405, 465, 510, 585]"
2022-07-03,2,6088.0,707,"[4, 7, 3, 6, 5, 7, 3, 6, 2, 0, 6, 3, 5, 0, 4, 1, 1, 5, 7, 0]","[4, 7, 3, 6, 5, 7, 3, 6, 2, 0, 6, 3, 5]","[0, 45, 90, 165, 225, 270, 330, 390, 465, 525, 600, 660, 690]"
2022-07-03,3,6145.0,707,"[7, 4, 3, 4, 0, 3, 4, 6, 0, 0, 5, 4, 2, 1, 4, 2, 4, 0, 5, 4]","[7, 4, 3, 4, 0, 3, 4, 6, 0, 5, 4, 2, 1]","[0, 45, 105, 165, 210, 300, 345, 390, 465, 540, 570, 600, 645]"
2022-07-03,7,6606.0,744,"[1, 6, 4, 4, 7, 1, 4, 4, 1, 4, 3, 5, 7, 4, 3, 7, 7, 7, 3, 6]","[1, 6, 4, 7, 1, 4, 1, 4, 3, 5, 7, 4, 3, 7]","[0, 135, 210, 240, 300, 375, 405, 465, 495, 540, 570, 630, 660, 690]"
2022-07-03,10,6555.0,720,"[6, 7, 5, 5, 1, 2, 5, 3, 0, 3, 4, 3, 3, 1, 3, 1, 1, 5, 6, 7]","[6, 7, 5, 1, 2, 5, 3, 0, 3, 4, 3, 1, 3, 1]","[0, 45, 90, 120, 210, 285, 315, 360, 450, 495, 525, 570, 630, 660]"
