日付,lambda,トータル満足度,トータル所要時間,予定プラン,最適プラン,タイムスケジュール
2022-07-08,9,6114.0,553,"[5, 7, 3, 4, 4, 2, 4, 5, 7, 7, 3, 4, 2, 3, 3, 5]","[5, 7, 3, 4, 2, 4, 5, 7, 3, 4, 2, 3, 5]","[0, 30, 75, 135, 165, 210, 240, 285, 345, 390, 435, 495, 540]"
2022-07-08,7,5608.0,726,"[3, 2, 6, 3, 1, 5, 3, 7, 0, 6, 6, 1, 1, 6, 7, 1, 3]","[3, 2, 6, 3, 1, 5, 3, 7, 0, 6, 1, 6]","[0, 60, 135, 195, 255, 345, 375, 420, 495, 570, 615, 690]"
2022-07-08,2,5176.0,515,"[6, 4, 7, 6, 4, 2, 5, 7, 3, 3, 4, 6]","[6, 4, 7, 6, 4, 2, 5, 7, 3, 4, 6]","[0, 45, 60, 120, 180, 195, 270, 300, 360, 405, 465]"
2022-07-08,5,6617.0,713,"[4, 7, 7, 1, 7, 3, 6, 4, 2, 3, 6, 4, 3, 1, 4, 6, 2, 4, 5]","[4, 7, 1, 7, 3, 6, 4, 2, 3, 6, 4, 3, 1, 4]","[0, 45, 90, 150, 210, 270, 330, 390, 450, 480, 540, 585, 630, 690]"
2022-07-08,7,6122.0,715,"[2, 4, 2, 3, 2, 3, 6, 0, 4, 4, 1, 5, 1, 4, 3, 6, 5, 4, 7, 4]","[2, 4, 2, 3, 2, 3, 6, 0, 4, 1, 5, 1, 4]","[0, 75, 90, 165, 210, 285, 330, 390, 465, 510, 585, 615, 705]"
2022-07-08,7,5612.0,520,"[7, 3, 5, 4, 5, 5, 4, 5, 4, 3, 6, 3, 6, 6]","[7, 3, 5, 4, 5, 4, 5, 4, 3, 6, 3, 6]","[0, 45, 105, 150, 165, 210, 225, 270, 330, 375, 420, 465]"
2022-07-08,10,7077.0,698,"[4, 2, 4, 3, 5, 4, 4, 2, 3, 3, 5, 4, 6, 7, 3, 4, 4, 3, 3]","[4, 2, 4, 3, 5, 4, 2, 3, 5, 4, 6, 7, 3, 4, 3]","[0, 45, 120, 135, 195, 240, 270, 330, 375, 405, 465, 525, 600, 645, 660]"
2022-07-08,2,5669.0,720,"[6, 7, 2, 1, 3, 0, 1, 2, 4, 7, 0, 3, 4, 2, 2, 5, 3, 3]","[6, 7, 2, 1, 3, 0, 1, 2, 4, 7, 0, 3]","[0, 45, 90, 165, 240, 285, 375, 435, 495, 525, 615, 690]"
2022-07-08,3,6506.0,708,"[3, 3, 5, 1, 3, 6, 4, 4, 3, 5, 5, 3, 7, 5, 6, 5, 1, 2, 5, 5]","[3, 5, 1, 3, 6, 4, 3, 5, 3, 7, 5, 6, 5, 1]","[0, 60, 105, 180, 225, 270, 330, 375, 420, 450, 525, 555, 630, 645]"
2022-07-08,2,6086.0,710,"[6, 2, 6, 1, 6, 4, 1, 2, 7, 3, 2, 3, 5, 0, 3, 6, 4, 3, 3]","[6, 2, 6, 1, 6, 4, 1, 2, 7, 3, 2, 3, 5]","[0, 45, 120, 180, 255, 315, 390, 450, 510, 570, 600, 660, 690]"
2022-07-08,7,6145.0,709,"[3, 4, 0, 6, 7, 4, 2, 7, 3, 7, 5, 3, 2, 4, 2, 4, 3, 4, 2, 0]","[3, 4, 0, 6, 7, 4, 2, 7, 3, 7, 5, 3, 2]","[0, 60, 75, 165, 225, 285, 345, 405, 465, 510, 570, 615, 645]"
2022-07-08,2,6539.0,592,"[5, 4, 6, 3, 3, 5, 5, 3, 4, 4, 3, 5, 4, 4, 5, 5, 6, 2, 4]","[5, 4, 6, 3, 5, 3, 4, 3, 5, 4, 5, 6, 2, 4]","[0, 30, 45, 90, 150, 180, 225, 240, 300, 330, 390, 420, 495, 555]"
2022-07-08,4,6568.0,717,"[3, 3, 1, 5, 2, 4, 3, 2, 5, 1, 7, 4, 2, 6, 3, 0, 5, 3, 2, 7]","[3, 1, 5, 2, 4, 3, 2, 5, 1, 7, 4, 2, 6, 3]","[0, 60, 150, 180, 240, 270, 315, 375, 420, 495, 555, 600, 660, 690]"
2022-07-08,10,6538.0,706,"[4, 3, 7, 1, 6, 0, 3, 5, 2, 3, 5, 3, 6, 5, 4, 0, 5, 5, 2]","[4, 3, 7, 1, 6, 0, 3, 5, 2, 3, 5, 3, 6, 5]","[0, 45, 105, 165, 240, 300, 375, 420, 465, 525, 570, 600, 630, 690]"
2022-07-08,9,5143.0,599,"[7, 5, 7, 2, 7, 3, 6, 1, 5, 6, 2]","[7, 5, 7, 2, 7, 3, 6, 1, 5, 6, 2]","[0, 45, 105, 165, 225, 285, 330, 390, 450, 480, 540]"
2022-07-08,10,5640.0,712,"[1, 1, 4, 2, 0, 6, 4, 2, 0, 5, 6, 1, 7, 5, 3, 5, 7, 7, 2]","[1, 4, 2, 0, 6, 4, 2, 0, 5, 6, 1, 7]","[0, 105, 120, 180, 270, 315, 390, 435, 510, 540, 600, 660]"
2022-07-08,6,6124.0,709,"[2, 4, 5, 3, 5, 4, 1, 7, 4, 1, 2, 7, 0, 2, 6, 3, 0, 3, 7, 3]","[2, 4, 5, 3, 5, 4, 1, 7, 4, 1, 2, 7, 0]","[0, 75, 90, 135, 180, 240, 255, 345, 405, 450, 510, 570, 630]"
2022-07-08,9,6611.0,748,"[4, 0, 7, 5, 4, 2, 5, 7, 4, 2, 6, 6, 7, 3, 1, 7, 0, 3, 3]","[4, 0, 7, 5, 4, 2, 5, 7, 4, 2, 6, 7, 3, 7]","[0, 45, 135, 195, 240, 270, 330, 375, 435, 480, 540, 600, 660, 705]"
2022-07-08,4,6104.0,720,"[5, 4, 5, 7, 6, 7, 0, 1, 6, 1, 7, 4, 7, 5, 1, 4, 1, 6, 6, 7]","[5, 4, 5, 7, 6, 7, 0, 1, 6, 1, 7, 4, 7]","[0, 30, 45, 105, 165, 225, 285, 375, 435, 495, 585, 645, 660]"
2022-07-08,2,6107.0,723,"[6, 0, 7, 5, 0, 4, 7, 3, 3, 3, 1, 3, 5, 5, 4, 1, 4, 6]","[6, 0, 7, 5, 0, 4, 7, 3, 1, 3, 5, 4, 1]","[0, 45, 135, 195, 240, 315, 390, 450, 480, 555, 585, 615, 660]"
2022-07-08,5,5664.0,715,"[6, 6, 2, 0, 7, 1, 2, 5, 7, 4, 0, 4, 3, 7, 6, 2, 2, 2]","[6, 2, 0, 7, 1, 2, 5, 7, 4, 0, 4, 3]","[0, 45, 120, 210, 270, 345, 420, 450, 540, 585, 660, 690]"
2022-07-08,10,6131.0,677,"[1, 4, 5, 7, 4, 3, 3, 6, 0, 3, 4, 3, 3, 1, 7, 7]","[1, 4, 5, 7, 4, 3, 6, 0, 3, 4, 3, 1, 7]","[0, 105, 120, 165, 225, 240, 285, 345, 435, 465, 510, 540, 630]"
2022-07-08,7,5632.0,592,"[7, 3, 3, 7, 5, 7, 0, 3, 3, 6, 3, 5, 4, 4, 6, 6]","[7, 3, 7, 5, 7, 0, 3, 6, 3, 5, 4, 6]","[0, 45, 105, 165, 210, 270, 345, 375, 435, 465, 495, 525]"
2022-07-08,10,7012.0,720,"[6, 7, 5, 0, 5, 7, 7, 2, 6, 6, 4, 5, 3, 4, 5, 2, 3, 4, 4, 2]","[6, 7, 5, 0, 5, 7, 2, 6, 4, 5, 3, 4, 5, 2, 3]","[0, 45, 90, 135, 210, 255, 315, 375, 435, 480, 510, 540, 600, 630, 690]"
2022-07-08,10,6083.0,735,"[4, 5, 2, 5, 3, 1, 2, 0, 1, 3, 3, 3, 5, 5, 7, 2, 2, 0, 6]","[4, 5, 2, 5, 3, 1, 2, 0, 1, 3, 5, 7, 2]","[0, 45, 90, 165, 210, 255, 345, 405, 480, 540, 585, 615, 675]"
2022-07-08,9,5617.0,730,"[3, 1, 6, 7, 6, 6, 1, 0, 2, 5, 4, 6, 2, 3, 7, 3, 5, 6]","[3, 1, 6, 7, 6, 1, 0, 2, 5, 4, 6, 2]","[0, 60, 150, 195, 255, 330, 390, 465, 525, 555, 600, 660]"
2022-07-08,6,6110.0,712,"[7, 3, 3, 6, 5, 2, 0, 4, 7, 1, 3, 7, 5, 2, 3, 0, 0, 4, 0, 4]","[7, 3, 6, 5, 2, 0, 4, 7, 1, 3, 7, 5, 2]","[0, 45, 105, 165, 195, 270, 345, 405, 465, 525, 570, 630, 645]"
2022-07-08,9,7119.0,713,"[7, 7, 4, 3, 3, 4, 0, 4, 2, 3, 3, 5, 0, 3, 7, 4, 3, 7, 0]","[7, 4, 3, 4, 0, 4, 2, 3, 5, 0, 3, 7, 4, 3, 7]","[0, 45, 75, 135, 150, 225, 255, 315, 360, 405, 480, 510, 585, 615, 660]"
2022-07-08,5,7473.0,731,"[6, 4, 6, 5, 5, 3, 6, 3, 7, 6, 5, 3, 2, 1, 3, 4, 4, 6, 7, 0]","[6, 4, 6, 5, 3, 6, 3, 7, 6, 5, 3, 2, 1, 3, 4, 6]","[0, 45, 60, 105, 150, 195, 255, 300, 360, 435, 465, 495, 555, 645, 675, 705]"
2022-07-08,7,6603.0,719,"[7, 6, 0, 4, 5, 4, 4, 7, 5, 0, 4, 6, 4, 2, 0, 3, 2, 5, 5]","[7, 6, 0, 4, 5, 4, 7, 5, 0, 4, 6, 4, 2, 0]","[0, 45, 90, 180, 195, 240, 270, 330, 375, 435, 495, 540, 585, 645]"
2022-07-08,9,6536.0,720,"[5, 2, 6, 5, 5, 6, 3, 6, 7, 0, 2, 3, 3, 4, 2, 5, 1, 2, 4]","[5, 2, 6, 5, 6, 3, 6, 7, 0, 2, 3, 4, 2, 5]","[0, 30, 105, 165, 195, 255, 300, 360, 435, 510, 570, 600, 645, 705]"
2022-07-08,3,5656.0,629,"[2, 4, 4, 4, 7, 2, 5, 5, 2, 3, 3, 3, 3, 4, 3, 7, 2, 5]","[2, 4, 7, 2, 5, 2, 3, 4, 3, 7, 2, 5]","[0, 75, 90, 150, 225, 270, 345, 375, 435, 465, 540, 600]"
2022-07-08,9,6536.0,707,"[5, 4, 0, 5, 5, 5, 6, 5, 0, 2, 5, 2, 3, 0, 6, 4, 5, 5]","[5, 4, 0, 5, 6, 5, 0, 2, 5, 2, 3, 0, 6, 4]","[0, 30, 45, 135, 180, 240, 285, 375, 435, 465, 525, 570, 630, 690]"
2022-07-08,6,5668.0,468,"[5, 7, 4, 3, 4, 3, 3, 4, 3, 7, 5, 5, 4, 3]","[5, 7, 4, 3, 4, 3, 4, 3, 7, 5, 4, 3]","[0, 30, 75, 90, 150, 165, 225, 240, 285, 345, 390, 435]"
2022-07-08,4,7505.0,728,"[3, 0, 5, 4, 7, 4, 3, 4, 6, 3, 5, 3, 3, 2, 3, 0, 5, 0, 6]","[3, 0, 5, 4, 7, 4, 3, 4, 6, 3, 5, 3, 2, 3, 5, 6]","[0, 60, 150, 180, 195, 255, 300, 345, 420, 480, 510, 540, 570, 630, 675, 690]"
2022-07-08,2,4253.0,445,"[4, 4, 7, 2, 4, 1, 3, 2, 5, 4]","[4, 7, 2, 4, 1, 3, 2, 5, 4]","[0, 45, 90, 165, 180, 255, 300, 360, 405]"
2022-07-08,10,4229.0,451,"[5, 7, 3, 4, 5, 7, 6, 4, 4, 0]","[5, 7, 3, 4, 5, 7, 6, 4, 0]","[0, 30, 75, 135, 165, 195, 255, 330, 390]"
2022-07-08,8,6115.0,728,"[4, 7, 7, 3, 6, 2, 2, 2, 4, 7, 5, 2, 6, 2, 6, 2, 1, 7, 6, 2]","[4, 7, 3, 6, 2, 4, 7, 5, 2, 6, 2, 6, 2]","[0, 45, 90, 150, 195, 270, 330, 390, 435, 480, 555, 615, 675]"
2022-07-08,10,6108.0,707,"[7, 4, 0, 1, 5, 6, 2, 2, 0, 0, 1, 1, 4, 3, 7, 5, 4, 2, 2, 5]","[7, 4, 0, 1, 5, 6, 2, 0, 1, 4, 3, 7, 5]","[0, 45, 75, 165, 240, 285, 345, 420, 480, 555, 600, 630, 690]"
2022-07-08,7,6124.0,653,"[4, 6, 3, 3, 6, 4, 7, 4, 4, 5, 2, 7, 0, 3, 3, 3, 6]","[4, 6, 3, 6, 4, 7, 4, 5, 2, 7, 0, 3, 6]","[0, 45, 90, 135, 210, 225, 285, 330, 375, 435, 495, 570, 600]"
2022-07-08,7,6119.0,721,"[7, 0, 6, 7, 1, 7, 4, 0, 6, 4, 6, 5, 2, 2, 5, 0, 5, 7, 2]","[7, 0, 6, 7, 1, 7, 4, 0, 6, 4, 6, 5, 2]","[0, 45, 135, 210, 270, 345, 405, 465, 540, 600, 630, 690, 705]"
2022-07-08,5,4731.0,530,"[6, 0, 4, 4, 3, 4, 1, 7, 6, 4, 7]","[6, 0, 4, 3, 4, 1, 7, 6, 4, 7]","[0, 45, 135, 150, 210, 225, 285, 360, 420, 465]"
2022-07-08,6,6063.0,731,"[0, 0, 6, 0, 2, 1, 2, 1, 3, 1, 5, 5, 6, 5, 5, 3, 4, 0, 2, 2]","[0, 6, 0, 2, 1, 2, 1, 3, 1, 5, 6, 5, 3]","[0, 105, 165, 240, 300, 375, 435, 510, 540, 630, 645, 690, 705]"
2022-07-08,8,6589.0,706,"[5, 5, 7, 7, 2, 4, 6, 3, 5, 3, 7, 3, 0, 7, 3, 3, 2, 2, 6]","[5, 7, 2, 4, 6, 3, 5, 3, 7, 3, 0, 7, 3, 2]","[0, 30, 75, 150, 165, 225, 270, 315, 360, 435, 465, 540, 615, 645]"
2022-07-08,8,7032.0,716,"[5, 7, 0, 4, 5, 5, 1, 7, 4, 6, 3, 5, 4, 2, 2, 3, 6, 4]","[5, 7, 0, 4, 5, 1, 7, 4, 6, 3, 5, 4, 2, 3, 6]","[0, 30, 75, 165, 180, 225, 300, 360, 420, 480, 510, 540, 585, 645, 690]"
2022-07-08,5,6970.0,708,"[5, 6, 5, 7, 5, 2, 2, 3, 6, 2, 1, 5, 1, 4, 6, 2, 6, 7, 1, 4]","[5, 6, 5, 7, 5, 2, 3, 6, 2, 1, 5, 1, 4, 6, 2]","[0, 30, 60, 120, 180, 225, 300, 345, 420, 465, 525, 555, 630, 660, 705]"
2022-07-08,4,5636.0,699,"[4, 2, 5, 5, 7, 2, 6, 0, 7, 0, 1, 1, 5, 3]","[4, 2, 5, 7, 2, 6, 0, 7, 0, 1, 5, 3]","[0, 45, 120, 165, 225, 300, 360, 435, 495, 570, 645, 675]"
2022-07-08,10,6125.0,706,"[4, 2, 0, 4, 5, 7, 4, 6, 4, 0, 1, 3, 5, 4, 2, 4, 4, 4, 5]","[4, 2, 0, 4, 5, 7, 4, 6, 4, 0, 1, 3, 5]","[0, 45, 120, 210, 225, 270, 330, 405, 450, 495, 570, 660, 690]"
2022-07-08,2,6541.0,724,"[5, 6, 2, 6, 3, 7, 3, 3, 5, 6, 4, 4, 2, 2, 4, 4, 1, 1, 6, 3]","[5, 6, 2, 6, 3, 7, 3, 5, 6, 4, 2, 4, 1, 6]","[0, 30, 60, 135, 210, 255, 315, 375, 405, 465, 510, 570, 615, 690]"
2022-07-08,2,7055.0,695,"[6, 4, 6, 4, 6, 7, 3, 4, 4, 2, 2, 5, 7, 3, 2, 6, 2, 2]","[6, 4, 6, 4, 6, 7, 3, 4, 2, 5, 7, 3, 2, 6, 2]","[0, 45, 60, 105, 120, 180, 240, 300, 345, 405, 450, 525, 570, 630, 690]"
2022-07-08,4,6095.0,708,"[1, 2, 5, 5, 6, 6, 7, 4, 2, 3, 5, 4, 0, 6, 3, 3, 5, 3]","[1, 2, 5, 6, 7, 4, 2, 3, 5, 4, 0, 6, 3]","[0, 105, 165, 210, 270, 345, 405, 450, 495, 510, 555, 630, 675]"
2022-07-08,10,5634.0,594,"[7, 1, 5, 4, 3, 4, 4, 4, 4, 2, 4, 6, 6, 6, 5, 4, 6, 6]","[7, 1, 5, 4, 3, 4, 2, 4, 6, 5, 4, 6]","[0, 45, 135, 180, 195, 255, 300, 360, 420, 480, 510, 540]"
2022-07-08,9,6556.0,709,"[5, 6, 3, 4, 7, 5, 6, 4, 2, 2, 6, 5, 5, 5, 7, 7, 4, 0, 7, 4]","[5, 6, 3, 4, 7, 5, 6, 4, 2, 6, 5, 7, 4, 0]","[0, 30, 60, 135, 150, 210, 255, 315, 375, 435, 510, 540, 600, 630]"
2022-07-08,10,6054.0,709,"[5, 6, 5, 1, 5, 6, 6, 6, 7, 2, 3, 2, 7, 6, 6, 0, 7, 5, 4]","[5, 6, 5, 1, 5, 6, 7, 2, 3, 2, 7, 6, 0]","[0, 30, 60, 120, 180, 225, 285, 345, 420, 450, 510, 585, 630]"
2022-07-08,10,7052.0,752,"[5, 2, 7, 4, 3, 4, 1, 3, 3, 6, 0, 4, 3, 6, 5, 7, 3, 6, 7]","[5, 2, 7, 4, 3, 4, 1, 3, 6, 0, 4, 3, 6, 5, 7]","[0, 30, 105, 165, 195, 240, 270, 345, 390, 465, 540, 585, 615, 660, 690]"
2022-07-08,8,7027.0,721,"[6, 4, 6, 0, 4, 7, 1, 5, 4, 5, 6, 2, 4, 0, 5, 5, 3, 4, 6, 2]","[6, 4, 6, 0, 4, 7, 1, 5, 4, 5, 6, 2, 4, 0, 5]","[0, 45, 60, 105, 180, 210, 270, 345, 390, 435, 465, 525, 600, 630, 705]"
2022-07-08,5,6092.0,695,"[2, 2, 3, 4, 4, 4, 4, 3, 7, 6, 1, 2, 6, 4, 5, 2, 1, 5]","[2, 3, 4, 3, 7, 6, 1, 2, 6, 4, 5, 2, 5]","[0, 75, 135, 165, 210, 270, 330, 405, 450, 525, 585, 615, 675]"
2022-07-08,7,6654.0,692,"[7, 2, 4, 7, 4, 0, 3, 2, 4, 4, 2, 3, 3, 3, 3, 6, 7, 4]","[7, 2, 4, 7, 4, 0, 3, 2, 4, 2, 3, 6, 7, 4]","[0, 45, 135, 150, 210, 225, 315, 360, 420, 465, 525, 570, 615, 675]"
2022-07-08,4,6541.0,678,"[7, 7, 5, 3, 2, 4, 6, 5, 4, 4, 1, 5, 2, 5, 2, 7]","[7, 5, 3, 2, 4, 6, 5, 4, 1, 5, 2, 5, 2, 7]","[0, 45, 105, 165, 225, 240, 285, 330, 390, 450, 480, 540, 570, 630]"
2022-07-08,7,6571.0,743,"[2, 3, 5, 0, 4, 3, 7, 5, 2, 5, 4, 6, 3, 7, 7, 7, 4]","[2, 3, 5, 0, 4, 3, 7, 5, 2, 5, 4, 6, 3, 7]","[0, 75, 135, 180, 255, 300, 345, 405, 450, 510, 540, 585, 645, 690]"
2022-07-08,4,6555.0,715,"[4, 0, 6, 3, 4, 4, 5, 1, 6, 6, 5, 2, 5, 2, 4, 7, 5, 3]","[4, 0, 6, 3, 4, 5, 1, 6, 5, 2, 5, 2, 4, 7]","[0, 45, 135, 195, 255, 300, 330, 405, 465, 480, 540, 570, 630, 660]"
2022-07-08,9,5192.0,481,"[2, 4, 3, 4, 5, 4, 2, 5, 7, 4, 3]","[2, 4, 3, 4, 5, 4, 2, 5, 7, 4, 3]","[0, 75, 90, 150, 165, 210, 225, 300, 330, 405, 450]"
2022-07-08,9,4218.0,446,"[1, 4, 4, 5, 4, 0, 4, 3, 3, 5, 6]","[1, 4, 5, 4, 0, 4, 3, 5, 6]","[0, 105, 120, 165, 180, 255, 300, 345, 390]"
2022-07-08,9,5676.0,711,"[2, 7, 3, 3, 7, 1, 0, 3, 3, 6, 6, 6, 3, 0, 4, 2, 6, 4, 4, 2]","[2, 7, 3, 7, 1, 0, 3, 6, 3, 0, 4, 2]","[0, 75, 135, 180, 240, 315, 390, 435, 495, 540, 615, 645]"
2022-07-08,8,6588.0,736,"[5, 6, 1, 2, 4, 3, 6, 3, 7, 4, 4, 0, 2, 3, 2, 4, 1, 4, 2]","[5, 6, 1, 2, 4, 3, 6, 3, 7, 4, 0, 2, 3, 2]","[0, 30, 60, 150, 225, 240, 285, 360, 405, 465, 510, 585, 645, 675]"
2022-07-08,7,4734.0,508,"[0, 4, 7, 4, 1, 3, 3, 3, 3, 7, 5, 2, 4]","[0, 4, 7, 4, 1, 3, 7, 5, 2, 4]","[0, 105, 120, 195, 210, 270, 330, 390, 420, 465]"
2022-07-08,4,6550.0,659,"[5, 7, 4, 4, 4, 4, 3, 3, 2, 6, 5, 7, 6, 4, 3, 7, 6, 5]","[5, 7, 4, 3, 2, 6, 5, 7, 6, 4, 3, 7, 6, 5]","[0, 30, 75, 90, 150, 225, 270, 315, 375, 435, 480, 510, 585, 645]"
2022-07-08,10,7029.0,707,"[7, 5, 5, 7, 3, 5, 3, 5, 3, 4, 0, 6, 4, 5, 3, 4, 1, 6, 5]","[7, 5, 7, 3, 5, 3, 5, 3, 4, 0, 6, 4, 5, 3, 4]","[0, 45, 105, 165, 225, 270, 315, 360, 390, 450, 525, 600, 630, 660, 690]"
2022-07-08,2,6596.0,725,"[7, 6, 7, 4, 3, 3, 1, 2, 2, 1, 3, 3, 2, 6, 1, 2, 4, 1, 4]","[7, 6, 7, 4, 3, 1, 2, 1, 3, 2, 6, 1, 2, 4]","[0, 45, 90, 150, 180, 225, 285, 345, 405, 450, 510, 585, 645, 705]"
2022-07-08,10,6556.0,743,"[4, 5, 4, 1, 3, 5, 5, 2, 3, 1, 6, 6, 4, 4, 1, 6, 7, 0, 7, 4]","[4, 5, 4, 1, 3, 5, 2, 3, 1, 6, 4, 1, 6, 7]","[0, 45, 90, 120, 180, 225, 270, 345, 375, 450, 510, 555, 630, 690]"
