時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,95,65,50,25,5,5,0,0
15,80,65,45,35,10,5,0,0
30,110,65,55,45,10,10,0,0
45,110,65,60,45,10,10,0,0
60,120,65,55,40,20,20,30,15
75,120,55,45,35,30,20,15,15
90,80,55,45,35,30,20,30,20
105,60,45,40,30,30,20,15,20
120,60,40,45,30,25,15,25,20
135,60,40,40,30,20,15,30,20
150,60,35,35,30,20,15,15,15
165,60,45,45,30,10,15,25,20
180,55,45,50,30,5,15,30,15
195,40,45,45,25,5,15,25,15
210,40,40,45,20,5,20,25,15
225,45,35,45,15,20,15,15,15
240,65,50,45,15,20,15,20,15
255,65,45,45,20,20,10,25,15
270,60,45,45,25,5,10,35,15
285,45,45,45,30,15,15,20,20
300,45,40,40,25,20,10,25,20
315,40,50,40,15,20,20,15,20
330,60,55,50,20,20,15,20,20
345,60,55,50,20,20,20,30,20
360,60,45,50,20,20,20,25,20
375,55,40,50,15,5,15,20,25
390,45,40,50,15,5,15,30,15
405,45,40,50,15,5,15,15,15
420,50,45,40,15,5,5,25,15
435,50,45,35,15,5,5,30,20
450,50,50,40,15,15,5,20,20
465,50,45,40,10,15,5,25,15
480,55,40,45,5,10,10,30,15
495,70,50,40,10,10,10,20,15
510,60,0,35,10,10,5,20,15
525,50,0,40,10,10,5,30,25
540,50,0,50,10,15,5,20,25
555,55,0,45,10,20,5,20,30
570,60,0,40,15,20,10,30,15
585,60,0,40,15,20,10,15,20
600,65,0,40,10,20,5,25,20
615,70,5,35,10,20,5,15,15
630,70,50,35,5,15,10,0,20
645,65,60,35,5,5,5,0,15
660,60,70,40,10,5,5,0,15
675,0,0,45,10,5,5,0,15
690,0,0,0,10,5,5,0,20
705,0,0,0,5,5,5,0,0
