時間,ソアリン,トイストーリーマニア,タワーオブテラー,センターオブジアース,インディージョーンズ,レイジングスピリッツ,マジックランプシアター,タートルトーク
0,110,90,100,45,20,5,0,0
15,110,90,100,50,20,5,0,0
30,80,90,100,50,0,30,0,0
45,75,80,80,45,0,30,0,0
60,75,80,70,30,0,30,15,5
75,75,80,70,0,0,30,25,20
90,70,70,50,0,0,35,30,20
105,65,60,50,0,0,35,15,20
120,65,65,50,0,0,35,25,15
135,65,45,65,0,5,30,30,15
150,65,55,65,0,25,25,15,15
165,65,50,60,0,30,20,25,20
180,55,45,50,0,35,20,30,20
195,55,45,50,5,35,20,15,15
210,55,45,40,40,35,25,30,20
225,55,45,35,35,35,20,30,15
240,45,55,40,30,35,20,15,20
255,45,55,40,35,25,20,25,20
270,60,45,45,35,25,15,15,15
285,60,45,40,35,25,15,25,15
300,55,45,40,40,0,25,25,20
315,55,45,35,45,0,25,10,30
330,50,65,45,40,0,25,20,20
345,60,55,50,40,0,20,30,20
360,60,45,45,35,0,15,20,25
375,55,45,40,35,0,15,30,30
390,55,50,40,35,10,15,30,20
405,55,50,40,35,20,5,20,20
420,60,50,35,35,30,10,20,20
435,50,55,40,35,35,15,30,30
450,50,40,50,35,35,20,15,20
465,45,40,40,35,35,20,25,30
480,45,40,35,25,30,5,30,15
495,50,50,35,20,30,5,20,15
510,60,50,35,20,30,20,25,15
525,55,50,40,20,25,15,15,30
540,55,50,40,25,25,15,15,15
555,55,45,40,25,25,15,25,15
570,55,45,40,25,25,15,30,15
585,55,45,35,20,25,10,15,20
600,55,50,35,20,20,15,30,20
615,55,50,40,10,15,5,15,20
630,55,45,55,10,10,5,20,15
645,50,45,55,15,10,5,0,20
660,0,45,50,25,5,5,0,15
675,0,45,50,25,5,5,0,15
690,0,0,0,10,5,5,0,15
705,0,0,0,10,5,0,0,20
